"ID","prompt","response","set","lab","rater1","rater2","rater3","rater4"
"209","haarfoehn","kochen",12,7,2,1,2,0
"209","haarfoehn","Kochen",12,7,2,1,2,0
"209","haarfoehn","Standheizung eines Autos",12,7,1,1,3,1
"209","haarfoehn","Wind für Fotos simulieren",12,7,1,1,1,1
"209","haarfoehn","zum Auftauen von Lebensmittel",12,7,2,2,1,1
"209","konservendose","ausleeren",12,7,0,0,0,0
"209","konservendose","basteln",12,7,1,1,1,1
"209","konservendose","befüllen",12,7,0,1,0,0
"209","konservendose","bewerfen",12,7,0,1,0,0
"209","konservendose","Durst löschen",12,7,1,1,0,0
"209","konservendose","öffnen",12,7,0,0,0,0
"209","konservendose","Ohrringe basteln",12,7,2,2,1,2
"209","konservendose","schneiden",12,7,1,1,2,1
"209","konservendose","Spaß haben",12,7,0,0,0,0
"209","konservendose","wegwerfen",12,7,0,0,0,0
"209","messer","Butter aufs Brot streichen",12,7,0,0,1,0
"209","messer","Dinge aus Engen ritzen hinausholen",12,7,2,1,2,1
"209","messer","erschrecken",12,7,0,1,1,0
"209","messer","etwas öffnen",12,7,1,1,1,0
"209","messer","Flasche öffnen",12,7,1,1,1,1
"209","messer","Möbelstück",12,7,0,1,1,0
"209","messer","Requisite",12,7,1,1,1,1
"209","messer","Schauspielen",12,7,1,1,1,1
"209","messer","Schmuck",12,7,0,1,1,0
"209","messer","schneiden",12,7,0,0,1,0
"209","messer","schnitzen",12,7,1,2,1,1
"209","messer","töten",12,7,0,0,1,0
"209","messer","verletzen",12,7,0,0,1,0
"21","Axt","bäume bauen",14,8,1,2,2,NA
"21","Axt","deko",14,8,2,2,1,NA
"21","Axt","dinge kaputt machen",14,8,1,1,2,NA
"21","Axt","kaufen",14,8,1,1,1,NA
"21","Axt","Kostüm",14,8,3,2,2,NA
"21","Axt","Museumsstück",14,8,4,2,4,NA
"21","Axt","sammeln",14,8,2,1,2,NA
"21","Axt","spielzeug",14,8,3,2,3,NA
"21","Axt","waffe",14,8,2,2,1,NA
"21","Axt","werkzeug",14,8,1,1,1,NA
"21","Bett","als couch benutzen",14,8,1,2,2,NA
"21","Bett","Austellungsstück",14,8,3,1,2,NA
"21","Bett","et. drunter verstecken",14,8,1,1,2,NA
"21","Bett","etw. draufstellen",14,8,1,1,1,NA
"21","Bett","hochbett draus bauen",14,8,1,2,3,NA
"21","Bett","krankenhausbett",14,8,1,2,2,NA
"21","Bett","rohstoffe verwerten",14,8,3,2,4,NA
"21","Bett","rückzugsort",14,8,1,2,2,NA
"21","Bett","schlafen",14,8,1,1,1,NA
"21","Bett","Sex",14,8,1,3,2,NA
"21","Bett","verschenken",14,8,2,1,1,NA
"21","Erbse","anpflanzen",14,8,1,1,3,NA
"21","Erbse","deko essen",14,8,2,1,2,NA
"21","Erbse","essen",14,8,1,1,1,NA
"21","Erbse","kochen",14,8,1,1,1,NA
"21","Erbse","kusnt",14,8,2,2,1,NA
"21","Erbse","salat",14,8,1,1,1,NA
"21","Erbse","schälen",14,8,1,1,1,NA
"21","Flöte","deko",14,8,3,1,1,NA
"21","Flöte","Museumsstück",14,8,3,2,3,NA
"21","Flöte","musik",14,8,1,1,1,NA
"21","Flöte","musizieren",14,8,1,1,1,NA
"21","Flöte","sammeln",14,8,2,1,1,NA
"21","Flöte","waffe",14,8,3,2,2,NA
"21","Flöte","zusammen muziziehren",14,8,1,1,2,NA
"21","Geige","als deko benutzen",14,8,2,2,1,NA
"21","Geige","jemanden nerven",14,8,2,3,3,NA
"21","Geige","katzenmusik spielen",14,8,3,2,4,NA
"21","Geige","kinderspielzeug",14,8,2,2,2,NA
"21","Geige","musik machen",14,8,1,1,1,NA
"21","Geige","musizieren",14,8,1,1,1,NA
"21","Geige","rohstoffe verwerten",14,8,2,2,3,NA
"21","Geige","Sammeln",14,8,2,1,2,NA
"21","Geige","stimmen",14,8,1,1,2,NA
"21","Geige","verschenken",14,8,1,1,1,NA
"21","Geige","waffe",14,8,3,2,2,NA
"21","Gurke","an tiere verfüttern",14,8,1,2,2,NA
"21","Gurke","anpflanzen",14,8,1,1,3,NA
"21","Gurke","deko für lebensmittel",14,8,2,2,2,NA
"21","Gurke","entkernen und andere lebensmittel reintun",14,8,2,4,3,NA
"21","Gurke","esen",14,8,1,1,1,NA
"21","Gurke","schneiden",14,8,1,1,1,NA
"21","Gurke","waffe",14,8,3,2,2,NA
"21","Gurke","züchten",14,8,2,1,3,NA
"21","Gurke","zum färben benutzen",14,8,3,2,3,NA
"21","haarfoehn","Gips antrocknen",12,7,1,1,1,1
"21","haarfoehn","jemanden ärgern",12,7,1,1,1,0
"21","haarfoehn","jemanden ermorden",12,7,1,1,1,1
"21","haarfoehn","laut sein",12,7,1,1,0,0
"21","haarfoehn","nasses Gewand trocknen",12,7,1,1,1,1
"21","konservendose","an Auto angekettet für Frischvermählte",12,7,1,1,2,1
"21","konservendose","Essigbehälter gegen Wespen",12,7,2,2,0,1
"21","konservendose","Faschingshut",12,7,1,2,1,1
"21","konservendose","Instrument",12,7,2,1,1,2
"21","konservendose","Keksausstecher",12,7,1,1,1,1
"21","konservendose","Stiftebehälter",12,7,1,1,1,1
"21","konservendose","Telefon für Kinder",12,7,1,1,1,1
"21","konservendose","Vase",12,7,1,1,1,1
"21","messer","böses Geschenk",12,7,1,2,2,0
"21","messer","Brieföffner",12,7,2,1,0,0
"21","messer","jemanden ermorden",12,7,0,1,1,0
"21","messer","Messerwerfen",12,7,1,1,1,1
"21","messer","Nägel putzen",12,7,2,1,1,1
"21","messer","Schleuder",12,7,1,1,1,1
"21","Paprika","als (rotes) Färbungsmittel benutzen",14,8,3,2,2,NA
"21","Paprika","als ball benutzen",14,8,2,3,2,NA
"21","Paprika","An tiere verfüttern",14,8,1,2,3,NA
"21","Paprika","anpflanzen",14,8,1,1,3,NA
"21","Paprika","essen",14,8,1,1,1,NA
"21","Paprika","kinder spielzeug",14,8,3,2,2,NA
"21","Paprika","schneiden",14,8,1,1,1,NA
"21","Paprika","züchten",14,8,2,1,3,NA
"21","Säge","absägen",14,8,1,1,1,NA
"21","Säge","dinge mit kaputt machen",14,8,1,1,2,NA
"21","Säge","etw. bauen",14,8,1,1,1,NA
"21","Säge","etw. klein machen",14,8,1,1,1,NA
"21","Säge","kinderspielzeug",14,8,2,2,2,NA
"21","Säge","leihen",14,8,1,1,2,NA
"21","Säge","sägen",14,8,1,1,1,NA
"21","Säge","sägespan weiter verwerten",14,8,1,2,3,NA
"21","Säge","verschenken",14,8,2,1,1,NA
"21","Säge","waffe",14,8,2,2,2,NA
"21","Säge","werkzeug",14,8,1,1,1,NA
"21","Schaufel","aufhängen",14,8,1,1,1,NA
"21","Schaufel","Ausstellungsstück",14,8,3,1,1,NA
"21","Schaufel","Deko",14,8,3,1,2,NA
"21","Schaufel","gartenarbeit",14,8,1,1,1,NA
"21","Schaufel","graben",14,8,1,1,1,NA
"21","Schaufel","lagern",14,8,1,1,1,NA
"21","Schaufel","sammeln",14,8,2,1,1,NA
"21","Schaufel","sandkasten",14,8,2,1,2,NA
"21","Schaufel","schaufeln",14,8,1,1,1,NA
"21","Schaufel","waffe",14,8,1,2,2,NA
"21","Schrank","aufbewahrung",14,8,1,2,1,NA
"21","Schrank","drauf klettern",14,8,2,1,3,NA
"21","Schrank","etw. drauf stellen",14,8,1,1,2,NA
"21","Schrank","etw. drunter stellen",14,8,1,1,2,NA
"21","Schrank","klamotten",14,8,1,1,1,NA
"21","Schrank","küchengeräte dadrin aufbewaren",14,8,1,2,1,NA
"21","Schrank","lagerplatz",14,8,1,1,1,NA
"21","Schrank","möbel",14,8,1,1,1,NA
"21","Schrank","überschrank",14,8,1,1,2,NA
"21","Schrank","Unterschrank",14,8,1,1,2,NA
"21","Schrank","verstecken",14,8,1,1,2,NA
"21","Stuhl","ablage",14,8,1,2,1,NA
"21","Stuhl","als leiter benutzen",14,8,1,2,2,NA
"21","Stuhl","als tisch benutzen",14,8,1,1,2,NA
"21","Stuhl","deko",14,8,2,1,1,NA
"21","Stuhl","draufstellen",14,8,1,1,2,NA
"21","Stuhl","drehen",14,8,2,1,2,NA
"21","Stuhl","gartenstuhl",14,8,1,1,3,NA
"21","Stuhl","jemand drauf fesseln",14,8,3,2,3,NA
"21","Stuhl","kaputt machen für rohstoff",14,8,2,2,2,NA
"21","Stuhl","nachttisch",14,8,1,2,1,NA
"21","Stuhl","sitzen",14,8,1,1,1,NA
"21","Stuhl","Verschenken",14,8,1,1,1,NA
"21","Tisch","arbeitsplatte",14,8,1,1,1,NA
"21","Tisch","arbeitstisch",14,8,1,1,1,NA
"21","Tisch","deko",14,8,2,1,1,NA
"21","Tisch","dran essen",14,8,1,1,1,NA
"21","Tisch","drau abstellen",14,8,1,1,1,NA
"21","Tisch","erhöhung",14,8,1,2,1,NA
"21","Tisch","Gartentisch",14,8,1,1,2,NA
"21","Tisch","sitzen",14,8,1,1,1,NA
"21","Tisch","theke",14,8,2,2,3,NA
"21","Tomate","als färbungsmittel benutzen",14,8,2,2,2,NA
"21","Tomate","an tiere verfütern",14,8,1,2,2,NA
"21","Tomate","anpflanzen",14,8,1,1,3,NA
"21","Tomate","essen",14,8,1,1,1,NA
"21","Tomate","essen mit verzieren",14,8,2,1,1,NA
"21","Tomate","jemanden mit abwerfen",14,8,2,2,2,NA
"21","Tomate","kochen",14,8,1,1,1,NA
"21","Tomate","saft",14,8,1,1,1,NA
"21","Tomate","schneiden",14,8,1,1,1,NA
"21","Tomate","verschieden rezepte zubereiten",14,8,1,1,1,NA
"21","Tomate","züchten",14,8,3,2,4,NA
"21","Trommel","als grundschlag benutzen",14,8,1,2,3,NA
"21","Trommel","deko",14,8,3,1,1,NA
"21","Trommel","drauf stellen, als erhöhung",14,8,2,2,3,NA
"21","Trommel","etw reintun",14,8,3,2,2,NA
"21","Trommel","etw. verstecken",14,8,3,2,2,NA
"21","Trommel","in einem ochester musizieren",14,8,1,1,1,NA
"21","Trommel","jemanden mit wecken",14,8,2,2,3,NA
"21","Trommel","jemanden nerven",14,8,2,3,2,NA
"21","Trommel","kinderspielzeug",14,8,2,2,2,NA
"21","Trommel","musik",14,8,1,1,1,NA
"21","Trommel","trommeln",14,8,1,1,1,NA
"21","Trompete","deko",14,8,3,1,1,NA
"21","Trompete","jemanden wecken",14,8,2,2,2,NA
"21","Trompete","kinder spielzeug",14,8,3,2,2,NA
"21","Trompete","laut sein",14,8,1,2,2,NA
"21","Trompete","spielen",14,8,1,1,1,NA
"21","Trompete","Teil eines Orchesters sein",14,8,1,2,1,NA
"21","Trompete","Verschenken",14,8,2,1,1,NA
"21","Trompete","wasser reinfüllen",14,8,3,3,2,NA
"21","Trompete","zusammen musizieren",14,8,1,2,1,NA
"21","Zange","als dosenöffner benutzen",14,8,2,2,2,NA
"21","Zange","als hammer benutzen",14,8,2,2,2,NA
"21","Zange","als instrument benutzen (gegen verschiedene oberflächen hauen)",14,8,4,3,3,NA
"21","Zange","dinge kaputt machen",14,8,2,1,2,NA
"21","Zange","etw. anderes damit festhalten",14,8,1,1,1,NA
"21","Zange","festziehen",14,8,1,1,1,NA
"21","Zange","kinder spielzeug",14,8,2,2,2,NA
"21","Zange","öffnen",14,8,1,1,1,NA
"21","Zange","verschenken",14,8,1,1,1,NA
"21","Zange","waffe",14,8,2,2,3,NA
"210","haarfoehn","Antrieb",12,7,1,2,1,1
"210","haarfoehn","Elektronikbauteillieferant",12,7,1,1,1,1
"210","haarfoehn","Elektroschock",12,7,1,1,1,1
"210","haarfoehn","Folter",12,7,1,1,1,1
"210","haarfoehn","Haare trocknen",12,7,0,0,0,0
"210","haarfoehn","Kochen",12,7,2,1,2,0
"210","haarfoehn","Mord",12,7,1,1,1,1
"210","haarfoehn","Schlagwaffe",12,7,1,1,1,0
"210","haarfoehn","Trocknen",12,7,1,1,0,0
"210","haarfoehn","Verkauf",12,7,0,0,0,0
"210","konservendose","Aquarium",12,7,2,2,1,2
"210","konservendose","Behälter",12,7,0,1,0,0
"210","konservendose","Hut",12,7,2,1,1,1
"210","konservendose","Kreisvorlage",12,7,1,1,1,1
"210","konservendose","Maldose",12,7,1,1,1,1
"210","konservendose","Pfand sammeln",12,7,1,1,1,0
"210","konservendose","Waffe",12,7,1,1,1,1
"210","konservendose","Wiederverwertung",12,7,1,1,1,0
"210","konservendose","Wurfobjekt",12,7,1,1,1,1
"210","konservendose","Zum Basteln",12,7,1,1,1,1
"210","messer","Abdichtung",12,7,0,1,1,1
"210","messer","Elektrischer Leiter",12,7,1,2,1,1
"210","messer","Geschenk",12,7,0,1,1,0
"210","messer","Kochen",12,7,0,0,1,0
"210","messer","Kunstwerk",12,7,0,1,1,1
"210","messer","Mord",12,7,0,0,1,0
"210","messer","Sammlerstück",12,7,0,1,1,0
"210","messer","Schmuckstück",12,7,0,1,1,0
"210","messer","Sprungbrett",12,7,0,2,1,3
"210","messer","Verkauf",12,7,0,0,1,0
"210","messer","Versteigerung",12,7,1,1,1,0
"210","messer","Verteidigung",12,7,0,0,1,0
"210","messer","Wiederverwertung",12,7,0,1,1,1
"210","messer","Wurfwaffe",12,7,1,1,1,0
"210","messer","Zerteilen",12,7,0,0,1,0
"211","haarfoehn","enteisen",12,7,1,1,1,1
"211","haarfoehn","fußboden trocknen",12,7,1,1,1,1
"211","haarfoehn","glatzen wärmen",12,7,2,1,1,1
"211","haarfoehn","haare föhnen",12,7,0,0,0,0
"211","haarfoehn","heizen",12,7,2,1,1,1
"211","haarfoehn","heizmöglichkeit für meerschweinchen",12,7,2,1,1,1
"211","haarfoehn","körper anwärmen",12,7,1,1,1,1
"211","haarfoehn","waffe",12,7,1,1,1,0
"211","haarfoehn","waffen der welt gegen föns tauschen",12,7,0,2,1,0
"211","konservendose","aquarium",12,7,2,2,1,2
"211","konservendose","blumengießen",12,7,1,1,1,1
"211","konservendose","blumenkiste",12,7,1,1,1,1
"211","konservendose","brauchwasser auffangbecken",12,7,2,2,1,1
"211","konservendose","dumme leute verbannen",12,7,1,0,0,1
"211","konservendose","kochen",12,7,1,1,1,0
"211","konservendose","kopfkissen",12,7,1,2,0,1
"211","konservendose","lacher einschließen",12,7,1,0,2,2
"211","konservendose","musikinstrument",12,7,1,1,1,1
"211","konservendose","waffe",12,7,1,1,1,1
"211","messer","???",12,7,0,0,0,0
"211","messer","als gewürzregal",12,7,0,1,1,2
"211","messer","als rasierklinge",12,7,2,1,1,2
"211","messer","einschmelzen zur münzerzeugung",12,7,0,2,2,2
"211","messer","schneiden als kochlöffel",12,7,0,0,1,0
"212","haarfoehn","Um Lärm zu versuchen",12,7,1,0,1,0
"212","haarfoehn","Um sich die Haare zu trocknen",12,7,0,0,0,0
"212","haarfoehn","Um sich die Hände zu trocknen",12,7,1,0,1,1
"212","haarfoehn","Um sich zu erwärmen",12,7,1,1,1,1
"212","haarfoehn","Um Wärme zu erzeugen",12,7,1,0,0,1
"212","haarfoehn","Um Wäsche zu trocknen",12,7,1,0,1,1
"212","haarfoehn","Um Wind zu erzeugen",12,7,1,0,0,1
"212","konservendose","Um darin Lebensmittel zu lagern",12,7,0,1,0,0
"212","konservendose","Um einen Turm zu bauen",12,7,1,1,1,1
"212","messer","Um damit zu drohen",12,7,0,1,1,0
"212","messer","Um eine Dose zu öffnen",12,7,1,1,1,1
"212","messer","Um eine Tür zu öffnen",12,7,1,1,1,1
"212","messer","Um sich zu verteidigen",12,7,0,0,1,0
"212","messer","Zum Jagen",12,7,0,1,1,0
"212","messer","Zum Kämpfen",12,7,0,0,1,0
"212","messer","Zum Schneiden",12,7,0,0,1,0
"212","messer","Zum Schnitzen",12,7,1,2,1,1
"212","messer","Zum Stecken",12,7,0,0,1,0
"213","haarfoehn","als waffe verwenden",12,7,1,1,1,0
"213","haarfoehn","babys beruhigen",12,7,1,1,2,1
"213","haarfoehn","gewand trocken",12,7,1,1,1,1
"213","haarfoehn","haare trocknen",12,7,0,0,0,0
"213","haarfoehn","haarstyling",12,7,0,0,1,0
"213","haarfoehn","jemanden damit umbringen, wenn er eingeschaltet ins wasser fällt",12,7,1,1,1,1
"213","haarfoehn","laub zusammenblasen",12,7,2,2,1,1
"213","haarfoehn","papier trocknen",12,7,1,1,1,1
"213","haarfoehn","sich verbrennen",12,7,0,1,1,1
"213","konservendose","""kerzenbehälter""",12,7,1,1,1,1
"213","konservendose","als blumentopf",12,7,1,1,1,1
"213","konservendose","als deko",12,7,1,1,1,0
"213","konservendose","als osternest oder ""nikolosack""",12,7,2,2,0,1
"213","konservendose","vase",12,7,1,1,1,1
"213","konservendose","wasserbehälter",12,7,1,1,1,1
"213","konservendose","zum Aufbewahren von dingen",12,7,1,0,1,0
"213","konservendose","zum Bemalen",12,7,1,1,1,1
"213","konservendose","zum blumengießen",12,7,3,1,1,1
"213","messer","als waffe",12,7,0,0,1,0
"213","messer","als werkzeug",12,7,1,1,1,1
"213","messer","ausstechen",12,7,0,1,1,0
"213","messer","schaben",12,7,1,1,1,1
"213","messer","schleifen",12,7,0,1,1,1
"213","messer","schneiden",12,7,0,0,1,0
"213","messer","zum Jausnen",12,7,0,0,1,0
"213","messer","zum kochen",12,7,0,0,1,0
"213","messer","zum kratzen",12,7,2,1,1,1
"213","messer","zur verteidigung",12,7,0,0,1,0
"213","messer","zusammenklappen",12,7,0,0,1,0
"214","haarfoehn","andere verbrennen",12,7,1,1,1,0
"214","haarfoehn","andere wärmen",12,7,1,1,1,1
"214","haarfoehn","blätter verblasen",12,7,1,2,1,1
"214","haarfoehn","blätterberg herstellen",12,7,2,2,1,1
"214","haarfoehn","dem baby den wind erklären",12,7,1,2,1,0
"214","haarfoehn","einen raum beheizen",12,7,2,1,1,1
"214","haarfoehn","jemanden erschrecken",12,7,1,1,1,0
"214","haarfoehn","käferchen draufrumkrabbeln lassen",12,7,0,0,1,0
"214","haarfoehn","liebe geben",12,7,0,0,1,0
"214","haarfoehn","sich um den hals schlingen als schmuck",12,7,1,1,3,1
"214","haarfoehn","sich verbrennen",12,7,0,1,1,1
"214","haarfoehn","sich zu wärmen",12,7,1,1,1,1
"214","haarfoehn","spagatkrapfen machen",12,7,1,1,2,0
"214","haarfoehn","straßen kehren",12,7,2,1,0,2
"214","haarfoehn","um den hals um andere zu töten",12,7,1,2,1,1
"214","haarfoehn","um den hals um sich zu töten",12,7,1,2,1,1
"214","haarfoehn","waffe",12,7,1,1,1,0
"214","haarfoehn","zaubern",12,7,2,0,2,1
"214","haarfoehn","zerlegen um zu analysieren",12,7,1,1,0,1
"214","haarfoehn","zerschlagen bei wut",12,7,0,1,0,0
"214","haarfoehn","zusammenbauen",12,7,0,0,0,0
"214","konservendose","die faust reinstecken, dann ist sie geschützt",12,7,1,2,1,2
"214","konservendose","faschingsumzug",12,7,1,2,1,1
"214","konservendose","für den rest der menschheit ins museum",12,7,1,0,2,1
"214","konservendose","für einen umzug",12,7,1,2,1,1
"214","konservendose","hut",12,7,2,1,1,1
"214","konservendose","liebespfand",12,7,1,1,0,1
"214","konservendose","lockmittel für meinen liebsten",12,7,1,1,0,1
"214","konservendose","Lockmittel für tiere,",12,7,1,1,0,1
"214","konservendose","schmuckaufbewahrung",12,7,1,1,1,1
"214","konservendose","sitzgelegenheit",12,7,2,2,0,1
"214","konservendose","um aufzufallen",12,7,2,1,1,1
"214","konservendose","um kekse auszustechen",12,7,1,1,1,2
"214","konservendose","um lärm zu machen",12,7,1,1,1,1
"214","konservendose","um musik zu machen",12,7,1,1,1,1
"214","konservendose","um spiegeln herumzukleben und sich in einem fort anzuschauen",12,7,1,2,1,3
"214","konservendose","um tolle geräusche für einen film zu erzeugen",12,7,1,2,1,3
"214","konservendose","vase",12,7,1,1,1,1
"214","messer","als bestvertraute hernehmen",12,7,0,2,0,0
"214","messer","als freund hernehmen",12,7,0,1,1,0
"214","messer","als freundin hernehmen",12,7,0,1,1,0
"214","messer","als nachbarin heranziehen",12,7,0,1,1,0
"214","messer","andere piercen",12,7,2,1,1,2
"214","messer","Angst auslösen",12,7,0,1,1,0
"214","messer","bedrohen",12,7,0,1,1,0
"214","messer","Bewunderung auslösen",12,7,0,1,1,0
"214","messer","damit tanzen",12,7,0,1,2,0
"214","messer","draufsteigen und den schmerz genießen",12,7,0,2,2,0
"214","messer","Grenzen ziehen",12,7,0,2,1,1
"214","messer","jemanden kalt machen",12,7,0,1,1,0
"214","messer","schauen, wer es sich an den hals setzen lässt",12,7,0,2,1,0
"214","messer","sich damit eingraben lassen",12,7,0,2,1,1
"214","messer","sich in den Hintern stecken",12,7,0,0,1,0
"214","messer","sich piercen",12,7,2,2,1,2
"214","messer","sich ritzen",12,7,1,1,1,0
"214","messer","spreizen",12,7,0,1,1,0
"214","messer","spuren ziehen",12,7,3,2,1,1
"214","messer","töten",12,7,0,0,1,0
"214","messer","umstechen",12,7,1,2,1,1
"214","messer","was heiß machen",12,7,0,0,1,1
"215","haarfoehn","etiketten-entfernen",12,7,1,2,1,0
"215","haarfoehn","föhnen",12,7,0,0,0,0
"215","haarfoehn","trocknen",12,7,1,1,0,0
"215","haarfoehn","wind-erzeugen",12,7,1,1,1,1
"215","konservendose","trinken",12,7,1,1,1,1
"215","konservendose","verpacken",12,7,1,1,0,0
"215","konservendose","werfen",12,7,1,1,1,1
"215","konservendose","zerdrücken",12,7,0,0,1,0
"215","messer","aufschlitzen",12,7,0,0,1,0
"215","messer","öffnen",12,7,1,1,1,0
"215","messer","schneiden",12,7,0,0,1,0
"215","messer","schnitzen",12,7,1,2,1,1
"215","messer","werfen",12,7,1,1,1,0
"215","messer","zustechen",12,7,0,0,1,0
"216","haarfoehn","heizung",12,7,2,1,1,1
"216","haarfoehn","katze trocknen",12,7,1,1,1,0
"216","haarfoehn","lärmmaschine",12,7,1,1,1,0
"216","haarfoehn","mikrowelle",12,7,1,1,2,1
"216","haarfoehn","staubentferner",12,7,2,1,1,2
"216","haarfoehn","sturmrfrisur",12,7,0,0,1,0
"216","haarfoehn","wandverzierung",12,7,0,0,1,0
"216","haarfoehn","wäsche trocknen",12,7,1,0,1,1
"216","konservendose","agggressionsabbau",12,7,1,1,0,0
"216","konservendose","hausbau",12,7,1,1,1,1
"216","konservendose","kette",12,7,2,2,1,1
"216","konservendose","kunst",12,7,1,1,1,2
"216","konservendose","liebeshoroskop",12,7,1,0,0,1
"216","konservendose","musikinstrument",12,7,1,1,1,1
"216","konservendose","ohrringe",12,7,2,2,1,2
"216","konservendose","skulptur",12,7,1,1,1,2
"216","konservendose","spielzeug",12,7,1,1,1,1
"216","konservendose","vergiften",12,7,1,1,0,0
"216","konservendose","waffe",12,7,1,1,1,1
"216","konservendose","wandverzierung",12,7,1,1,1,1
"216","konservendose","windspiel",12,7,1,1,1,2
"216","messer","aggressionsabbau",12,7,1,2,0,0
"216","messer","essen",12,7,0,0,1,0
"216","messer","finger abschneiden",12,7,0,1,1,0
"216","messer","haare schneiden",12,7,1,1,1,1
"216","messer","magnetfeldtester",12,7,3,3,1,2
"216","messer","ritzen",12,7,1,2,1,1
"216","messer","schneiden",12,7,0,0,1,0
"216","messer","schnitzenwandverzierung",12,7,0,2,1,1
"216","messer","spiegel",12,7,3,1,1,2
"216","messer","waffe",12,7,0,0,1,0
"217","haarfoehn","antrieb",12,7,1,2,1,1
"217","haarfoehn","einschweißgerät",12,7,0,2,1,0
"217","haarfoehn","elektronische banane",12,7,0,1,0,0
"217","haarfoehn","essenserhitzer",12,7,2,2,1,1
"217","haarfoehn","füßetrockner",12,7,1,1,1,1
"217","haarfoehn","lötkolben",12,7,1,0,3,0
"217","haarfoehn","metallmutterlöser",12,7,1,0,1,0
"217","haarfoehn","spielpistolenersatz",12,7,1,1,1,1
"217","haarfoehn","trockner",12,7,1,1,0,1
"217","haarfoehn","wachsschmelze",12,7,1,1,1,1
"217","haarfoehn","windmaschine",12,7,1,1,1,1
"217","konservendose","behälter",12,7,0,1,0,0
"217","konservendose","fortbewegungsmittel",12,7,2,1,1,2
"217","konservendose","glas",12,7,1,1,1,1
"217","konservendose","halbes schnurtelefon",12,7,1,1,1,1
"217","konservendose","hand ersatz",12,7,0,2,0,1
"217","konservendose","hut",12,7,2,1,1,1
"217","konservendose","meeresrausch ding",12,7,1,2,3,2
"217","konservendose","schaufel",12,7,1,1,1,1
"217","konservendose","wurfgeschoß",12,7,1,1,1,1
"217","messer","auspackhilfe",12,7,1,1,1,0
"217","messer","cutter",12,7,0,2,1,1
"217","messer","enterhacken",12,7,1,1,1,0
"217","messer","fecher",12,7,0,1,1,2
"217","messer","fingernägeldreckwegtudings",12,7,1,1,1,1
"217","messer","hebehilfe zwecks griff",12,7,1,1,1,1
"217","messer","spiegel",12,7,3,1,1,2
"217","messer","steighilfe",12,7,2,1,1,2
"218","haarfoehn","erwärmen",12,7,1,1,1,1
"218","haarfoehn","trocknen",12,7,1,1,0,0
"218","haarfoehn","zum anzünden von holzkohle",12,7,1,1,1,2
"218","konservendose","aufbewaren",12,7,0,1,0,0
"218","konservendose","beschweren",12,7,2,1,1,0
"218","konservendose","käferfalle",12,7,2,1,1,1
"218","konservendose","spiegel",12,7,3,2,2,1
"218","konservendose","transportbehällter",12,7,0,1,1,1
"218","konservendose","walze",12,7,2,1,1,1
"218","konservendose","werfen",12,7,1,1,1,1
"218","messer","beschweren",12,7,1,1,1,1
"218","messer","essen",12,7,0,0,1,0
"218","messer","fischen",12,7,0,1,1,1
"218","messer","gegengewicht",12,7,1,1,1,2
"218","messer","gravieren",12,7,1,1,1,1
"218","messer","öffnen",12,7,1,1,1,0
"218","messer","schnitzen",12,7,1,2,1,1
"218","messer","zerdrücken",12,7,0,1,1,1
"219","haarfoehn","Heizung",12,7,2,1,1,1
"219","haarfoehn","Kleidung trocknen",12,7,1,1,1,1
"219","haarfoehn","Mikrofon",12,7,1,1,2,1
"219","haarfoehn","Schnee auftauen",12,7,1,1,1,1
"219","haarfoehn","Waffe",12,7,1,1,1,0
"219","konservendose","Geschenkebox",12,7,1,1,1,1
"219","konservendose","Gießkanne",12,7,3,1,1,2
"219","konservendose","Sammelbehälter",12,7,1,1,1,1
"219","konservendose","Trinkglas",12,7,1,1,1,1
"219","konservendose","Waffe",12,7,1,1,1,1
"219","messer","briefe öffnen",12,7,2,1,0,0
"22","Axt","abholzen",14,8,1,1,1,NA
"22","Axt","fällen",14,8,1,1,1,NA
"22","Axt","fallen lassen",14,8,1,1,1,NA
"22","Axt","hacken",14,8,1,1,1,NA
"22","Axt","kaufen",14,8,1,1,1,NA
"22","Axt","metzeln",14,8,2,1,2,NA
"22","Axt","schnieden",14,8,2,1,2,NA
"22","Axt","schnitzen",14,8,2,1,1,NA
"22","Axt","töten",14,8,2,2,2,NA
"22","Axt","verängstigen",14,8,2,2,2,NA
"22","Axt","zerkleinern",14,8,1,1,1,NA
"22","Bett","bauen",14,8,1,1,1,NA
"22","Bett","lieb haben",14,8,2,2,3,NA
"22","Bett","liegen",14,8,1,1,1,NA
"22","Bett","ruhen",14,8,1,1,1,NA
"22","Bett","schlafen",14,8,1,1,1,NA
"22","Bett","streichen",14,8,2,1,2,NA
"22","Bett","träumen",14,8,1,2,3,NA
"22","Bett","verkaufen",14,8,1,1,1,NA
"22","Erbse","backen",14,8,2,1,2,NA
"22","Erbse","basteln",14,8,2,2,2,NA
"22","Erbse","essen",14,8,1,1,1,NA
"22","Erbse","experimentieren",14,8,2,1,3,NA
"22","Erbse","füttern",14,8,1,1,2,NA
"22","Erbse","halten",14,8,1,1,2,NA
"22","Erbse","kichern",14,8,4,2,4,NA
"22","Erbse","kochen",14,8,1,1,1,NA
"22","Erbse","kugeln",14,8,2,2,2,NA
"22","Erbse","kullern",14,8,2,2,2,NA
"22","Erbse","mixen",14,8,1,2,2,NA
"22","Erbse","spießen",14,8,2,1,2,NA
