"ID","prompt","response","set","lab","rater1","rater2","rater3","Fluency_Ceinture","Fluency_Brouette","Fluency_avrg","Orig_Ceinture","Orig_Brouette","Orig_avrg","CSE","CPI","Openness","Gender","Nationality","Age"
133,"brouette","baignoire",10,6,2,1,1,1,3,2,1.666666667,1.55555555533333,1.611111111166665,3.3333333333333335,3.4,3.8,"F","Française",3
133,"brouette","transat",10,6,3,2,2,1,3,2,1.666666667,1.55555555533333,1.611111111166665,3.3333333333333335,3.4,3.8,"F","Française",3
134,"ceinture","Maintenir une couette",10,6,1,1,2,4,3,3.5,2,1.33333333333333,1.666666666666665,4,4.6,3.7,"F","Française",52
134,"ceinture","Décorer une table",10,6,3,1,2,4,3,3.5,2,1.33333333333333,1.666666666666665,4,4.6,3.7,"F","Française",52
134,"ceinture","Attacher un rideau",10,6,4,1,3,4,3,3.5,2,1.33333333333333,1.666666666666665,4,4.6,3.7,"F","Française",52
134,"ceinture","Tenir une porte fermée ou ouverte",10,6,3,1,2,4,3,3.5,2,1.33333333333333,1.666666666666665,4,4.6,3.7,"F","Française",52
134,"brouette","Faire une course (moyen de locomotion)",10,6,1,1,1,4,3,3.5,2,1.33333333333333,1.666666666666665,4,4.6,3.7,"F","Française",52
134,"brouette","Transporter les enfants",10,6,1,1,1,4,3,3.5,2,1.33333333333333,1.666666666666665,4,4.6,3.7,"F","Française",52
134,"brouette","Faire la sieste",10,6,2,2,2,4,3,3.5,2,1.33333333333333,1.666666666666665,4,4.6,3.7,"F","Française",52
135,"ceinture","Attacher une ceinture à une branche pour pouvoir grimper à l’arbre",10,6,4,4,3,2,5,3.5,3.3333333335,3.2666666668,3.30000000015,3.3333333333333335,4.4,4.5,"F","Française",19
135,"ceinture","S’en servir pour essayer de rapprocher la télécommande",10,6,3,2,4,2,5,3.5,3.3333333335,3.2666666668,3.30000000015,3.3333333333333335,4.4,4.5,"F","Française",19
135,"brouette","Mettre le plus de personnes possible",10,6,1,4,3,2,5,3.5,3.3333333335,3.2666666668,3.30000000015,3.3333333333333335,4.4,4.5,"F","Française",19
135,"brouette","S’en servir de skate",10,6,3,4,4,2,5,3.5,3.3333333335,3.2666666668,3.30000000015,3.3333333333333335,4.4,4.5,"F","Française",19
135,"brouette","La mettre à l’envers s'asseoir dessus",10,6,2,3,2,2,5,3.5,3.3333333335,3.2666666668,3.30000000015,3.3333333333333335,4.4,4.5,"F","Française",19
135,"brouette","Essayer de tenir en équilibre en courant sur les roues quand la brouette est tjrs à l’envers",10,6,3,4,5,2,5,3.5,3.3333333335,3.2666666668,3.30000000015,3.3333333333333335,4.4,4.5,"F","Française",19
135,"brouette","Essayer de faire de la luge avec",10,6,3,5,3,2,5,3.5,3.3333333335,3.2666666668,3.30000000015,3.3333333333333335,4.4,4.5,"F","Française",19
136,"ceinture","S’en servir pour fabriquer un porte-ceinture ou sac en mai",10,6,2,2,3,2,3,2.5,2,1.66666666666667,1.833333333333335,3.5,2.8,3.6,"F","Française",30
136,"ceinture","Attacher un objet à une poutre pour le maintenir debout",10,6,2,1,2,2,3,2.5,2,1.66666666666667,1.833333333333335,3.5,2.8,3.6,"F","Française",30
136,"brouette","Faire des courses dans des jardins",10,6,1,1,1,2,3,2.5,2,1.66666666666667,1.833333333333335,3.5,2.8,3.6,"F","Française",30
136,"brouette","S’en servir pour planter des fleurs ou un petit potager",10,6,3,1,2,2,3,2.5,2,1.66666666666667,1.833333333333335,3.5,2.8,3.6,"F","Française",30
136,"brouette","Y ranger des vêtements",10,6,3,1,2,2,3,2.5,2,1.66666666666667,1.833333333333335,3.5,2.8,3.6,"F","Française",30
137,"ceinture","Laisse",10,6,3,1,1,4,4,4,2.16666666675,1.1666666665,1.6666666666249998,3.6666666666666665,3.6,3,"F","Française",50
137,"ceinture","Bandeau",10,6,3,3,1,4,4,4,2.16666666675,1.1666666665,1.6666666666249998,3.6666666666666665,3.6,3,"F","Française",50
137,"ceinture","Tenir des paquets sur la banquette arrière",10,6,2,1,3,4,4,4,2.16666666675,1.1666666665,1.6666666666249998,3.6666666666666665,3.6,3,"F","Française",50
137,"ceinture","Sécuriser des portes de placards",10,6,2,3,3,4,4,4,2.16666666675,1.1666666665,1.6666666666249998,3.6666666666666665,3.6,3,"F","Française",50
137,"brouette","Jardinière",10,6,2,1,1,4,4,4,2.16666666675,1.1666666665,1.6666666666249998,3.6666666666666665,3.6,3,"F","Française",50
137,"brouette","Courses de vitesse avec les enfants",10,6,1,1,2,4,4,4,2.16666666675,1.1666666665,1.6666666666249998,3.6666666666666665,3.6,3,"F","Française",50
137,"brouette","Déplacer du bois",10,6,1,1,1,4,4,4,2.16666666675,1.1666666665,1.6666666666249998,3.6666666666666665,3.6,3,"F","Française",50
137,"brouette","Déplacer / déménager des objets lourds dans le jardin",10,6,1,1,1,4,4,4,2.16666666675,1.1666666665,1.6666666666249998,3.6666666666666665,3.6,3,"F","Française",50
138,"ceinture","Laisse",10,6,3,1,1,2,1,1.5,2,2.333333333,2.1666666665000003,3.3333333333333335,3.8,4.3,"F","Française",58
138,"ceinture","cordon de lampe",10,6,3,1,3,2,1,1.5,2,2.333333333,2.1666666665000003,3.3333333333333335,3.8,4.3,"F","Française",58
138,"brouette","Meuble télé",10,6,3,2,2,2,1,1.5,2,2.333333333,2.1666666665000003,3.3333333333333335,3.8,4.3,"F","Française",58
139,"ceinture",NA,10,6,NA,NA,NA,0,0,0,NA,NA,NA,4,4.2,3.5,"F","Française",19
139,"brouette",NA,10,6,NA,NA,NA,0,0,0,NA,NA,NA,4,4.2,3.5,"F","Française",19
140,"ceinture","serre-tête",10,6,3,1,2,3,5,4,2.888888889,1.7333333334,2.3111111112,3,3,3.9,"F","Française",26
140,"ceinture","faire des petites bottes de paille",10,6,3,4,4,3,5,4,2.888888889,1.7333333334,2.3111111112,3,3,3.9,"F","Française",26
140,"ceinture","instrument de musique percussion",10,6,4,2,3,3,5,4,2.888888889,1.7333333334,2.3111111112,3,3,3.9,"F","Française",26
140,"brouette","un toit",10,6,3,1,3,3,5,4,2.888888889,1.7333333334,2.3111111112,3,3,3.9,"F","Française",26
140,"brouette","une buvette",10,6,2,2,4,3,5,4,2.888888889,1.7333333334,2.3111111112,3,3,3.9,"F","Française",26
140,"brouette","une table",10,6,3,1,1,3,5,4,2.888888889,1.7333333334,2.3111111112,3,3,3.9,"F","Française",26
140,"brouette","faire une course de brouette",10,6,1,1,1,3,5,4,2.888888889,1.7333333334,2.3111111112,3,3,3.9,"F","Française",26
140,"brouette","faire des courses comme un caddie",10,6,1,1,1,3,5,4,2.888888889,1.7333333334,2.3111111112,3,3,3.9,"F","Française",26
141,"ceinture","attacher quelqu'un",10,6,2,1,1,5,5,5,2.3333333332,1.7333333332,2.0333333332,3.1666666666666665,2.6,4.3,"F","Française",33
141,"ceinture","Fermer un sac",10,6,1,1,1,5,5,5,2.3333333332,1.7333333332,2.0333333332,3.1666666666666665,2.6,4.3,"F","Française",33
141,"ceinture","Emballer un cadeau pour faire tenir le papier cadeau",10,6,3,5,2,5,5,5,2.3333333332,1.7333333332,2.0333333332,3.1666666666666665,2.6,4.3,"F","Française",33
141,"ceinture","En faire un escargot (activité manuelle avec les enfants)",10,6,3,4,5,5,5,5,2.3333333332,1.7333333332,2.0333333332,3.1666666666666665,2.6,4.3,"F","Française",33
141,"ceinture","En faire une barrière en l'accrochant des deux côtés (jeu enfant)",10,6,2,1,3,5,5,5,2.3333333332,1.7333333332,2.0333333332,3.1666666666666665,2.6,4.3,"F","Française",33
141,"brouette","En faire une piscine/une baignoire",10,6,2,3,2,5,5,5,2.3333333332,1.7333333332,2.0333333332,3.1666666666666665,2.6,4.3,"F","Française",33
141,"brouette","table basse",10,6,3,2,2,5,5,5,2.3333333332,1.7333333332,2.0333333332,3.1666666666666665,2.6,4.3,"F","Française",33
141,"brouette","l'utiliser comme poussette",10,6,2,1,2,5,5,5,2.3333333332,1.7333333332,2.0333333332,3.1666666666666665,2.6,4.3,"F","Française",33
141,"brouette","l'utiliser pour faire ses courses",10,6,2,1,1,5,5,5,2.3333333332,1.7333333332,2.0333333332,3.1666666666666665,2.6,4.3,"F","Française",33
141,"brouette","Faire une course",10,6,1,1,1,5,5,5,2.3333333332,1.7333333332,2.0333333332,3.1666666666666665,2.6,4.3,"F","Française",33
142,"ceinture","Permet de fermer un pantalon",10,6,1,1,1,2,3,2.5,1,1.2222222223333301,1.111111111166665,3.6666666666666665,2.2,3.2,"F","Française",19
142,"ceinture","Sert à fouetter",10,6,1,1,1,2,3,2.5,1,1.2222222223333301,1.111111111166665,3.6666666666666665,2.2,3.2,"F","Française",19
142,"brouette","Porter des choses dedans",10,6,1,1,1,2,3,2.5,1,1.2222222223333301,1.111111111166665,3.6666666666666665,2.2,3.2,"F","Française",19
142,"brouette","Objet de décoration (déjà vu dans un magazine)",10,6,2,1,2,2,3,2.5,1,1.2222222223333301,1.111111111166665,3.6666666666666665,2.2,3.2,"F","Française",19
142,"brouette","Aide pour les constructions de maisons et divers bâtiments",10,6,1,1,1,2,3,2.5,1,1.2222222223333301,1.111111111166665,3.6666666666666665,2.2,3.2,"F","Française",19
143,"ceinture","Corde à sauter",10,6,3,1,1,5,8,6.5,1.9333333334,1.875,1.9041666667000001,4,3.4,4.2,"F","Française",21
143,"ceinture","corde à étendre le linge",10,6,3,1,3,5,8,6.5,1.9333333334,1.875,1.9041666667000001,4,3.4,4.2,"F","Française",21
143,"ceinture","collier",10,6,2,1,1,5,8,6.5,1.9333333334,1.875,1.9041666667000001,4,3.4,4.2,"F","Française",21
143,"ceinture","laisse pour chien",10,6,3,1,1,5,8,6.5,1.9333333334,1.875,1.9041666667000001,4,3.4,4.2,"F","Française",21
143,"ceinture","corde pour se pendre",10,6,1,4,3,5,8,6.5,1.9333333334,1.875,1.9041666667000001,4,3.4,4.2,"F","Française",21
143,"brouette","Baignoire",10,6,2,1,1,5,8,6.5,1.9333333334,1.875,1.9041666667000001,4,3.4,4.2,"F","Française",21
143,"brouette","pot de fleurs",10,6,3,1,1,5,8,6.5,1.9333333334,1.875,1.9041666667000001,4,3.4,4.2,"F","Française",21
143,"brouette","cabane",10,6,3,2,2,5,8,6.5,1.9333333334,1.875,1.9041666667000001,4,3.4,4.2,"F","Française",21
143,"brouette","aquarium",10,6,3,2,3,5,8,6.5,1.9333333334,1.875,1.9041666667000001,4,3.4,4.2,"F","Française",21
143,"brouette","barbecue",10,6,3,3,2,5,8,6.5,1.9333333334,1.875,1.9041666667000001,4,3.4,4.2,"F","Française",21
143,"brouette","carriole",10,6,2,1,2,5,8,6.5,1.9333333334,1.875,1.9041666667000001,4,3.4,4.2,"F","Française",21
143,"brouette","voiture pour enfants",10,6,1,1,2,5,8,6.5,1.9333333334,1.875,1.9041666667000001,4,3.4,4.2,"F","Française",21
143,"brouette","jardin potager",10,6,2,1,1,5,8,6.5,1.9333333334,1.875,1.9041666667000001,4,3.4,4.2,"F","Française",21
144,"ceinture","Les utiliser à la place de lacets pour des chaussures",10,6,3,1,3,3,4,3.5,1.77777777766667,1.9166666665,1.847222222083335,3.8333333333333335,4.4,3.9,"F","Française",20
144,"ceinture","un collier",10,6,2,1,1,3,4,3.5,1.77777777766667,1.9166666665,1.847222222083335,3.8333333333333335,4.4,3.9,"F","Française",20
144,"ceinture","laisse",10,6,3,1,1,3,4,3.5,1.77777777766667,1.9166666665,1.847222222083335,3.8333333333333335,4.4,3.9,"F","Française",20
144,"brouette","retournée en table basse",10,6,3,2,2,3,4,3.5,1.77777777766667,1.9166666665,1.847222222083335,3.8333333333333335,4.4,3.9,"F","Française",20
144,"brouette","en faire une cabane (mettre un toit et rajouter des pieds)",10,6,3,1,3,3,4,3.5,1.77777777766667,1.9166666665,1.847222222083335,3.8333333333333335,4.4,3.9,"F","Française",20
144,"brouette","transporter des enfants",10,6,1,1,1,3,4,3.5,1.77777777766667,1.9166666665,1.847222222083335,3.8333333333333335,4.4,3.9,"F","Française",20
144,"brouette","utiliser en remorque (à l'avant) pour un vélo",10,6,2,1,3,3,4,3.5,1.77777777766667,1.9166666665,1.847222222083335,3.8333333333333335,4.4,3.9,"F","Française",20
145,"ceinture","queue (faire un déguisement ou une partie de déguisement)",10,6,2,1,3,4,1,2.5,1.4166666665,1.666666667,1.54166666675,4,3.4,4.6,"F","Française",48
145,"ceinture","garrot",10,6,1,1,1,4,1,2.5,1.4166666665,1.666666667,1.54166666675,4,3.4,4.6,"F","Française",48
145,"ceinture","suspendre",10,6,2,1,1,4,1,2.5,1.4166666665,1.666666667,1.54166666675,4,3.4,4.6,"F","Française",48
145,"ceinture","tenir ensemble des choses",10,6,2,1,1,4,1,2.5,1.4166666665,1.666666667,1.54166666675,4,3.4,4.6,"F","Française",48
145,"brouette","pot de fleur",10,6,3,1,1,4,1,2.5,1.4166666665,1.666666667,1.54166666675,4,3.4,4.6,"F","Française",48
146,"ceinture","Lasso",10,6,2,1,2,3,7,5,2.00000000033333,2.09523809514286,2.047619047738095,3.6666666666666665,4,2.4,"F","Française",37
146,"ceinture","Mètre",10,6,3,2,3,3,7,5,2.00000000033333,2.09523809514286,2.047619047738095,3.6666666666666665,4,2.4,"F","Française",37
146,"ceinture","Corde à sauter",10,6,3,1,1,3,7,5,2.00000000033333,2.09523809514286,2.047619047738095,3.6666666666666665,4,2.4,"F","Française",37
146,"brouette","moyen de locomotion accroché à un vélo par exemple",10,6,1,1,2,3,7,5,2.00000000033333,2.09523809514286,2.047619047738095,3.6666666666666665,4,2.4,"F","Française",37
146,"brouette","Caddie",10,6,1,1,1,3,7,5,2.00000000033333,2.09523809514286,2.047619047738095,3.6666666666666665,4,2.4,"F","Française",37
146,"brouette","Barque",10,6,2,4,2,3,7,5,2.00000000033333,2.09523809514286,2.047619047738095,3.6666666666666665,4,2.4,"F","Française",37
146,"brouette","Manège",10,6,2,4,1,3,7,5,2.00000000033333,2.09523809514286,2.047619047738095,3.6666666666666665,4,2.4,"F","Française",37
146,"brouette","Pour véhiculer les enfants",10,6,2,1,1,3,7,5,2.00000000033333,2.09523809514286,2.047619047738095,3.6666666666666665,4,2.4,"F","Française",37
146,"brouette","Casque",10,6,3,4,3,3,7,5,2.00000000033333,2.09523809514286,2.047619047738095,3.6666666666666665,4,2.4,"F","Française",37
146,"brouette","Garde manger",10,6,3,2,3,3,7,5,2.00000000033333,2.09523809514286,2.047619047738095,3.6666666666666665,4,2.4,"F","Française",37
147,"ceinture","En guise de serre tête",10,6,2,1,2,1,4,2.5,1.666666667,2.5833333335,2.12500000025,3.5,3.4,3,"F","Française",19
147,"brouette","Fauteuil dans le salon",10,6,2,2,1,1,4,2.5,1.666666667,2.5833333335,2.12500000025,3.5,3.4,3,"F","Française",19
147,"brouette","Dormir dessus",10,6,2,4,2,1,4,2.5,1.666666667,2.5833333335,2.12500000025,3.5,3.4,3,"F","Française",19
147,"brouette","En guise de table",10,6,3,3,2,1,4,2.5,1.666666667,2.5833333335,2.12500000025,3.5,3.4,3,"F","Française",19
147,"brouette","En guise de trottinette",10,6,3,4,3,1,4,2.5,1.666666667,2.5833333335,2.12500000025,3.5,3.4,3,"F","Française",19
148,"ceinture","Tenir le pantalon",10,6,1,1,1,4,5,4.5,1.4166666665,1.9333333334,1.67499999995,4.5,4.8,4.7,"F","Française",30
148,"ceinture","Orner une robe",10,6,1,1,1,4,5,4.5,1.4166666665,1.9333333334,1.67499999995,4.5,4.8,4.7,"F","Française",30
148,"ceinture","Tenir un kimono de karaté",10,6,1,4,2,4,5,4.5,1.4166666665,1.9333333334,1.67499999995,4.5,4.8,4.7,"F","Française",30
148,"ceinture","Complément de costume",10,6,2,1,1,4,5,4.5,1.4166666665,1.9333333334,1.67499999995,4.5,4.8,4.7,"F","Française",30
148,"brouette","Transporter des choses de jardin",10,6,1,1,1,4,5,4.5,1.4166666665,1.9333333334,1.67499999995,4.5,4.8,4.7,"F","Française",30
148,"brouette","Bâtiment construction",10,6,1,1,1,4,5,4.5,1.4166666665,1.9333333334,1.67499999995,4.5,4.8,4.7,"F","Française",30
148,"brouette","Faire l'andouille entre amis dans le jardin ou entre frères et sœurs",10,6,1,1,3,4,5,4.5,1.4166666665,1.9333333334,1.67499999995,4.5,4.8,4.7,"F","Française",30
148,"brouette","Piscine pour animaux",10,6,3,1,2,4,5,4.5,1.4166666665,1.9333333334,1.67499999995,4.5,4.8,4.7,"F","Française",30
148,"brouette","Danser avec une Brouette pour la faire valser",10,6,3,5,4,4,5,4.5,1.4166666665,1.9333333334,1.67499999995,4.5,4.8,4.7,"F","Française",30
149,"ceinture","Faire tenir son pantalon",10,6,1,1,1,7,7,7,1.42857142857143,1.04761904757143,1.23809523807143,3,2,3.7,"F","Française",20
149,"ceinture","un garrot",10,6,2,1,1,7,7,7,1.42857142857143,1.04761904757143,1.23809523807143,3,2,3.7,"F","Française",20
149,"ceinture","se pendre",10,6,1,1,2,7,7,7,1.42857142857143,1.04761904757143,1.23809523807143,3,2,3.7,"F","Française",20
149,"ceinture","accrocher une porte",10,6,4,2,2,7,7,7,1.42857142857143,1.04761904757143,1.23809523807143,3,2,3.7,"F","Française",20
149,"ceinture","accrocher les bras ou jambe de quelqu’un",10,6,2,2,1,7,7,7,1.42857142857143,1.04761904757143,1.23809523807143,3,2,3.7,"F","Française",20
149,"ceinture","s’attacher dans une voiture",10,6,1,1,1,7,7,7,1.42857142857143,1.04761904757143,1.23809523807143,3,2,3.7,"F","Française",20
149,"ceinture","fouetter quelqu’un",10,6,1,1,1,7,7,7,1.42857142857143,1.04761904757143,1.23809523807143,3,2,3.7,"F","Française",20
149,"brouette","Mettre de la terre dedans",10,6,1,1,1,7,7,7,1.42857142857143,1.04761904757143,1.23809523807143,3,2,3.7,"F","Française",20
149,"brouette","jardiner",10,6,1,1,1,7,7,7,1.42857142857143,1.04761904757143,1.23809523807143,3,2,3.7,"F","Française",20
149,"brouette","promener quelqu’un",10,6,1,1,1,7,7,7,1.42857142857143,1.04761904757143,1.23809523807143,3,2,3.7,"F","Française",20
149,"brouette","transporter des objets",10,6,1,1,1,7,7,7,1.42857142857143,1.04761904757143,1.23809523807143,3,2,3.7,"F","Française",20
149,"brouette","faire une course",10,6,1,1,1,7,7,7,1.42857142857143,1.04761904757143,1.23809523807143,3,2,3.7,"F","Française",20
149,"brouette","construire une maison",10,6,1,1,1,7,7,7,1.42857142857143,1.04761904757143,1.23809523807143,3,2,3.7,"F","Française",20
149,"brouette","mettre de l’eau à l’intérieur",10,6,1,1,2,7,7,7,1.42857142857143,1.04761904757143,1.23809523807143,3,2,3.7,"F","Française",20
150,"ceinture","Accrocher les rideaux",10,6,3,2,3,5,4,4.5,3.2666666666,2.33333333325,2.7999999999250003,4.166666666666667,4.6,4.3,"F","Française",25
150,"ceinture","Faire un laisse pour chien",10,6,2,1,1,5,4,4.5,3.2666666666,2.33333333325,2.7999999999250003,4.166666666666667,4.6,4.3,"F","Française",25
150,"ceinture","Faire un hamac en accrochant beaucoup de ceintures entre elles (oui c'est sûrement possible)",10,6,4,5,5,5,4,4.5,3.2666666666,2.33333333325,2.7999999999250003,4.166666666666667,4.6,4.3,"F","Française",25
150,"ceinture","Attendrir la viande",10,6,4,5,4,5,4,4.5,3.2666666666,2.33333333325,2.7999999999250003,4.166666666666667,4.6,4.3,"F","Française",25
150,"ceinture","En faire un objet d'art (photo)",10,6,3,5,2,5,4,4.5,3.2666666666,2.33333333325,2.7999999999250003,4.166666666666667,4.6,4.3,"F","Française",25
150,"ceinture","mise en scène",10,6,NA,NA,NA,5,4,4.5,3.2666666666,2.33333333325,2.7999999999250003,4.166666666666667,4.6,4.3,"F","Française",25
150,"brouette","Faire des courses au supermarché",10,6,1,1,1,5,4,4.5,3.2666666666,2.33333333325,2.7999999999250003,4.166666666666667,4.6,4.3,"F","Française",25
150,"brouette","En faire un mangeoire pour les animaux de la ferme",10,6,1,1,3,5,4,4.5,3.2666666666,2.33333333325,2.7999999999250003,4.166666666666667,4.6,4.3,"F","Française",25
150,"brouette","En faire le panier pour chats",10,6,3,3,4,5,4,4.5,3.2666666666,2.33333333325,2.7999999999250003,4.166666666666667,4.6,4.3,"F","Française",25
150,"brouette","Trouver des exercices de sport à faire avec cet objet",10,6,3,4,3,5,4,4.5,3.2666666666,2.33333333325,2.7999999999250003,4.166666666666667,4.6,4.3,"F","Française",25
151,"ceinture","Pantalon",10,6,1,1,1,1,1,1,1,1,1,3.5,3.2,3.9,"F","Française",53
151,"brouette","Travaux",10,6,1,1,1,1,1,1,1,1,1,3.5,3.2,3.9,"F","Française",53
152,"ceinture","Décoration",10,6,2,1,1,4,6,5,2.5,1.72222222216667,2.111111111083335,3.6666666666666665,3.4,3.9,"F","Française",35
152,"ceinture","Découper un gâteau",10,6,3,5,3,4,6,5,2.5,1.72222222216667,2.111111111083335,3.6666666666666665,3.4,3.9,"F","Française",35
152,"ceinture","Tenir des fleurs",10,6,3,1,2,4,6,5,2.5,1.72222222216667,2.111111111083335,3.6666666666666665,3.4,3.9,"F","Française",35
152,"ceinture","Réparer une chaussure",10,6,3,3,3,4,6,5,2.5,1.72222222216667,2.111111111083335,3.6666666666666665,3.4,3.9,"F","Française",35
152,"brouette","Pot de fleur",10,6,3,1,1,4,6,5,2.5,1.72222222216667,2.111111111083335,3.6666666666666665,3.4,3.9,"F","Française",35
152,"brouette","Mare à canard ou poisson",10,6,3,1,3,4,6,5,2.5,1.72222222216667,2.111111111083335,3.6666666666666665,3.4,3.9,"F","Française",35
152,"brouette","Toit d'une niche",10,6,3,1,3,4,6,5,2.5,1.72222222216667,2.111111111083335,3.6666666666666665,3.4,3.9,"F","Française",35
152,"brouette","Cadis pour les courses",10,6,1,1,1,4,6,5,2.5,1.72222222216667,2.111111111083335,3.6666666666666665,3.4,3.9,"F","Française",35
152,"brouette","Fauteuil de jardin",10,6,2,1,1,4,6,5,2.5,1.72222222216667,2.111111111083335,3.6666666666666665,3.4,3.9,"F","Française",35
152,"brouette","Valise",10,6,3,1,1,4,6,5,2.5,1.72222222216667,2.111111111083335,3.6666666666666665,3.4,3.9,"F","Française",35
153,"ceinture","attache",10,6,1,1,1,6,10,8,2,2.3333333334,2.1666666667000003,3.1666666666666665,3.6,3.4,"F","Française",57
153,"ceinture","lasso",10,6,2,1,2,6,10,8,2,2.3333333334,2.1666666667000003,3.1666666666666665,3.6,3.4,"F","Française",57
153,"ceinture","corde à sauter",10,6,3,1,1,6,10,8,2,2.3333333334,2.1666666667000003,3.1666666666666665,3.6,3.4,"F","Française",57
153,"ceinture","Hula hoop",10,6,3,3,4,6,10,8,2,2.3333333334,2.1666666667000003,3.1666666666666665,3.6,3.4,"F","Française",57
153,"ceinture","serre-tête",10,6,3,1,2,6,10,8,2,2.3333333334,2.1666666667000003,3.1666666666666665,3.6,3.4,"F","Française",57
153,"ceinture","plot de saut",10,6,3,2,2,6,10,8,2,2.3333333334,2.1666666667000003,3.1666666666666665,3.6,3.4,"F","Française",57
153,"brouette","course",10,6,1,1,1,6,10,8,2,2.3333333334,2.1666666667000003,3.1666666666666665,3.6,3.4,"F","Française",57
153,"brouette","engin tout terrain",10,6,2,1,2,6,10,8,2,2.3333333334,2.1666666667000003,3.1666666666666665,3.6,3.4,"F","Française",57
153,"brouette","caisse à savon",10,6,1,3,4,6,10,8,2,2.3333333334,2.1666666667000003,3.1666666666666665,3.6,3.4,"F","Française",57
153,"brouette","pot de fleur",10,6,3,1,1,6,10,8,2,2.3333333334,2.1666666667000003,3.1666666666666665,3.6,3.4,"F","Française",57
153,"brouette","auge",10,6,2,1,3,6,10,8,2,2.3333333334,2.1666666667000003,3.1666666666666665,3.6,3.4,"F","Française",57
153,"brouette","panneau indicateur",10,6,3,4,3,6,10,8,2,2.3333333334,2.1666666667000003,3.1666666666666665,3.6,3.4,"F","Française",57
153,"brouette","rouet",10,6,4,1,4,6,10,8,2,2.3333333334,2.1666666667000003,3.1666666666666665,3.6,3.4,"F","Française",57
153,"brouette","luge",10,6,3,4,3,6,10,8,2,2.3333333334,2.1666666667000003,3.1666666666666665,3.6,3.4,"F","Française",57
153,"brouette","carriole",10,6,2,1,2,6,10,8,2,2.3333333334,2.1666666667000003,3.1666666666666665,3.6,3.4,"F","Française",57
153,"brouette","bateau à roues",10,6,2,4,3,6,10,8,2,2.3333333334,2.1666666667000003,3.1666666666666665,3.6,3.4,"F","Française",57
154,"ceinture","Support pour vêtement dans une penderie",10,6,2,1,2,1,3,2,1.666666667,1.66666666666667,1.666666666833335,3.5,2,2.2,"F","Française",37
154,"brouette","Pot pour plantes",10,6,3,1,1,1,3,2,1.666666667,1.66666666666667,1.666666666833335,3.5,2,2.2,"F","Française",37
154,"brouette","Jouer a la brouette",10,6,1,1,1,1,3,2,1.666666667,1.66666666666667,1.666666666833335,3.5,2,2.2,"F","Française",37
154,"brouette","En faire un barbecue",10,6,3,2,2,1,3,2,1.666666667,1.66666666666667,1.666666666833335,3.5,2,2.2,"F","Française",37
155,"ceinture","Pantalon",10,6,1,1,1,6,2,4,1.27777777766667,1,1.138888888833335,3.5,3.2,2.9,"F","Française",34
155,"ceinture","Limite",10,6,2,2,2,6,2,4,1.27777777766667,1,1.138888888833335,3.5,3.2,2.9,"F","Française",34
155,"ceinture","Fessée",10,6,1,1,2,6,2,4,1.27777777766667,1,1.138888888833335,3.5,3.2,2.9,"F","Française",34
155,"ceinture","Garrot",10,6,1,1,1,6,2,4,1.27777777766667,1,1.138888888833335,3.5,3.2,2.9,"F","Française",34
155,"ceinture","Blocage",10,6,2,1,1,6,2,4,1.27777777766667,1,1.138888888833335,3.5,3.2,2.9,"F","Française",34
155,"ceinture","Accessoire",10,6,1,1,1,6,2,4,1.27777777766667,1,1.138888888833335,3.5,3.2,2.9,"F","Française",34
155,"brouette","Jouet",10,6,1,1,1,6,2,4,1.27777777766667,1,1.138888888833335,3.5,3.2,2.9,"F","Française",34
155,"brouette","Jardiner",10,6,1,1,1,6,2,4,1.27777777766667,1,1.138888888833335,3.5,3.2,2.9,"F","Française",34
156,"ceinture",NA,10,6,NA,NA,NA,0,4,2,NA,2,2,3.1666666666666665,3,3.8,"F","Française",36
156,"brouette","Pot de fleurs",10,6,3,1,1,0,4,2,NA,2,2,3.1666666666666665,3,3.8,"F","Française",36
156,"brouette","Chaise",10,6,2,1,1,0,4,2,NA,2,2,3.1666666666666665,3,3.8,"F","Française",36
156,"brouette","Étagère",10,6,3,1,1,0,4,2,NA,2,2,3.1666666666666665,3,3.8,"F","Française",36
156,"brouette","Panneau directionnel",10,6,3,4,3,0,4,2,NA,2,2,3.1666666666666665,3,3.8,"F","Française",36
157,"ceinture","Utiliser une ceinture comme tringle à vêtements sur laquelle accrocher les cintres (dans les trous)",10,6,2,2,4,2,3,2.5,2.5,1.888888889,2.1944444445,2.6666666666666665,3.4,3.5,"F","Française",20
157,"ceinture","Accrocher des bijoux dans les trous de la ceinture",10,6,2,2,3,2,3,2.5,2.5,1.888888889,2.1944444445,2.6666666666666665,3.4,3.5,"F","Française",20
157,"brouette","Courses de brouette en relais ou normal",10,6,1,1,2,2,3,2.5,2.5,1.888888889,2.1944444445,2.6666666666666665,3.4,3.5,"F","Française",20
157,"brouette","Y faire une cabane pour les enfants  en la surélevant à l’envers de sorte à ce qu’ils soient protégés",10,6,3,1,4,2,3,2.5,2.5,1.888888889,2.1944444445,2.6666666666666665,3.4,3.5,"F","Française",20
157,"brouette","Pot pour y mettre les fleurs",10,6,3,1,1,2,3,2.5,2.5,1.888888889,2.1944444445,2.6666666666666665,3.4,3.5,"F","Française",20
158,"ceinture","Tenir le pantalon",10,6,1,1,1,2,3,2.5,1.5,1.2222222223333301,1.361111111166665,3.3333333333333335,2.2,2.9,"F","Française",42
