"ID","prompt","response","set","lab","lp","order","rater1","rater2","rater3","rater4","Extr","Aggr","Cons","Neu","Openn","Mach","Psych","Narc","CPI","CSE","ACTIVITY_GENERAL","visual","music","dance","archit","writing","humor","discov","science","theatre","culinary","caq","iq_all","caq_ln","self_everyday","scholarly","performance","mechanical_science","artistic","badd_iq","string_cse","can_cse","brick_cse","age"
353207,"puszka","Łącząc 2 puszki sznurkiem można przygotować ""telefon"" dla dzieci.",19,11,418,"p1",3,TRUE,NA,NA,3.7,3.7,3.8,2.3,3.6,3,3,4,4.4,5.166666666666667,0.3333333333333333,0,1,0,0,0,2,1,3,0,4,11,6,2.4849066497880004,4.363636363636363,4,3.3,3.7777777777777777,3.888888888888889,19,82.5,70,60,27
353215,"puszka","Jako nocnik.",19,11,907,"p1",5,TRUE,NA,NA,2.8,2.5,2.8,2.4,2.3,4,1.75,4.25,3.6,3.1666666666666665,0,5,0,0,0,0,0,2,0,0,0,7,4,2.0794415416798357,2.5454545454545454,2.8181818181818183,2.9,3,3.2222222222222223,30,50,45,59.5,27
353500,"puszka","pojemnik na pędzle do malowania modeli",19,11,958,"p1",3,TRUE,NA,NA,2.5,2.4,3.2,3.5,2.8,3,3.75,3,3.4,3.1666666666666665,0.18181818181818182,0,0,0,0,0,0,0,4,0,0,4,1,1.6094379124341003,1.9090909090909092,3.090909090909091,1,1.3333333333333333,1,29,2,2,4.5,43
354012,"puszka","do zrobienia telefonu",19,11,962,"p1",3,TRUE,NA,NA,4.1,3.2,3.4,2,3.6,4.5,3.25,4,4.8,4.666666666666667,0.36363636363636365,0,1,0,0,0,2,3,1,1,1,9,7,2.302585092994046,3.1818181818181817,3.727272727272727,3.7,4.111111111111111,3.6666666666666665,30,51,53,62,43
354012,"puszka","nabierak do wody",19,11,963,"p2",3,TRUE,NA,NA,4.1,3.2,3.4,2,3.6,4.5,3.25,4,4.8,4.666666666666667,0.36363636363636365,0,1,0,0,0,2,3,1,1,1,9,7,2.302585092994046,3.1818181818181817,3.727272727272727,3.7,4.111111111111111,3.6666666666666665,30,51,53,62,43
355253,"puszka","Puszka",19,11,399,"p1",1,TRUE,NA,NA,3.1,3.7,3.9,2.2,4,2.5,2.75,4,6,6,0.06060606060606061,0,0,0,0,0,3,3,0,0,0,6,6,1.9459101490553132,4,3.8181818181818183,3.4,4.111111111111111,4,29,69,75.5,75.5,32
355253,"puszka","może być wykorzystana jako pojemnik na długopisy i inne przybory piśmiennicze na biurku.",19,11,400,"p2",2,TRUE,NA,NA,3.1,3.7,3.9,2.2,4,2.5,2.75,4,6,6,0.06060606060606061,0,0,0,0,0,3,3,0,0,0,6,6,1.9459101490553132,4,3.8181818181818183,3.4,4.111111111111111,4,29,69,75.5,75.5,32
355253,"puszka","Może być użyta do wykonania rzeźby",19,11,401,"p3",5,TRUE,NA,NA,3.1,3.7,3.9,2.2,4,2.5,2.75,4,6,6,0.06060606060606061,0,0,0,0,0,3,3,0,0,0,6,6,1.9459101490553132,4,3.8181818181818183,3.4,4.111111111111111,4,29,69,75.5,75.5,32
355253,"puszka","Z puszki można wykonać karmnik dla ptaków",19,11,402,"p4",6,TRUE,NA,NA,3.1,3.7,3.9,2.2,4,2.5,2.75,4,6,6,0.06060606060606061,0,0,0,0,0,3,3,0,0,0,6,6,1.9459101490553132,4,3.8181818181818183,3.4,4.111111111111111,4,29,69,75.5,75.5,32
355253,"puszka","Z puszki można wykonać bramkę do gry w piłkę",19,11,403,"p5",3,TRUE,NA,NA,3.1,3.7,3.9,2.2,4,2.5,2.75,4,6,6,0.06060606060606061,0,0,0,0,0,3,3,0,0,0,6,6,1.9459101490553132,4,3.8181818181818183,3.4,4.111111111111111,4,29,69,75.5,75.5,32
355253,"puszka","Puszka może zostać sprzedana w skupie złomu ;P",19,11,404,"p6",4,TRUE,NA,NA,3.1,3.7,3.9,2.2,4,2.5,2.75,4,6,6,0.06060606060606061,0,0,0,0,0,3,3,0,0,0,6,6,1.9459101490553132,4,3.8181818181818183,3.4,4.111111111111111,4,29,69,75.5,75.5,32
355472,"puszka","zabezpieczając brzeg",19,11,621,"p1",1,TRUE,NA,NA,2.6,3.9,3,3.7,3.1,3,2.5,3.75,4,4,0.21212121212121213,0,0,0,0,0,0,1,4,0,0,5,4,1.791759469228055,3.090909090909091,3.4545454545454546,3,3,3.3333333333333335,24,45,40,50,43
355472,"puszka","aby się nie skaleczyć może służyć jako pudełko na długopisy",19,11,622,"p2",3,TRUE,NA,NA,2.6,3.9,3,3.7,3.1,3,2.5,3.75,4,4,0.21212121212121213,0,0,0,0,0,0,1,4,0,0,5,4,1.791759469228055,3.090909090909091,3.4545454545454546,3,3,3.3333333333333335,24,45,40,50,43
355685,"puszka","czapka na zimę",19,11,944,"p1",5,TRUE,NA,NA,2.9,2.8,2.8,2.4,2.6,4,4,4,3,3,0.0303030303030303,3,3,5,3,1,4,5,10,2,2,38,5,3.6635616461296463,3,3,3,3,3,33,99,91.5,99,36
356872,"puszka","podstawka",19,11,868,"p1",5,TRUE,NA,NA,3.2,3.8,3.7,2.2,3.5,3,2.5,3,5,4.833333333333333,0.21212121212121213,0,0,0,0,1,0,3,1,0,1,6,5,1.9459101490553132,4,4,3.1,3.5555555555555554,3.4444444444444446,9,50,40,40,43
356872,"puszka","podkładka",19,11,869,"p2",5,TRUE,NA,NA,3.2,3.8,3.7,2.2,3.5,3,2.5,3,5,4.833333333333333,0.21212121212121213,0,0,0,0,1,0,3,1,0,1,6,5,1.9459101490553132,4,4,3.1,3.5555555555555554,3.4444444444444446,9,50,40,40,43
356872,"puszka","podwyższenie",19,11,870,"p3",4,TRUE,NA,NA,3.2,3.8,3.7,2.2,3.5,3,2.5,3,5,4.833333333333333,0.21212121212121213,0,0,0,0,1,0,3,1,0,1,6,5,1.9459101490553132,4,4,3.1,3.5555555555555554,3.4444444444444446,9,50,40,40,43
357028,"puszka","Można wyciąć z niej wiatraczek na upalne dni. Albo do odstraszania gołębi z balkonu.",19,11,262,"p1",5,TRUE,NA,NA,3.3,2.9,3.9,2.5,4.8,5.25,2.75,5,5.8,6.666666666666667,0.2727272727272727,0,0,0,0,2,1,1,3,0,1,8,7,2.1972245773362196,3.3636363636363638,4.2727272727272725,3,3.4444444444444446,2.6666666666666665,32,67.5,81.5,55,32
357176,"puszka","jako instrument muzyczny",19,11,466,"p1",3,TRUE,NA,NA,3.5,3.4,3.1,2.6,3.4,3.5,5,4.5,4.8,4.5,0.06060606060606061,0,0,0,0,1,1,0,0,0,0,2,6,1.0986122886681098,3.3636363636363638,3.4545454545454546,3.3,1.5555555555555556,2.6666666666666665,26,29.5,41.5,22.5,36
357176,"puszka","pięciolitrowe puszki po piwie służyły mi jako stolik pod TV",19,11,467,"p2",7,TRUE,NA,NA,3.5,3.4,3.1,2.6,3.4,3.5,5,4.5,4.8,4.5,0.06060606060606061,0,0,0,0,1,1,0,0,0,0,2,6,1.0986122886681098,3.3636363636363638,3.4545454545454546,3.3,1.5555555555555556,2.6666666666666665,26,29.5,41.5,22.5,36
357176,"puszka","jako skarbonkę",19,11,468,"p3",1,TRUE,NA,NA,3.5,3.4,3.1,2.6,3.4,3.5,5,4.5,4.8,4.5,0.06060606060606061,0,0,0,0,1,1,0,0,0,0,2,6,1.0986122886681098,3.3636363636363638,3.4545454545454546,3.3,1.5555555555555556,2.6666666666666665,26,29.5,41.5,22.5,36
357176,"puszka","jako pocisk",19,11,469,"p4",6,TRUE,NA,NA,3.5,3.4,3.1,2.6,3.4,3.5,5,4.5,4.8,4.5,0.06060606060606061,0,0,0,0,1,1,0,0,0,0,2,6,1.0986122886681098,3.3636363636363638,3.4545454545454546,3.3,1.5555555555555556,2.6666666666666665,26,29.5,41.5,22.5,36
357176,"puszka","jako fajkę",19,11,470,"p5",5,TRUE,NA,NA,3.5,3.4,3.1,2.6,3.4,3.5,5,4.5,4.8,4.5,0.06060606060606061,0,0,0,0,1,1,0,0,0,0,2,6,1.0986122886681098,3.3636363636363638,3.4545454545454546,3.3,1.5555555555555556,2.6666666666666665,26,29.5,41.5,22.5,36
357176,"puszka","jako materiał rzeźbiarski",19,11,471,"p6",5,TRUE,NA,NA,3.5,3.4,3.1,2.6,3.4,3.5,5,4.5,4.8,4.5,0.06060606060606061,0,0,0,0,1,1,0,0,0,0,2,6,1.0986122886681098,3.3636363636363638,3.4545454545454546,3.3,1.5555555555555556,2.6666666666666665,26,29.5,41.5,22.5,36
357222,"puszka","do zbierania obrywek za zakup",19,11,5,"p1",3,TRUE,NA,NA,3.1,3,3.1,3.1,3.6,4.25,4.25,6.25,4,4.166666666666667,0.12121212121212122,1,3,0,0,5,14,8,3,3,0,37,4,3.6375861597263857,2.8181818181818183,3.3636363636363638,4,3.7777777777777777,3,24,93.5,55.5,71.5,43
357222,"puszka","do wycięcia z niej skrzydeł wiatraka",19,11,6,"p2",5,TRUE,NA,NA,3.1,3,3.1,3.1,3.6,4.25,4.25,6.25,4,4.166666666666667,0.12121212121212122,1,3,0,0,5,14,8,3,3,0,37,4,3.6375861597263857,2.8181818181818183,3.3636363636363638,4,3.7777777777777777,3,24,93.5,55.5,71.5,43
357233,"puszka","Można z niej zrobić mini-grilla.",19,11,267,"p1",6,TRUE,NA,NA,4.3,3.2,3.6,2.1,4.3,2.5,2,2.75,4.8,5.333333333333333,0.09090909090909091,0,0,0,0,0,1,1,0,1,0,3,3,1.3862943611198906,3.909090909090909,3.272727272727273,1.9,3.111111111111111,3,29,76,89.5,75.5,43
357926,"puszka","Do zbudowania rakiety z kliszy fotograficznej lub saletry.",19,11,218,"p1",7,TRUE,NA,NA,3.3,3.3,4,2.1,3.9,3,1.75,4.75,5,6,0.15151515151515152,0,0,0,0,1,1,35,4,0,1,42,9,3.7612001156935624,3.090909090909091,2.909090909090909,2,4.333333333333333,1.5555555555555556,28,43.5,50,50,32
359532,"puszka","Można ją przeciąć i wykorzstać jako doniczkę.",19,11,190,"p1",1,TRUE,NA,NA,4.1,3.9,4.1,2.6,3.5,5.75,2.75,5.75,6,6.166666666666667,0.18181818181818182,0,0,0,0,0,1,7,21,0,1,30,7,3.4339872044851463,3.8181818181818183,3.3636363636363638,2.4,4,2.4444444444444446,24,67,58,41.5,27
359894,"puszka","Doniczka na kwiatki.",19,11,823,"p1",1,TRUE,NA,NA,4,4.6,2.9,1.6,4.3,4,1.5,4,6.4,5.833333333333333,0.15151515151515152,0,0,0,0,3,2,2,1,0,0,8,2,2.1972245773362196,4.2727272727272725,4.090909090909091,3.2,3.3333333333333335,3.2222222222222223,17,55,65,45,27
359894,"puszka","Pojemnik na długopisy",19,11,824,"p2",2,TRUE,NA,NA,4,4.6,2.9,1.6,4.3,4,1.5,4,6.4,5.833333333333333,0.15151515151515152,0,0,0,0,3,2,2,1,0,0,8,2,2.1972245773362196,4.2727272727272725,4.090909090909091,3.2,3.3333333333333335,3.2222222222222223,17,55,65,45,27
359894,"puszka","Kubek na herbatę",19,11,825,"p3",1,TRUE,NA,NA,4,4.6,2.9,1.6,4.3,4,1.5,4,6.4,5.833333333333333,0.15151515151515152,0,0,0,0,3,2,2,1,0,0,8,2,2.1972245773362196,4.2727272727272725,4.090909090909091,3.2,3.3333333333333335,3.2222222222222223,17,55,65,45,27
359894,"puszka","Skarbonka na drobne.",19,11,826,"p4",1,TRUE,NA,NA,4,4.6,2.9,1.6,4.3,4,1.5,4,6.4,5.833333333333333,0.15151515151515152,0,0,0,0,3,2,2,1,0,0,8,2,2.1972245773362196,4.2727272727272725,4.090909090909091,3.2,3.3333333333333335,3.2222222222222223,17,55,65,45,27
360810,"puszka","kopania",19,11,301,"p1",3,TRUE,NA,NA,3.9,4.8,4.6,2.2,4.3,1,1,1,3.6,6.666666666666667,0.0303030303030303,0,3,0,0,0,0,0,1,0,0,4,2,1.6094379124341003,3,3,3.2,3.3333333333333335,3,17,49.5,59,70,32
360831,"puszka","lampion",19,11,141,"p1",3,TRUE,NA,NA,2.6,3.7,3.1,2.4,3.2,3.75,3.25,4,3.6,4.333333333333333,0.12121212121212122,0,0,0,0,0,0,0,0,0,6,6,5,1.9459101490553132,3.090909090909091,2.727272727272727,1.8,3,1.7777777777777777,22,40,62,56.5,27
360831,"puszka","garnek",19,11,142,"p2",5,TRUE,NA,NA,2.6,3.7,3.1,2.4,3.2,3.75,3.25,4,3.6,4.333333333333333,0.12121212121212122,0,0,0,0,0,0,0,0,0,6,6,5,1.9459101490553132,3.090909090909091,2.727272727272727,1.8,3,1.7777777777777777,22,40,62,56.5,27
360831,"puszka","popielniczka",19,11,143,"p3",1,TRUE,NA,NA,2.6,3.7,3.1,2.4,3.2,3.75,3.25,4,3.6,4.333333333333333,0.12121212121212122,0,0,0,0,0,0,0,0,0,6,6,5,1.9459101490553132,3.090909090909091,2.727272727272727,1.8,3,1.7777777777777777,22,40,62,56.5,27
360835,"puszka","na popielniczkę",19,11,103,"p1",1,TRUE,NA,NA,3.4,3.3,2.8,4.5,4.5,7,4.25,6.25,7,6.833333333333333,0,0,0,0,1,3,1,0,1,1,0,7,2,2.0794415416798357,3.8181818181818183,4.454545454545454,2.1,1.4444444444444444,2.2222222222222223,19,40,40,60,36
360835,"puszka","na odstraszacz dla zwierząt w ogródku",19,11,104,"p2",5,TRUE,NA,NA,3.4,3.3,2.8,4.5,4.5,7,4.25,6.25,7,6.833333333333333,0,0,0,0,1,3,1,0,1,1,0,7,2,2.0794415416798357,3.8181818181818183,4.454545454545454,2.1,1.4444444444444444,2.2222222222222223,19,40,40,60,36
360835,"puszka","jako skarbonkę",19,11,105,"p3",1,TRUE,NA,NA,3.4,3.3,2.8,4.5,4.5,7,4.25,6.25,7,6.833333333333333,0,0,0,0,1,3,1,0,1,1,0,7,2,2.0794415416798357,3.8181818181818183,4.454545454545454,2.1,1.4444444444444444,2.2222222222222223,19,40,40,60,36
360835,"puszka","jako pudełko na coś",19,11,106,"p4",3,TRUE,NA,NA,3.4,3.3,2.8,4.5,4.5,7,4.25,6.25,7,6.833333333333333,0,0,0,0,1,3,1,0,1,1,0,7,2,2.0794415416798357,3.8181818181818183,4.454545454545454,2.1,1.4444444444444444,2.2222222222222223,19,40,40,60,36
360835,"puszka","można z niej zrobic wazon dla kwiatów albo doniczkę",19,11,107,"p5",1,TRUE,NA,NA,3.4,3.3,2.8,4.5,4.5,7,4.25,6.25,7,6.833333333333333,0,0,0,0,1,3,1,0,1,1,0,7,2,2.0794415416798357,3.8181818181818183,4.454545454545454,2.1,1.4444444444444444,2.2222222222222223,19,40,40,60,36
360845,"puszka","Zaślepienie zaworu EGR.",19,11,84,"p1",7,TRUE,NA,NA,2.7,3.9,4,2.3,3.3,3.5,2.75,2,4.8,5,0.12121212121212122,0,0,0,0,0,0,1,1,0,1,3,11,1.3862943611198906,1.9090909090909092,3,2,2.7777777777777777,2.5555555555555554,27,69,69,58.5,36
360862,"puszka","Popielniczka",19,11,685,"p1",1,TRUE,NA,NA,4.5,4.3,2.9,2.8,3.7,2.5,1.5,3.5,5.8,6,0.24242424242424243,0,1,0,0,1,1,0,0,5,1,9,3,2.302585092994046,4,3.909090909090909,3.7,1.3333333333333333,2.6666666666666665,23,66.5,59,42.5,43
360862,"puszka","bębenek",19,11,686,"p2",3,TRUE,NA,NA,4.5,4.3,2.9,2.8,3.7,2.5,1.5,3.5,5.8,6,0.24242424242424243,0,1,0,0,1,1,0,0,5,1,9,3,2.302585092994046,4,3.909090909090909,3.7,1.3333333333333333,2.6666666666666665,23,66.5,59,42.5,43
360862,"puszka","podstawka",19,11,687,"p3",5,TRUE,NA,NA,4.5,4.3,2.9,2.8,3.7,2.5,1.5,3.5,5.8,6,0.24242424242424243,0,1,0,0,1,1,0,0,5,1,9,3,2.302585092994046,4,3.909090909090909,3.7,1.3333333333333333,2.6666666666666665,23,66.5,59,42.5,43
360862,"puszka","oparcie pod rękę",19,11,688,"p4",5,TRUE,NA,NA,4.5,4.3,2.9,2.8,3.7,2.5,1.5,3.5,5.8,6,0.24242424242424243,0,1,0,0,1,1,0,0,5,1,9,3,2.302585092994046,4,3.909090909090909,3.7,1.3333333333333333,2.6666666666666665,23,66.5,59,42.5,43
360862,"puszka","pojemnik na ołówki",19,11,689,"p5",2,TRUE,NA,NA,4.5,4.3,2.9,2.8,3.7,2.5,1.5,3.5,5.8,6,0.24242424242424243,0,1,0,0,1,1,0,0,5,1,9,3,2.302585092994046,4,3.909090909090909,3.7,1.3333333333333333,2.6666666666666665,23,66.5,59,42.5,43
360862,"puszka","kubek",19,11,690,"p6",1,TRUE,NA,NA,4.5,4.3,2.9,2.8,3.7,2.5,1.5,3.5,5.8,6,0.24242424242424243,0,1,0,0,1,1,0,0,5,1,9,3,2.302585092994046,4,3.909090909090909,3.7,1.3333333333333333,2.6666666666666665,23,66.5,59,42.5,43
362952,"puszka","do zbierania opłat karnych w biurze za używanie brzydkich słów",19,11,391,"p1",3,TRUE,NA,NA,2.3,4.2,4.3,2.5,3.3,2.75,2.5,3,3.8,4.666666666666667,0.15151515151515152,0,0,0,0,0,1,1,3,0,0,5,3,1.791759469228055,4,3.3636363636363638,2,3.3333333333333335,2.6666666666666665,34,50,50,50,43
363153,"puszka","1.puste puszki skierowane otworem do góry mogą służyć jako nośnik tratwy na wodzie",19,11,509,"p1",6,TRUE,NA,NA,3.8,4.3,4.4,3.4,4.2,4.25,2.75,4.25,6.8,6.666666666666667,0.06060606060606061,0,0,0,0,0,0,1,1,0,1,3,3,1.3862943611198906,4.181818181818182,2.3636363636363638,1.6,1.6666666666666667,1.1111111111111112,13,73,71.5,50.5,43
363153,"puszka","2.do składowania drobnych rzeczy",19,11,510,"p2",2,TRUE,NA,NA,3.8,4.3,4.4,3.4,4.2,4.25,2.75,4.25,6.8,6.666666666666667,0.06060606060606061,0,0,0,0,0,0,1,1,0,1,3,3,1.3862943611198906,4.181818181818182,2.3636363636363638,1.6,1.6666666666666667,1.1111111111111112,13,73,71.5,50.5,43
363153,"puszka","3.jako element sygnalizujący natężenie wiatru jeśli zawiesimy kilka puszek obok siebie na sznurkach",19,11,511,"p3",5,TRUE,NA,NA,3.8,4.3,4.4,3.4,4.2,4.25,2.75,4.25,6.8,6.666666666666667,0.06060606060606061,0,0,0,0,0,0,1,1,0,1,3,3,1.3862943611198906,4.181818181818182,2.3636363636363638,1.6,1.6666666666666667,1.1111111111111112,13,73,71.5,50.5,43
363367,"puszka","jako grzechotkę",19,11,29,"p1",2,TRUE,NA,NA,3.4,3.1,3.1,3.1,3.3,2.25,2,4,4,4,0.12121212121212122,0,1,0,0,0,1,0,11,0,0,13,3,2.6390573296152584,3.1818181818181817,3.1818181818181817,1.8,1.1111111111111112,1.2222222222222223,29,7.5,20.5,11.5,36
363597,"puszka","do palenia marihuany",19,11,969,"p1",6,TRUE,NA,NA,4.2,4.4,3.5,2.5,4.5,4,1,4,3.8,3.1666666666666665,0.45454545454545453,6,0,0,2,3,7,1,0,2,1,22,4,3.1354942159291497,3.727272727272727,4.090909090909091,2.5,3.5555555555555554,3.7777777777777777,22,99,98,95,36
363597,"puszka","grania w piłkę",19,11,970,"p2",3,TRUE,NA,NA,4.2,4.4,3.5,2.5,4.5,4,1,4,3.8,3.1666666666666665,0.45454545454545453,6,0,0,2,3,7,1,0,2,1,22,4,3.1354942159291497,3.727272727272727,4.090909090909091,2.5,3.5555555555555554,3.7777777777777777,22,99,98,95,36
363757,"puszka","jako skarbonkę",19,11,427,"p1",1,TRUE,NA,NA,3.9,4,3.9,3.4,3.6,2.75,4,3,5.4,4.5,0.18181818181818182,0,4,1,0,1,1,0,1,0,1,9,3,2.302585092994046,3.727272727272727,3.5454545454545454,2.3,1.2222222222222223,2.5555555555555554,10,56.5,73.5,53.5,36
363757,"puszka","popielniczkę",19,11,428,"p2",1,TRUE,NA,NA,3.9,4,3.9,3.4,3.6,2.75,4,3,5.4,4.5,0.18181818181818182,0,4,1,0,1,1,0,1,0,1,9,3,2.302585092994046,3.727272727272727,3.5454545454545454,2.3,1.2222222222222223,2.5555555555555554,10,56.5,73.5,53.5,36
363757,"puszka","do budowania zabawek typu samolot",19,11,429,"p3",6,TRUE,NA,NA,3.9,4,3.9,3.4,3.6,2.75,4,3,5.4,4.5,0.18181818181818182,0,4,1,0,1,1,0,1,0,1,9,3,2.302585092994046,3.727272727272727,3.5454545454545454,2.3,1.2222222222222223,2.5555555555555554,10,56.5,73.5,53.5,36
363757,"puszka","jako instrument muzyczny",19,11,430,"p4",3,TRUE,NA,NA,3.9,4,3.9,3.4,3.6,2.75,4,3,5.4,4.5,0.18181818181818182,0,4,1,0,1,1,0,1,0,1,9,3,2.302585092994046,3.727272727272727,3.5454545454545454,2.3,1.2222222222222223,2.5555555555555554,10,56.5,73.5,53.5,36
363855,"puszka","skarbonka  wazon na kwaiaty  foremke do zabaw w piaskownicy  jako szklanke",19,11,566,"p1",5,TRUE,NA,NA,2.1,3.4,4.2,2.6,4.2,4,4.5,3.25,4.2,4.166666666666667,0.0303030303030303,0,0,0,0,0,1,0,0,0,0,1,8,0.6931471805599453,2.5454545454545454,3.090909090909091,2,3.5555555555555554,1.7777777777777777,22,26.5,98,44,36
364394,"puszka","jako  ostraszacz  kretow na dzialce",19,11,755,"p1",4,TRUE,NA,NA,2.8,3,3.8,2.5,3.1,2.5,2.25,2.5,5.2,4.5,0.06060606060606061,0,0,0,0,0,1,0,0,1,0,2,1,1.0986122886681098,3.6363636363636362,2.909090909090909,2.5,3.111111111111111,3,11,60,60,60,32
364928,"puszka","wazon",19,11,1056,"p1",1,TRUE,NA,NA,4,4.1,4.4,3.7,3.5,3.5,2.75,4,5.4,5.166666666666667,0.12121212121212122,2,0,0,1,0,0,0,0,0,1,4,5,1.6094379124341003,4,3.4545454545454546,2.1,2.2222222222222223,4.444444444444445,8,49.5,44.5,57,27
365264,"puszka","Jako skarbonkę",19,11,1049,"p1",1,TRUE,NA,NA,2.9,3.6,2.5,4.6,4.3,4,1.75,3.25,4.8,4.333333333333333,0.09090909090909091,0,0,0,0,1,0,0,1,1,0,3,3,1.3862943611198906,2.272727272727273,2.909090909090909,1.3,2.6666666666666665,3.3333333333333335,21,49.5,49.5,40,27
365264,"puszka","jako pojemnik na drobiazgi",19,11,1050,"p2",3,TRUE,NA,NA,2.9,3.6,2.5,4.6,4.3,4,1.75,3.25,4.8,4.333333333333333,0.09090909090909091,0,0,0,0,1,0,0,1,1,0,3,3,1.3862943611198906,2.272727272727273,2.909090909090909,1.3,2.6666666666666665,3.3333333333333335,21,49.5,49.5,40,27
365264,"puszka","jako grzechotkę",19,11,1051,"p3",2,TRUE,NA,NA,2.9,3.6,2.5,4.6,4.3,4,1.75,3.25,4.8,4.333333333333333,0.09090909090909091,0,0,0,0,1,0,0,1,1,0,3,3,1.3862943611198906,2.272727272727273,2.909090909090909,1.3,2.6666666666666665,3.3333333333333335,21,49.5,49.5,40,27
365264,"puszka","jako wazonik",19,11,1052,"p4",1,TRUE,NA,NA,2.9,3.6,2.5,4.6,4.3,4,1.75,3.25,4.8,4.333333333333333,0.09090909090909091,0,0,0,0,1,0,0,1,1,0,3,3,1.3862943611198906,2.272727272727273,2.909090909090909,1.3,2.6666666666666665,3.3333333333333335,21,49.5,49.5,40,27
367057,"puszka","ozdoba",19,11,913,"p1",2,TRUE,NA,NA,3.3,2.9,2.8,3.3,3.3,4,4.5,2.25,4,4,0.0303030303030303,0,0,0,0,0,0,0,0,0,1,1,2,0.6931471805599453,3,3,3,3,3,30,63,57.5,66,43
368206,"puszka","skarbonka",19,11,679,"p1",1,TRUE,NA,NA,3.4,4.1,3.9,2.6,2.9,1.5,1.25,1.5,3.6,4,0.06060606060606061,0,0,0,0,0,0,0,0,1,1,2,7,1.0986122886681098,4,3.4545454545454546,2.4,2.6666666666666665,2.7777777777777777,21,66.5,80,80,32
368206,"puszka","wazon",19,11,680,"p2",1,TRUE,NA,NA,3.4,4.1,3.9,2.6,2.9,1.5,1.25,1.5,3.6,4,0.06060606060606061,0,0,0,0,0,0,0,0,1,1,2,7,1.0986122886681098,4,3.4545454545454546,2.4,2.6666666666666665,2.7777777777777777,21,66.5,80,80,32
368206,"puszka","pojemnik na długopisy",19,11,681,"p3",2,TRUE,NA,NA,3.4,4.1,3.9,2.6,2.9,1.5,1.25,1.5,3.6,4,0.06060606060606061,0,0,0,0,0,0,0,0,1,1,2,7,1.0986122886681098,4,3.4545454545454546,2.4,2.6666666666666665,2.7777777777777777,21,66.5,80,80,32
368206,"puszka","grzechotka",19,11,682,"p4",2,TRUE,NA,NA,3.4,4.1,3.9,2.6,2.9,1.5,1.25,1.5,3.6,4,0.06060606060606061,0,0,0,0,0,0,0,0,1,1,2,7,1.0986122886681098,4,3.4545454545454546,2.4,2.6666666666666665,2.7777777777777777,21,66.5,80,80,32
368206,"puszka","popielniczka",19,11,683,"p5",1,TRUE,NA,NA,3.4,4.1,3.9,2.6,2.9,1.5,1.25,1.5,3.6,4,0.06060606060606061,0,0,0,0,0,0,0,0,1,1,2,7,1.0986122886681098,4,3.4545454545454546,2.4,2.6666666666666665,2.7777777777777777,21,66.5,80,80,32
368206,"puszka","wiadro",19,11,684,"p6",5,TRUE,NA,NA,3.4,4.1,3.9,2.6,2.9,1.5,1.25,1.5,3.6,4,0.06060606060606061,0,0,0,0,0,0,0,0,1,1,2,7,1.0986122886681098,4,3.4545454545454546,2.4,2.6666666666666665,2.7777777777777777,21,66.5,80,80,32
369116,"puszka","stojak na długopisy",19,11,144,"p1",2,TRUE,NA,NA,2.1,3.3,3.7,3.3,3.1,1.75,3,2.5,2.6,2.8333333333333335,0.21212121212121213,1,0,0,0,2,0,0,0,1,0,4,4,1.6094379124341003,2.8181818181818183,3,1.8,1.7777777777777777,3,24,16,18.5,16,36
369428,"puszka","Jako pojemnik do łapania ""wiatru"" - taka zwykła puszka z brzoskiwń na przykład",19,11,813,"p1",6,TRUE,NA,NA,4.3,4.4,4.2,2.1,3.9,1.5,2.25,2.5,5.2,6.666666666666667,0.18181818181818182,0,1,0,0,1,0,1,1,1,0,5,7,1.791759469228055,3.5454545454545454,3.8181818181818183,1.9,4.111111111111111,3.5555555555555554,21,49.5,70.5,72.5,32
369428,"puszka","puszka od napojów może służyć jako dawca języczków do otwierania z których można zrobić zbroję na przykład.",19,11,814,"p2",5,TRUE,NA,NA,4.3,4.4,4.2,2.1,3.9,1.5,2.25,2.5,5.2,6.666666666666667,0.18181818181818182,0,1,0,0,1,0,1,1,1,0,5,7,1.791759469228055,3.5454545454545454,3.8181818181818183,1.9,4.111111111111111,3.5555555555555554,21,49.5,70.5,72.5,32
369996,"puszka","jako pojemniczek na długopisy",19,11,924,"p1",2,TRUE,NA,NA,4.3,4.6,3,4.3,3.3,3,2.75,5,5.6,6.5,0.30303030303030304,0,1,1,0,3,0,1,0,1,1,8,2,2.1972245773362196,4.454545454545454,3.727272727272727,2.9,2.3333333333333335,3.888888888888889,28,52.5,35,2,32
369996,"puszka","do przechowywania płatków kosmetycznych",19,11,925,"p2",3,TRUE,NA,NA,4.3,4.6,3,4.3,3.3,3,2.75,5,5.6,6.5,0.30303030303030304,0,1,1,0,3,0,1,0,1,1,8,2,2.1972245773362196,4.454545454545454,3.727272727272727,2.9,2.3333333333333335,3.888888888888889,28,52.5,35,2,32
370524,"puszka","do zrobienia pojemnika na drobiazgi",19,11,133,"p1",3,TRUE,NA,NA,3.2,4.2,3.9,2.9,4.2,3.25,2.75,3.5,5.6,5.666666666666667,0.15151515151515152,2,0,0,0,1,1,1,0,0,1,6,9,1.9459101490553132,4.181818181818182,3.8181818181818183,2.6,3.4444444444444446,4,28,59,60,64.5,36
