"ID","prompt","response","set","lab","rater1","rater2","rater3","Fluency_Ceinture","Fluency_Brouette","Fluency_avrg","Orig_Ceinture","Orig_brouette","Orig_avrg","CSE","CPI","Openness","Age","Gender","native_french"
106,"brouette","L'utiliser en projectile (genre catapulte)",11,6,5,3,3,5,7,6,2,2.28571428571429,2.142857142857145,4.833333333333333,4.2,5.2,20,"M","Oui"
107,"ceinture","Accrocher des cintres dans les trous : porte-manteau",11,6,3,3,4,2,2,2,2.833333333,1.66666666666666,2.24999999983333,5.666666666666667,3.8,4.4,17,"F","Oui"
107,"ceinture","L'utiliser pour attraper des choses comme un lasso",11,6,2,2,3,2,2,2,2.833333333,1.66666666666666,2.24999999983333,5.666666666666667,3.8,4.4,17,"F","Oui"
107,"brouette","Pot de fleur",11,6,1,1,1,2,2,2,2.833333333,1.66666666666666,2.24999999983333,5.666666666666667,3.8,4.4,17,"F","Oui"
107,"brouette","Panier pour animaux",11,6,3,2,2,2,2,2,2.833333333,1.66666666666666,2.24999999983333,5.666666666666667,3.8,4.4,17,"F","Oui"
108,"ceinture","Faire du lasso",11,6,1,2,2,5,5,5,2,1.93333333333333,1.966666666666665,5.666666666666667,4,6.3,20,"F","Oui"
108,"ceinture","Accrocher des éléments ensemble (livres, rondins de bois)",11,6,3,2,2,5,5,5,2,1.93333333333333,1.966666666666665,5.666666666666667,4,6.3,20,"F","Oui"
108,"ceinture","S'en servir d'arme",11,6,3,3,1,5,5,5,2,1.93333333333333,1.966666666666665,5.666666666666667,4,6.3,20,"F","Oui"
108,"ceinture","Réparer un sac à main",11,6,2,1,3,5,5,5,2,1.93333333333333,1.966666666666665,5.666666666666667,4,6.3,20,"F","Oui"
108,"ceinture","S'en servir de anse en général",11,6,2,1,2,5,5,5,2,1.93333333333333,1.966666666666665,5.666666666666667,4,6.3,20,"F","Oui"
108,"brouette","Faire du transport d'animaux",11,6,1,3,2,5,5,5,2,1.93333333333333,1.966666666666665,5.666666666666667,4,6.3,20,"F","Oui"
108,"brouette","En faire un moyen de locomotion",11,6,1,1,2,5,5,5,2,1.93333333333333,1.966666666666665,5.666666666666667,4,6.3,20,"F","Oui"
108,"brouette","La transformer en panier pour animaux",11,6,1,2,2,5,5,5,2,1.93333333333333,1.966666666666665,5.666666666666667,4,6.3,20,"F","Oui"
108,"brouette","Placer une planche et en faire une table",11,6,2,2,3,5,5,5,2,1.93333333333333,1.966666666666665,5.666666666666667,4,6.3,20,"F","Oui"
108,"brouette","Transformée en luge d'été et d'hiver",11,6,2,1,4,5,5,5,2,1.93333333333333,1.966666666666665,5.666666666666667,4,6.3,20,"F","Oui"
109,"ceinture","Attacher une lampe",11,6,2,2,2,3,4,3.5,2.22222222233333,2,2.111111111166665,4.833333333333333,6,5.8,18,"F","Oui"
109,"ceinture","Attacher des livres ensemble",11,6,2,2,1,3,4,3.5,2.22222222233333,2,2.111111111166665,4.833333333333333,6,5.8,18,"F","Oui"
109,"ceinture","L'utiliser pour attacher une échelle à un lit",11,6,2,4,3,3,4,3.5,2.22222222233333,2,2.111111111166665,4.833333333333333,6,5.8,18,"F","Oui"
109,"brouette","Porter des affaires avec pour déménager",11,6,2,3,1,3,4,3.5,2.22222222233333,2,2.111111111166665,4.833333333333333,6,5.8,18,"F","Oui"
109,"brouette","Transporter un enfant qui ne sait pas marcher, dedans",11,6,1,2,3,3,4,3.5,2.22222222233333,2,2.111111111166665,4.833333333333333,6,5.8,18,"F","Oui"
109,"brouette","L'utiliser comme moyen de transport pour aller quelque part",11,6,1,1,2,3,4,3.5,2.22222222233333,2,2.111111111166665,4.833333333333333,6,5.8,18,"F","Oui"
109,"brouette","Amener des plats pour manger avec",11,6,3,3,2,3,4,3.5,2.22222222233333,2,2.111111111166665,4.833333333333333,6,5.8,18,"F","Oui"
110,"ceinture","Comme une arme pour faire s'évanouir l'autre",11,6,3,3,2,3,3,3,2.33333333366667,3.22222222222222,2.7777777779444452,2.6666666666666665,3.2,4.6,19,"F","Non"
110,"ceinture","Comme un bandeau stylé",11,6,3,3,2,3,3,3,2.33333333366667,3.22222222222222,2.7777777779444452,2.6666666666666665,3.2,4.6,19,"F","Non"
110,"ceinture","Comme une corde à sauter",11,6,1,2,2,3,3,3,2.33333333366667,3.22222222222222,2.7777777779444452,2.6666666666666665,3.2,4.6,19,"F","Non"
110,"brouette","Comme un jouet dans lequel on peut se mettre",11,6,1,2,2,3,3,3,2.33333333366667,3.22222222222222,2.7777777779444452,2.6666666666666665,3.2,4.6,19,"F","Non"
110,"brouette","Comme un grand bocal pour des poissons",11,6,4,3,3,3,3,3,2.33333333366667,3.22222222222222,2.7777777779444452,2.6666666666666665,3.2,4.6,19,"F","Non"
110,"brouette","Comme un lieu secret pour garder les choses précieuses (dans les poignées)",11,6,5,4,5,3,3,3,2.33333333366667,3.22222222222222,2.7777777779444452,2.6666666666666665,3.2,4.6,19,"F","Non"
111,"ceinture","Sangler des magazines pour faire un pouf",11,6,2,3,5,7,3,5,2.476190476,1.77777777777778,2.12698412688889,5.5,5.2,5.9,30,"F","Oui"
111,"ceinture","Faire un collier",11,6,1,1,1,7,3,5,2.476190476,1.77777777777778,2.12698412688889,5.5,5.2,5.9,30,"F","Oui"
111,"ceinture","Frapper quelqu'un (de très méchant)",11,6,2,4,3,7,3,5,2.476190476,1.77777777777778,2.12698412688889,5.5,5.2,5.9,30,"F","Oui"
111,"ceinture","Se bander les yeux",11,6,3,2,2,7,3,5,2.476190476,1.77777777777778,2.12698412688889,5.5,5.2,5.9,30,"F","Oui"
111,"ceinture","S'en servir de règle",11,6,3,2,2,7,3,5,2.476190476,1.77777777777778,2.12698412688889,5.5,5.2,5.9,30,"F","Oui"
111,"ceinture","Suspendre un pot de fleur",11,6,3,3,3,7,3,5,2.476190476,1.77777777777778,2.12698412688889,5.5,5.2,5.9,30,"F","Oui"
111,"ceinture","S'en servir pour atteindre un objet tombé par terre",11,6,2,2,3,7,3,5,2.476190476,1.77777777777778,2.12698412688889,5.5,5.2,5.9,30,"F","Oui"
111,"brouette","Transporter un ami",11,6,1,1,1,7,3,5,2.476190476,1.77777777777778,2.12698412688889,5.5,5.2,5.9,30,"F","Oui"
111,"brouette","En faire un meuble de décoration de jardin avec des fleurs dedans",11,6,1,2,2,7,3,5,2.476190476,1.77777777777778,2.12698412688889,5.5,5.2,5.9,30,"F","Oui"
111,"brouette","La faire tracter par une voiture pour en faire un moyen de locomotion",11,6,2,3,3,7,3,5,2.476190476,1.77777777777778,2.12698412688889,5.5,5.2,5.9,30,"F","Oui"
112,"ceinture","Balançoire pour Barbie",11,6,5,4,4,6,7,6.5,3,1.85714285714286,2.42857142857143,5.166666666666667,4.8,6.2,18,"F","Oui"
112,"ceinture","Scotch",11,6,4,2,3,6,7,6.5,3,1.85714285714286,2.42857142857143,5.166666666666667,4.8,6.2,18,"F","Oui"
112,"ceinture","Collier",11,6,1,1,1,6,7,6.5,3,1.85714285714286,2.42857142857143,5.166666666666667,4.8,6.2,18,"F","Oui"
112,"ceinture","Lacet pour botte de géant",11,6,4,3,4,6,7,6.5,3,1.85714285714286,2.42857142857143,5.166666666666667,4.8,6.2,18,"F","Oui"
112,"ceinture","Cache-œil",11,6,5,4,4,6,7,6.5,3,1.85714285714286,2.42857142857143,5.166666666666667,4.8,6.2,18,"F","Oui"
112,"ceinture","Serre-tête",11,6,2,1,2,6,7,6.5,3,1.85714285714286,2.42857142857143,5.166666666666667,4.8,6.2,18,"F","Oui"
112,"brouette","Pot de fleur",11,6,1,1,1,6,7,6.5,3,1.85714285714286,2.42857142857143,5.166666666666667,4.8,6.2,18,"F","Oui"
112,"brouette","Moyen de locomotion pour bébé",11,6,2,2,3,6,7,6.5,3,1.85714285714286,2.42857142857143,5.166666666666667,4.8,6.2,18,"F","Oui"
112,"brouette","Mini-piscine",11,6,2,1,3,6,7,6.5,3,1.85714285714286,2.42857142857143,5.166666666666667,4.8,6.2,18,"F","Oui"
112,"brouette","Bac à sable",11,6,1,1,3,6,7,6.5,3,1.85714285714286,2.42857142857143,5.166666666666667,4.8,6.2,18,"F","Oui"
112,"brouette","Table",11,6,2,1,1,6,7,6.5,3,1.85714285714286,2.42857142857143,5.166666666666667,4.8,6.2,18,"F","Oui"
112,"brouette","Bol de nouille",11,6,3,3,3,6,7,6.5,3,1.85714285714286,2.42857142857143,5.166666666666667,4.8,6.2,18,"F","Oui"
112,"brouette","Berceau",11,6,2,1,2,6,7,6.5,3,1.85714285714286,2.42857142857143,5.166666666666667,4.8,6.2,18,"F","Oui"
113,"ceinture","Faire un garrot",11,6,2,1,1,4,4,4,2.08333333325,2.5,2.291666666625,4.333333333333333,5.6,5.9,19,"F","Oui"
113,"ceinture","Se pendre",11,6,2,1,2,4,4,4,2.08333333325,2.5,2.291666666625,4.333333333333333,5.6,5.9,19,"F","Oui"
113,"ceinture","S'en faire un bijou : serre-tête ou collier",11,6,1,3,2,4,4,4,2.08333333325,2.5,2.291666666625,4.333333333333333,5.6,5.9,19,"F","Oui"
113,"ceinture","Attacher des rondins de bois pour faire un radeau",11,6,2,4,4,4,4,4,2.08333333325,2.5,2.291666666625,4.333333333333333,5.6,5.9,19,"F","Oui"
113,"brouette","En faire une maison pour un chat",11,6,2,2,3,4,4,4,2.08333333325,2.5,2.291666666625,4.333333333333333,5.6,5.9,19,"F","Oui"
113,"brouette","S'en servir pour transporter ses affaires de cours à la fac",11,6,1,4,4,4,4,4,2.08333333325,2.5,2.291666666625,4.333333333333333,5.6,5.9,19,"F","Oui"
113,"brouette","S'en servir en tant que poussette",11,6,1,1,1,4,4,4,2.08333333325,2.5,2.291666666625,4.333333333333333,5.6,5.9,19,"F","Oui"
113,"brouette","En faire une barque (mais sans rien de plus de trois kilogrammes dedans sinon ça coule)",11,6,3,4,4,4,4,4,2.08333333325,2.5,2.291666666625,4.333333333333333,5.6,5.9,19,"F","Oui"
114,"ceinture","La porter comme un collier",11,6,1,1,1,4,4,4,1.58333333325,1.66666666666667,1.624999999958335,4.166666666666667,3.6,6.3,20,"F","Oui"
114,"ceinture","L'utiliser comme laisse",11,6,1,1,1,4,4,4,1.58333333325,1.66666666666667,1.624999999958335,4.166666666666667,3.6,6.3,20,"F","Oui"
114,"ceinture","Faire un garrot",11,6,2,1,1,4,4,4,1.58333333325,1.66666666666667,1.624999999958335,4.166666666666667,3.6,6.3,20,"F","Oui"
114,"ceinture","Tracer une ligne droite",11,6,3,3,3,4,4,4,1.58333333325,1.66666666666667,1.624999999958335,4.166666666666667,3.6,6.3,20,"F","Oui"
114,"brouette","Caddie",11,6,1,1,1,4,4,4,1.58333333325,1.66666666666667,1.624999999958335,4.166666666666667,3.6,6.3,20,"F","Oui"
114,"brouette","Poussette",11,6,1,1,1,4,4,4,1.58333333325,1.66666666666667,1.624999999958335,4.166666666666667,3.6,6.3,20,"F","Oui"
114,"brouette","Rangement",11,6,3,1,1,4,4,4,1.58333333325,1.66666666666667,1.624999999958335,4.166666666666667,3.6,6.3,20,"F","Oui"
114,"brouette","Repose-pieds",11,6,5,1,3,4,4,4,1.58333333325,1.66666666666667,1.624999999958335,4.166666666666667,3.6,6.3,20,"F","Oui"
115,"ceinture","Corde",11,6,1,1,1,5,6,5.5,2.3333333336,2.83333333333333,2.583333333466665,2.1666666666666665,4.2,4.7,19,"F","Oui"
115,"ceinture","Troisième main pour amener divers éléments éloignés de nous",11,6,3,4,4,5,6,5.5,2.3333333336,2.83333333333333,2.583333333466665,2.1666666666666665,4.2,4.7,19,"F","Oui"
115,"ceinture","Arme contre des individus",11,6,3,3,2,5,6,5.5,2.3333333336,2.83333333333333,2.583333333466665,2.1666666666666665,4.2,4.7,19,"F","Oui"
115,"ceinture","Serre-tête",11,6,2,1,2,5,6,5.5,2.3333333336,2.83333333333333,2.583333333466665,2.1666666666666665,4.2,4.7,19,"F","Oui"
115,"ceinture","Pour attacher son sac à sa main dans les transports en commun pour éviter toute perte",11,6,2,2,4,5,6,5.5,2.3333333336,2.83333333333333,2.583333333466665,2.1666666666666665,4.2,4.7,19,"F","Oui"
115,"brouette","Moyen de transport",11,6,1,1,1,5,6,5.5,2.3333333336,2.83333333333333,2.583333333466665,2.1666666666666665,4.2,4.7,19,"F","Oui"
115,"brouette","Arme d'attaque",11,6,3,3,2,5,6,5.5,2.3333333336,2.83333333333333,2.583333333466665,2.1666666666666665,4.2,4.7,19,"F","Oui"
115,"brouette","Partenaire de danse pour s'entraîner (manches = bras et roues = pieds)",11,6,5,5,5,5,6,5.5,2.3333333336,2.83333333333333,2.583333333466665,2.1666666666666665,4.2,4.7,19,"F","Oui"
115,"brouette","Cabane",11,6,2,1,2,5,6,5.5,2.3333333336,2.83333333333333,2.583333333466665,2.1666666666666665,4.2,4.7,19,"F","Oui"
115,"brouette","Pantalon (s'asseoir dedans et dire que les individus ont le même bas)",11,6,2,4,4,5,6,5.5,2.3333333336,2.83333333333333,2.583333333466665,2.1666666666666665,4.2,4.7,19,"F","Oui"
115,"brouette","Snowboard",11,6,4,3,3,5,6,5.5,2.3333333336,2.83333333333333,2.583333333466665,2.1666666666666665,4.2,4.7,19,"F","Oui"
116,"ceinture","En faire une laisse",11,6,1,2,1,6,6,6,2.0555555555,1.77777777777778,1.9166666666388898,3.5,4.4,5.1,18,"F","Oui"
116,"ceinture","Pour délimiter le terrain de balle au prisonnier",11,6,4,4,5,6,6,6,2.0555555555,1.77777777777778,1.9166666666388898,3.5,4.4,5.1,18,"F","Oui"
116,"ceinture","Corde à sauter",11,6,1,1,1,6,6,6,2.0555555555,1.77777777777778,1.9166666666388898,3.5,4.4,5.1,18,"F","Oui"
116,"ceinture","L'utiliser comme ruban (gymnastique rythmique sportive)",11,6,3,3,3,6,6,6,2.0555555555,1.77777777777778,1.9166666666388898,3.5,4.4,5.1,18,"F","Oui"
116,"ceinture","En collier",11,6,1,1,1,6,6,6,2.0555555555,1.77777777777778,1.9166666666388898,3.5,4.4,5.1,18,"F","Oui"
116,"ceinture","Attacher ses cheveux",11,6,2,2,1,6,6,6,2.0555555555,1.77777777777778,1.9166666666388898,3.5,4.4,5.1,18,"F","Oui"
116,"brouette","Grand verre",11,6,1,3,3,6,6,6,2.0555555555,1.77777777777778,1.9166666666388898,3.5,4.4,5.1,18,"F","Oui"
116,"brouette","Piscine",11,6,2,1,2,6,6,6,2.0555555555,1.77777777777778,1.9166666666388898,3.5,4.4,5.1,18,"F","Oui"
116,"brouette","Faire une course avec des amis",11,6,1,1,2,6,6,6,2.0555555555,1.77777777777778,1.9166666666388898,3.5,4.4,5.1,18,"F","Oui"
116,"brouette","L'utiliser en caddie",11,6,1,1,1,6,6,6,2.0555555555,1.77777777777778,1.9166666666388898,3.5,4.4,5.1,18,"F","Oui"
116,"brouette","Ranger comme un placard",11,6,3,2,1,6,6,6,2.0555555555,1.77777777777778,1.9166666666388898,3.5,4.4,5.1,18,"F","Oui"
116,"brouette","Valise",11,6,4,1,2,6,6,6,2.0555555555,1.77777777777778,1.9166666666388898,3.5,4.4,5.1,18,"F","Oui"
117,"ceinture","Faire une queue de déguisement",11,6,4,4,2,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"ceinture","Mesurer distance",11,6,3,3,3,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"ceinture","Lasso",11,6,1,1,2,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"ceinture","Bracelet",11,6,2,1,1,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"ceinture","Marque-page",11,6,5,4,4,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"ceinture","Corde à sauter",11,6,1,1,1,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"ceinture","Elastique de gymnastique",11,6,3,3,2,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"ceinture","Raquette",11,6,5,3,4,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"ceinture","Perce-oreille",11,6,5,4,5,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"brouette","Comme un marteau",11,6,3,4,4,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"brouette","Sac à main",11,6,5,3,2,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"brouette","Chapeau",11,6,4,2,2,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"brouette","Chaise",11,6,2,1,1,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"brouette","Pot de fleur",11,6,1,1,1,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"brouette","Voiture",11,6,2,1,1,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"brouette","Dormir dedans",11,6,1,1,1,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"brouette","Elever des chats",11,6,1,4,4,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"brouette","Parc pour enfants",11,6,2,2,3,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"brouette","Jouer avec comme un ballon",11,6,3,1,2,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"brouette","Tour d'un château",11,6,5,4,4,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"brouette","Toit d'une cabane",11,6,2,3,3,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
117,"brouette","Roller",11,6,4,3,2,9,13,11,2.8518518517777798,2.43589743589744,2.64387464383761,5.833333333333333,6.8,6.2,18,"F","Oui"
118,"ceinture","Liane",11,6,3,3,3,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"ceinture","Bracelet",11,6,2,1,1,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"ceinture","Collier",11,6,1,1,1,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"ceinture","Corde",11,6,1,1,1,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"ceinture","Fouet",11,6,1,1,1,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"ceinture","Serpent du lever de serpent",11,6,5,4,4,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"ceinture","Décoration",11,6,2,2,1,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"ceinture","Filet de cheval",11,6,4,2,3,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"ceinture","Barrière",11,6,2,4,3,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"ceinture","Extension de cheveux",11,6,4,4,4,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"ceinture","Elastique",11,6,2,2,1,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"ceinture","Menottes",11,6,3,3,2,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"ceinture","Bandeau",11,6,3,2,1,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"brouette","Cachette",11,6,3,1,2,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"brouette","Meuble",11,6,2,1,1,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"brouette","Piscine",11,6,2,1,2,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"brouette","Voiture",11,6,2,1,1,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"brouette","Chapeau pour éléphant",11,6,4,3,4,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"brouette","Abreuvoir",11,6,5,1,2,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"brouette","Armoire",11,6,5,2,2,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"brouette","Poubelle",11,6,3,1,1,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"brouette","Casserole (avec un feu en dessous)",11,6,3,3,3,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"brouette","Estrade",11,6,3,3,3,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"brouette","Tambour",11,6,5,3,3,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"brouette","Barrière",11,6,5,2,2,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
118,"brouette","Lit",11,6,1,1,1,13,13,13,2.28205128207692,2.38461538461539,2.333333333346155,4.5,4.8,4.6,19,"F","Oui"
119,"ceinture","Utiliser en temps que sangle pour porter son sac",11,6,2,1,2,4,4,4,1.75000000025,1.5,1.625000000125,4.166666666666667,4.8,5.8,21,"F","Oui"
119,"ceinture","Elastique pour attacher ses cheveux",11,6,2,2,1,4,4,4,1.75000000025,1.5,1.625000000125,4.166666666666667,4.8,5.8,21,"F","Oui"
119,"ceinture","Corde",11,6,1,1,1,4,4,4,1.75000000025,1.5,1.625000000125,4.166666666666667,4.8,5.8,21,"F","Oui"
119,"ceinture","Menottes",11,6,3,3,2,4,4,4,1.75000000025,1.5,1.625000000125,4.166666666666667,4.8,5.8,21,"F","Oui"
119,"brouette","Sorte de pot de fleur pour faire pousser toute sortes de légumes, plantes, herbes",11,6,1,3,3,4,4,4,1.75000000025,1.5,1.625000000125,4.166666666666667,4.8,5.8,21,"F","Oui"
119,"brouette","Objet purement décoration",11,6,1,1,1,4,4,4,1.75000000025,1.5,1.625000000125,4.166666666666667,4.8,5.8,21,"F","Oui"
119,"brouette","Transporter des gens",11,6,1,1,1,4,4,4,1.75000000025,1.5,1.625000000125,4.166666666666667,4.8,5.8,21,"F","Oui"
119,"brouette","Faire des courses de brouettes",11,6,1,2,2,4,4,4,1.75000000025,1.5,1.625000000125,4.166666666666667,4.8,5.8,21,"F","Oui"
120,"ceinture","Utiliser comme sangle de sac",11,6,2,3,1,4,5,4.5,1.83333333325,1.8,1.816666666625,2.8333333333333335,2.4,3.2,20,"F","Oui"
120,"ceinture","Attacher quelque chose",11,6,2,1,1,4,5,4.5,1.83333333325,1.8,1.816666666625,2.8333333333333335,2.4,3.2,20,"F","Oui"
120,"ceinture","Pour mesurer",11,6,3,2,3,4,5,4.5,1.83333333325,1.8,1.816666666625,2.8333333333333335,2.4,3.2,20,"F","Oui"
120,"ceinture","Jouer à la corde à sauter",11,6,1,2,1,4,5,4.5,1.83333333325,1.8,1.816666666625,2.8333333333333335,2.4,3.2,20,"F","Oui"
120,"brouette","Moyen de transport",11,6,1,1,1,4,5,4.5,1.83333333325,1.8,1.816666666625,2.8333333333333335,2.4,3.2,20,"F","Oui"
120,"brouette","Stocker des outils",11,6,4,3,2,4,5,4.5,1.83333333325,1.8,1.816666666625,2.8333333333333335,2.4,3.2,20,"F","Oui"
120,"brouette","Aménager un jardin dans la brouette",11,6,1,2,3,4,5,4.5,1.83333333325,1.8,1.816666666625,2.8333333333333335,2.4,3.2,20,"F","Oui"
120,"brouette","En faire une chaise",11,6,2,2,1,4,5,4.5,1.83333333325,1.8,1.816666666625,2.8333333333333335,2.4,3.2,20,"F","Oui"
120,"brouette","Faire un lit pour petits enfants",11,6,1,1,2,4,5,4.5,1.83333333325,1.8,1.816666666625,2.8333333333333335,2.4,3.2,20,"F","Oui"
121,"ceinture","Faire une laisse pour un animal",11,6,1,2,1,3,4,3.5,2.44444444433333,1.83333333333333,2.13888888883333,3,2.6,3.1,19,"F","Oui"
121,"ceinture","Utiliser le bout comme jouet pour un chat (à la place d'un fil et d'une souris)",11,6,4,3,3,3,4,3.5,2.44444444433333,1.83333333333333,2.13888888883333,3,2.6,3.1,19,"F","Oui"
121,"ceinture","Accrocher plusieurs cintres en hauteur lorsque la ceinture est tendue tel un fil",11,6,3,3,2,3,4,3.5,2.44444444433333,1.83333333333333,2.13888888883333,3,2.6,3.1,19,"F","Oui"
121,"brouette","Mettre un enfant dedans et jouer à la voiture",11,6,2,2,2,3,4,3.5,2.44444444433333,1.83333333333333,2.13888888883333,3,2.6,3.1,19,"F","Oui"
121,"brouette","L'utiliser comme une table",11,6,2,1,2,3,4,3.5,2.44444444433333,1.83333333333333,2.13888888883333,3,2.6,3.1,19,"F","Oui"
121,"brouette","L'utiliser comme siège",11,6,2,1,1,3,4,3.5,2.44444444433333,1.83333333333333,2.13888888883333,3,2.6,3.1,19,"F","Oui"
121,"brouette","Le charger et l'utiliser pour travailler les bras",11,6,1,3,3,3,4,3.5,2.44444444433333,1.83333333333333,2.13888888883333,3,2.6,3.1,19,"F","Oui"
122,"ceinture","Faire un bandeau pour les cheveux",11,6,2,3,1,5,5,5,2.1333333334,1.93333333333333,2.0333333333666648,5,5,5.3,18,"F","Oui"
122,"ceinture","Une corde",11,6,1,1,1,5,5,5,2.1333333334,1.93333333333333,2.0333333333666648,5,5,5.3,18,"F","Oui"
122,"ceinture","Une badine pour chevaux",11,6,4,2,4,5,5,5,2.1333333334,1.93333333333333,2.0333333333666648,5,5,5.3,18,"F","Oui"
122,"ceinture","Attacher des objets entre eux",11,6,2,2,1,5,5,5,2.1333333334,1.93333333333333,2.0333333333666648,5,5,5.3,18,"F","Oui"
122,"ceinture","Menottes",11,6,3,3,2,5,5,5,2.1333333334,1.93333333333333,2.0333333333666648,5,5,5.3,18,"F","Oui"
122,"brouette","Un lit",11,6,1,1,1,5,5,5,2.1333333334,1.93333333333333,2.0333333333666648,5,5,5.3,18,"F","Oui"
122,"brouette","Un fauteuil",11,6,2,1,1,5,5,5,2.1333333334,1.93333333333333,2.0333333333666648,5,5,5.3,18,"F","Oui"
122,"brouette","Une étagère",11,6,4,1,1,5,5,5,2.1333333334,1.93333333333333,2.0333333333666648,5,5,5.3,18,"F","Oui"
