"ID","prompt","response","set","lab","order","rater1","rater2","rater3","age","sex","cse1","cse2","cse3","cse4","cse5","cse6","cse7","cse8","cse9","cse10","cse11"
212,"ladrillo","construir inmuebles",23,14,"1",1,1,1,20,0,2,2,4,2,3,3,4,3,2,2,4
212,"ladrillo","sostener",23,14,"2",3,1,1,20,0,2,2,4,2,3,3,4,3,2,2,4
212,"ladrillo","pintar o dibujar",23,14,"3",3,2,2,20,0,2,2,4,2,3,3,4,3,2,2,4
212,"ladrillo","arma defensa",23,14,"4",4,2,2,20,0,2,2,4,2,3,3,4,3,2,2,4
213,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"1",3,2,2,19,1,5,5,5,5,5,5,5,5,5,5,5
213,"ladrillo","escaleras o escalones",23,14,"2",2,1,2,19,1,5,5,5,5,5,5,5,5,5,5,5
213,"ladrillo","fogatas",23,14,"3",3,1,1,19,1,5,5,5,5,5,5,5,5,5,5,5
213,"ladrillo","equilibrar o balancear",23,14,"4",3,2,2,19,1,5,5,5,5,5,5,5,5,5,5,5
214,"ladrillo","construir inmuebles",23,14,"1",1,1,1,21,1,3,3,2,3,4,3,2,3,3,3,3
214,"ladrillo","arma defensa",23,14,"3",4,2,2,21,1,3,3,2,3,4,3,2,3,3,3,3
214,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"4",3,2,2,21,1,3,3,2,3,4,3,2,3,3,3,3
214,"ladrillo","asientos",23,14,"5",2,1,2,21,1,3,3,2,3,4,3,2,3,3,3,3
214,"ladrillo","cancha de fÃºtbol",23,14,"6",3,2,2,21,1,3,3,2,3,4,3,2,3,3,3,3
215,"ladrillo","construir inmuebles",23,14,"1",1,1,1,21,0,5,5,4,5,4,4,4,5,5,4,4
215,"ladrillo","cancha de fÃºtbol",23,14,"10",3,2,2,21,0,5,5,4,5,4,4,4,5,5,4,4
215,"ladrillo","pesas deporte",23,14,"11",4,3,3,21,0,5,5,4,5,4,4,4,5,5,4,4
215,"ladrillo","decoraciÃ³n",23,14,"12",4,2,NA,21,0,5,5,4,5,4,4,4,5,5,4,4
215,"ladrillo","pisa papeles",23,14,"2",4,2,2,21,0,5,5,4,5,4,4,4,5,5,4,4
215,"ladrillo","muebles",23,14,"3",2,2,2,21,0,5,5,4,5,4,4,4,5,5,4,4
215,"ladrillo","arma defensa",23,14,"4",4,2,2,21,0,5,5,4,5,4,4,4,5,5,4,4
215,"ladrillo","esculturas",23,14,"5",5,1,1,21,0,5,5,4,5,4,4,4,5,5,4,4
215,"ladrillo","arcilla",23,14,"6",2,1,1,21,0,5,5,4,5,4,4,4,5,5,4,4
215,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"7",3,2,2,21,0,5,5,4,5,4,4,4,5,5,4,4
215,"ladrillo","decoraciÃ³n ",23,14,"8",4,2,2,21,0,5,5,4,5,4,4,4,5,5,4,4
215,"ladrillo","tallar, grabar o rayar",23,14,"9",3,2,2,21,0,5,5,4,5,4,4,4,5,5,4,4
216,"ladrillo","construir inmuebles",23,14,"1",1,1,1,20,0,2,2,4,2,2,5,2,2,3,2,2
216,"ladrillo","muros o paredes",23,14,"2",1,1,1,20,0,2,2,4,2,2,5,2,2,3,2,2
216,"ladrillo","delimitar superficies",23,14,"3",3,2,2,20,0,2,2,4,2,2,5,2,2,3,2,2
216,"ladrillo","refugio animales",23,14,"4",3,1,1,20,0,2,2,4,2,2,5,2,2,3,2,2
218,"ladrillo","refugio animales",23,14,"1",3,1,1,21,0,5,5,4,4,3,3,4,3,3,5,5
218,"ladrillo","esculturas",23,14,"2",5,1,1,21,0,5,5,4,4,3,3,4,3,3,5,5
218,"ladrillo","asientos",23,14,"3",2,1,2,21,0,5,5,4,4,3,3,4,3,3,5,5
219,"ladrillo","construir inmuebles",23,14,"1",1,1,1,21,1,4,4,5,5,4,4,4,4,4,4,4
219,"ladrillo"," vestidores o clÃ³set",23,14,"2",4,1,1,21,1,4,4,5,5,4,4,4,4,4,4,4
219,"ladrillo","herramienta",23,14,"3",3,2,2,21,1,4,4,5,5,4,4,4,4,4,4,4
219,"ladrillo","delimitar superficies ",23,14,"4",3,2,2,21,1,4,4,5,5,4,4,4,4,4,4,4
220,"ladrillo","construir inmuebles",23,14,"1",1,1,1,18,1,3,5,5,3,4,4,2,2,2,3,5
220,"ladrillo","pisa papeles",23,14,"10",4,2,2,18,1,3,5,5,3,4,4,2,2,2,3,5
220,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"2",3,2,2,18,1,3,5,5,3,4,4,2,2,2,3,5
220,"ladrillo","comal",23,14,"3",3,1,1,18,1,3,5,5,3,4,4,2,2,2,3,5
220,"ladrillo","mesas",23,14,"4",2,2,2,18,1,3,5,5,3,4,4,2,2,2,3,5
220,"ladrillo","sostener",23,14,"5",3,1,1,18,1,3,5,5,3,4,4,2,2,2,3,5
220,"ladrillo","equilibrar o balancear",23,14,"6",3,2,2,18,1,3,5,5,3,4,4,2,2,2,3,5
220,"ladrillo","arma defensa",23,14,"7",4,2,2,18,1,3,5,5,3,4,4,2,2,2,3,5
220,"ladrillo","bardas",23,14,"8",1,1,1,18,1,3,5,5,3,4,4,2,2,2,3,5
220,"ladrillo","juegos o jueguete",23,14,"9",4,2,2,18,1,3,5,5,3,4,4,2,2,2,3,5
221,"ladrillo","romper o destruir",23,14,"1",4,2,2,19,1,3,1,3,2,3,5,1,3,4,1,1
221,"ladrillo","fogatas",23,14,"2",3,1,1,19,1,3,1,3,2,3,5,1,3,4,1,1
221,"ladrillo","soporte o base",23,14,"3",2,1,1,19,1,3,1,3,2,3,5,1,3,4,1,1
222,"ladrillo","construir inmuebles",23,14,"1",1,1,1,21,0,4,3,5,4,3,4,3,4,1,3,4
222,"ladrillo","pesas deporte",23,14,"10",4,3,3,21,0,4,3,5,4,3,4,3,4,1,3,4
222,"ladrillo","esculturas",23,14,"11",5,1,1,21,0,4,3,5,4,3,4,3,4,1,3,4
222,"ladrillo","pisa papeles",23,14,"2",4,2,2,21,0,4,3,5,4,3,4,3,4,1,3,4
222,"ladrillo","equilibrar o balancear",23,14,"3",3,2,2,21,0,4,3,5,4,3,4,3,4,1,3,4
222,"ladrillo","decoraciÃ³n",23,14,"4",4,2,2,21,0,4,3,5,4,3,4,3,4,1,3,4
222,"ladrillo","arma defensa",23,14,"5",4,1,2,21,0,4,3,5,4,3,4,3,4,1,3,4
222,"ladrillo","escaleras o escalones",23,14,"6",2,1,2,21,0,4,3,5,4,3,4,3,4,1,3,4
222,"ladrillo","fuego",23,14,"7",3,2,1,21,0,4,3,5,4,3,4,3,4,1,3,4
222,"ladrillo","seÃ±alamiento",23,14,"8",3,2,2,21,0,4,3,5,4,3,4,3,4,1,3,4
222,"ladrillo","juegos o jueguete",23,14,"9",4,2,2,21,0,4,3,5,4,3,4,3,4,1,3,4
223,"ladrillo","construir inmuebles",23,14,"1",1,1,1,22,1,5,5,4,4,4,4,2,3,4,5,4
223,"ladrillo","romper o destruir",23,14,"2",4,2,2,22,1,5,5,4,4,4,4,2,3,4,5,4
223,"ladrillo","tallar, grabar o rayar",23,14,"3",3,2,2,22,1,5,5,4,4,4,4,2,3,4,5,4
223,"ladrillo","soporte o base",23,14,"4",2,1,1,22,1,5,5,4,4,4,4,2,3,4,5,4
223,"ladrillo","contrapeso",23,14,"5",4,2,2,22,1,5,5,4,4,4,4,2,3,4,5,4
224,"ladrillo","construir inmuebles",23,14,"1",1,1,1,20,1,5,5,5,5,5,4,5,5,5,5,5
224,"ladrillo","plataforma",23,14,"2",4,1,1,20,1,5,5,5,5,5,4,5,5,5,5,5
224,"ladrillo","asientos",23,14,"3",2,1,2,20,1,5,5,5,5,5,4,5,5,5,5,5
224,"ladrillo","arma defensa",23,14,"4",4,2,2,20,1,5,5,5,5,5,4,5,5,5,5,5
224,"ladrillo","romper o destruir",23,14,"5",4,1,2,20,1,5,5,5,5,5,4,5,5,5,5,5
224,"ladrillo","cancha de fÃºtbol",23,14,"6",3,2,2,20,1,5,5,5,5,5,4,5,5,5,5,5
224,"ladrillo","pesas deporte",23,14,"7",4,3,3,20,1,5,5,5,5,5,4,5,5,5,5,5
224,"ladrillo","regalo",23,14,"8",3,2,2,20,1,5,5,5,5,5,4,5,5,5,5,5
224,"ladrillo","equilibrar o balancear",23,14,"9",3,2,2,20,1,5,5,5,5,5,4,5,5,5,5,5
225,"ladrillo","construir inmuebles",23,14,"1",1,1,1,24,0,4,4,4,4,3,4,4,4,4,3,5
225,"ladrillo","decoraciÃ³n ",23,14,"2",3,2,2,24,0,4,4,4,4,3,4,4,4,4,3,5
225,"ladrillo","sostener",23,14,"3",3,1,1,24,0,4,4,4,4,3,4,4,4,4,3,5
225,"ladrillo","esculturas",23,14,"4",5,1,1,24,0,4,4,4,4,3,4,4,4,4,3,5
225,"ladrillo","asientos",23,14,"5",2,1,2,24,0,4,4,4,4,3,4,4,4,4,3,5
226,"ladrillo","construir inmuebles",23,14,"1",1,1,1,18,1,3,2,4,2,3,5,2,3,4,2,3
226,"ladrillo","arcilla",23,14,"2",2,1,1,18,1,3,2,4,2,3,5,2,3,4,2,3
226,"ladrillo","romper o destruir",23,14,"3",4,2,2,18,1,3,2,4,2,3,5,2,3,4,2,3
226,"ladrillo","decoraciÃ³n",23,14,"4",4,2,2,18,1,3,2,4,2,3,5,2,3,4,2,3
226,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"5",3,2,2,18,1,3,2,4,2,3,5,2,3,4,2,3
226,"ladrillo","contrapeso",23,14,"6",4,2,2,18,1,3,2,4,2,3,5,2,3,4,2,3
226,"ladrillo","arma defensa",23,14,"7",4,2,2,18,1,3,2,4,2,3,5,2,3,4,2,3
226,"ladrillo","pisa papales",23,14,"8",4,2,2,18,1,3,2,4,2,3,5,2,3,4,2,3
227,"ladrillo","cubos",23,14,"1",4,1,1,19,0,3,5,4,4,3,5,5,5,4,5,5
227,"ladrillo","apilar",23,14,"2",2,1,1,19,0,3,5,4,4,3,5,5,5,4,5,5
228,"ladrillo","construir inmuebles",23,14,"1",1,1,1,20,0,5,5,5,5,3,5,5,5,5,5,5
228,"ladrillo","asientos",23,14,"10",2,1,2,20,0,5,5,5,5,3,5,5,5,5,5,5
228,"ladrillo","escribir",23,14,"11",3,2,2,20,0,5,5,5,5,3,5,5,5,5,5,5
228,"ladrillo","pintar o dibujar",23,14,"12",3,2,2,20,0,5,5,5,5,3,5,5,5,5,5,5
228,"ladrillo","asador o parrilla",23,14,"13",2,1,2,20,0,5,5,5,5,3,5,5,5,5,5,5
228,"ladrillo","refugio animales",23,14,"14",3,1,1,20,0,5,5,5,5,3,5,5,5,5,5,5
228,"ladrillo","maquetas",23,14,"2",5,1,1,20,0,5,5,5,5,3,5,5,5,5,5,5
228,"ladrillo","arma defensa",23,14,"3",4,2,2,20,0,5,5,5,5,3,5,5,5,5,5,5
228,"ladrillo","equilibrar o balancear",23,14,"4",3,2,2,20,0,5,5,5,5,3,5,5,5,5,5,5
228,"ladrillo","esculturas",23,14,"5",5,1,1,20,0,5,5,5,5,3,5,5,5,5,5,5
228,"ladrillo","juegos o juguetes",23,14,"6",4,2,2,20,0,5,5,5,5,3,5,5,5,5,5,5
228,"ladrillo","muros o paredes",23,14,"7",1,1,1,20,0,5,5,5,5,3,5,5,5,5,5,5
228,"ladrillo","polvo",23,14,"8",2,1,1,20,0,5,5,5,5,3,5,5,5,5,5,5
228,"ladrillo","hacer pintura o colorante",23,14,"9",3,2,2,20,0,5,5,5,5,3,5,5,5,5,5,5
229,"ladrillo","construir inmuebles",23,14,"1",1,1,1,18,0,3,4,2,3,4,4,5,3,3,4,4
229,"ladrillo","decoraciÃ³n",23,14,"2",4,2,2,18,0,3,4,2,3,4,4,5,3,3,4,4
229,"ladrillo","pintar o dibujar  ",23,14,"4",3,2,2,18,0,3,4,2,3,4,4,5,3,3,4,4
229,"ladrillo","mesas",23,14,"5",2,2,2,18,0,3,4,2,3,4,4,5,3,3,4,4
229,"ladrillo","chimeneas",23,14,"6",1,1,1,18,0,3,4,2,3,4,4,5,3,3,4,4
229,"ladrillo","decoraciÃ³n jardÃ­n",23,14,"7",4,2,2,18,0,3,4,2,3,4,4,5,3,3,4,4
230,"ladrillo","construir inmuebles",23,14,"1",1,1,1,18,0,4,4,4,5,4,3,5,4,3,5,4
230,"ladrillo","muros o paredes",23,14,"2",1,1,1,18,0,4,4,4,5,4,3,5,4,3,5,4
231,"ladrillo","construir inmuebles",23,14,"1",1,1,1,21,0,4,5,3,5,4,4,5,5,4,5,4
231,"ladrillo","pisa papeles",23,14,"2",4,2,2,21,0,4,5,3,5,4,4,5,5,4,5,4
231,"ladrillo","pintar o dibujar",23,14,"3",3,2,2,21,0,4,5,3,5,4,4,5,5,4,5,4
231,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"4",3,2,2,21,0,4,5,3,5,4,4,5,5,4,5,4
231,"ladrillo","esculturas",23,14,"5",5,1,1,21,0,4,5,3,5,4,4,5,5,4,5,4
231,"ladrillo","escaleras o escalones",23,14,"6",2,1,2,21,0,4,5,3,5,4,4,5,5,4,5,4
232,"ladrillo","torres",23,14,"1",3,1,1,19,1,5,5,4,5,4,5,5,5,5,5,5
233,"ladrillo","construir inmuebles",23,14,"1",1,1,1,21,1,4,5,5,5,3,4,5,5,4,5,5
233,"ladrillo","arma defensa",23,14,"2",4,2,2,21,1,4,5,5,5,3,4,5,5,4,5,5
233,"ladrillo","escaleras o escalones",23,14,"3",2,1,2,21,1,4,5,5,5,3,4,5,5,4,5,5
233,"ladrillo","equilibrar o balancear",23,14,"4",3,2,2,21,1,4,5,5,5,3,4,5,5,4,5,5
233,"ladrillo","esculturas",23,14,"5",5,1,1,21,1,4,5,5,5,3,4,5,5,4,5,5
234,"ladrillo","construir inmuebles",23,14,"1",1,1,1,21,0,4,4,3,3,4,3,5,5,4,4,3
234,"ladrillo","asientos",23,14,"2",2,1,2,21,0,4,4,3,3,4,3,5,5,4,4,3
234,"ladrillo","pisa papeles",23,14,"3",4,2,2,21,0,4,4,3,3,4,3,5,5,4,4,3
234,"ladrillo","esculturas",23,14,"4",5,1,1,21,0,4,4,3,3,4,3,5,5,4,4,3
234,"ladrillo","arma defensa",23,14,"5",4,2,2,21,0,4,4,3,3,4,3,5,5,4,4,3
234,"ladrillo","ocultar",23,14,"6",2,2,2,21,0,4,4,3,3,4,3,5,5,4,4,3
235,"ladrillo","muros o paredes",23,14,"1",1,1,1,24,1,4,5,2,4,5,3,5,4,5,5,4
235,"ladrillo","decoraciÃ³n jardÃ­n",23,14,"2",4,2,2,24,1,4,5,2,4,5,3,5,4,5,5,4
235,"ladrillo","polvo",23,14,"3",2,1,1,24,1,4,5,2,4,5,3,5,4,5,5,4
235,"ladrillo","soporte o base",23,14,"4",2,1,1,24,1,4,5,2,4,5,3,5,4,5,5,4
236,"ladrillo","pisos",23,14,"1",2,1,1,22,1,3,3,4,3,3,4,5,4,4,4,3
236,"ladrillo","muros o paredes",23,14,"2",1,1,1,22,1,3,3,4,3,3,4,5,4,4,4,3
236,"ladrillo","torres",23,14,"3",3,1,1,22,1,3,3,4,3,3,4,5,4,4,4,3
236,"ladrillo","escaleras o escalones",23,14,"4",2,1,2,22,1,3,3,4,3,3,4,5,4,4,4,3
236,"ladrillo","barrera",23,14,"5",1,1,1,22,1,3,3,4,3,3,4,5,4,4,4,3
237,"ladrillo","construir inmuebles",23,14,"1",1,1,1,19,0,1,1,4,2,1,3,1,1,1,1,1
237,"ladrillo","muros o paredes",23,14,"2",1,1,1,19,0,1,1,4,2,1,3,1,1,1,1,1
237,"ladrillo","juegos o juguetes",23,14,"3",4,2,2,19,0,1,1,4,2,1,3,1,1,1,1,1
237,"ladrillo","polvo",23,14,"4",2,1,1,19,0,1,1,4,2,1,3,1,1,1,1,1
237,"ladrillo","escribir",23,14,"5",3,2,1,19,0,1,1,4,2,1,3,1,1,1,1,1
238,"ladrillo","construir inmuebles",23,14,"1",1,1,1,24,0,4,3,4,4,3,5,2,3,3,3,4
238,"ladrillo","escaleras o escalones",23,14,"2",2,1,2,24,0,4,3,4,4,3,5,2,3,3,3,4
238,"ladrillo","decoraciÃ³n jardÃ­n",23,14,"3",4,2,2,24,0,4,3,4,4,3,5,2,3,3,3,4
238,"ladrillo","asador o parrilla ",23,14,"4",2,1,1,24,0,4,3,4,4,3,5,2,3,3,3,4
238,"ladrillo","esculturas",23,14,"5",5,1,1,24,0,4,3,4,4,3,5,2,3,3,3,4
238,"ladrillo","decoraciÃ³n jardÃ­n",23,14,"6",4,NA,NA,24,0,4,3,4,4,3,5,2,3,3,3,4
238,"ladrillo","asientos",23,14,"7",2,1,2,24,0,4,3,4,4,3,5,2,3,3,3,4
238,"ladrillo","juegos o juguetes",23,14,"8",4,2,2,24,0,4,3,4,4,3,5,2,3,3,3,4
238,"ladrillo","pintar o dibujar ",23,14,"9",3,2,2,24,0,4,3,4,4,3,5,2,3,3,3,4
239,"ladrillo","construir inmuebles",23,14,"1",1,1,1,19,1,3,2,4,3,3,4,2,3,4,3,4
239,"ladrillo","pesas deporte",23,14,"2",4,3,3,19,1,3,2,4,3,3,4,2,3,4,3,4
239,"ladrillo","asientos",23,14,"3",2,1,2,19,1,3,2,4,3,3,4,2,3,4,3,4
239,"ladrillo","mesas",23,14,"4",2,2,2,19,1,3,2,4,3,3,4,2,3,4,3,4
239,"ladrillo","muebles",23,14,"5",2,2,2,19,1,3,2,4,3,3,4,2,3,4,3,4
239,"ladrillo","arma defensa",23,14,"6",4,2,2,19,1,3,2,4,3,3,4,2,3,4,3,4
239,"ladrillo","sostener",23,14,"7",3,1,1,19,1,3,2,4,3,3,4,2,3,4,3,4
240,"ladrillo","construir inmuebles",23,14,"1",1,1,1,21,0,5,5,5,5,4,4,5,5,5,5,5
240,"ladrillo","pintar o dibujar",23,14,"2",3,2,2,21,0,5,5,5,5,4,4,5,5,5,5,5
240,"ladrillo","esculturas",23,14,"3",5,1,1,21,0,5,5,5,5,4,4,5,5,5,5,5
240,"ladrillo","juegos o juguetes",23,14,"4",4,2,2,21,0,5,5,5,5,4,4,5,5,5,5,5
241,"ladrillo","construir inmuebles",23,14,"1",1,1,1,24,0,5,5,4,5,5,5,5,5,5,5,5
241,"ladrillo","tallar, grabar o rayar",23,14,"10",3,2,2,24,0,5,5,4,5,5,5,5,5,5,5,5
241,"ladrillo","calzado",23,14,"11",3,2,2,24,0,5,5,4,5,5,5,5,5,5,5,5
241,"ladrillo","asientos",23,14,"12",2,1,2,24,0,5,5,4,5,5,5,5,5,5,5,5
241,"ladrillo","muebles",23,14,"13",2,2,2,24,0,5,5,4,5,5,5,5,5,5,5,5
241,"ladrillo","sostener",23,14,"14",3,1,1,24,0,5,5,4,5,5,5,5,5,5,5,5
241,"ladrillo","pesas deporte",23,14,"15",4,3,3,24,0,5,5,4,5,5,5,5,5,5,5,5
241,"ladrillo","pisa papeles",23,14,"2",4,2,2,24,0,5,5,4,5,5,5,5,5,5,5,5
241,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"3",3,2,2,24,0,5,5,4,5,5,5,5,5,5,5,5
241,"ladrillo","escaleras o escalones",23,14,"4",2,1,2,24,0,5,5,4,5,5,5,5,5,5,5,5
241,"ladrillo","separador",23,14,"5",3,2,2,24,0,5,5,4,5,5,5,5,5,5,5,5
241,"ladrillo","decoraciÃ³n",23,14,"6",4,2,2,24,0,5,5,4,5,5,5,5,5,5,5,5
241,"ladrillo","albercas",23,14,"7",4,2,2,24,0,5,5,4,5,5,5,5,5,5,5,5
241,"ladrillo","juegos o juguetes",23,14,"8",4,2,2,24,0,5,5,4,5,5,5,5,5,5,5,5
241,"ladrillo","chimeneas",23,14,"9",1,1,1,24,0,5,5,4,5,5,5,5,5,5,5,5
242,"ladrillo","pintar o dibujar",23,14,"1",3,2,2,22,1,5,5,4,5,5,3,5,4,4,5,5
242,"ladrillo","arma defensa",23,14,"2",4,2,2,22,1,5,5,4,5,5,3,5,4,4,5,5
242,"ladrillo","equilibrar o balancear",23,14,"3",3,2,2,22,1,5,5,4,5,5,3,5,4,4,5,5
242,"ladrillo","cancha de fÃºtbol",23,14,"4",3,2,2,22,1,5,5,4,5,5,3,5,4,4,5,5
242,"ladrillo","albercas",23,14,"5",4,1,2,22,1,5,5,4,5,5,3,5,4,4,5,5
242,"ladrillo","delimitar superficies",23,14,"6",3,2,2,22,1,5,5,4,5,5,3,5,4,4,5,5
242,"ladrillo","romper o destruir ",23,14,"7",4,2,2,22,1,5,5,4,5,5,3,5,4,4,5,5
243,"ladrillo","construir inmuebles",23,14,"1",1,1,1,18,0,5,5,4,5,4,4,3,3,4,5,4
243,"ladrillo","pesas deporte",23,14,"10",4,3,3,18,0,5,5,4,5,4,4,3,3,4,5,4
243,"ladrillo","karate",23,14,"11",2,3,2,18,0,5,5,4,5,4,4,3,3,4,5,4
243,"ladrillo","fogatas",23,14,"2",3,1,1,18,0,5,5,4,5,4,4,3,3,4,5,4
243,"ladrillo","pisos",23,14,"3",2,1,1,18,0,5,5,4,5,4,4,3,3,4,5,4
243,"ladrillo","muros o paredes",23,14,"4",1,1,1,18,0,5,5,4,5,4,4,3,3,4,5,4
243,"ladrillo","chimeneas",23,14,"5",1,1,1,18,0,5,5,4,5,4,4,3,3,4,5,4
243,"ladrillo","equilibrar o balancear",23,14,"6",3,2,2,18,0,5,5,4,5,4,4,3,3,4,5,4
243,"ladrillo","muebles",23,14,"7",2,2,2,18,0,5,5,4,5,4,4,3,3,4,5,4
243,"ladrillo","asientos",23,14,"8",2,1,2,18,0,5,5,4,5,4,4,3,3,4,5,4
243,"ladrillo","arma defensa ",23,14,"9",4,2,2,18,0,5,5,4,5,4,4,3,3,4,5,4
244,"ladrillo","construir inmuebles",23,14,"1",1,1,1,18,0,4,5,5,4,4,4,5,5,4,5,5
244,"ladrillo","arma defensa",23,14,"2",4,2,2,18,0,4,5,5,4,4,4,5,5,4,5,5
244,"ladrillo","soporte o base",23,14,"3",2,1,1,18,0,4,5,5,4,4,4,5,5,4,5,5
244,"ladrillo","pintar o dibujar  ",23,14,"4",3,2,2,18,0,4,5,5,4,4,4,5,5,4,5,5
244,"ladrillo","romper o destruir",23,14,"5",4,2,2,18,0,4,5,5,4,4,4,5,5,4,5,5
244,"ladrillo","polvo",23,14,"6",2,1,1,18,0,4,5,5,4,4,4,5,5,4,5,5
245,"ladrillo","construir inmuebles",23,14,"1",1,1,1,19,0,3,4,4,3,4,5,5,3,3,4,5
245,"ladrillo","aislante de temperatura",23,14,"2",4,3,3,19,0,3,4,4,3,4,5,5,3,3,4,5
245,"ladrillo","juegos o juguetes",23,14,"3",4,2,2,19,0,3,4,4,3,4,5,5,3,3,4,5
245,"ladrillo","bardas",23,14,"4",1,1,1,19,0,3,4,4,3,4,5,5,3,3,4,5
246,"ladrillo","construir inmuebles",23,14,"1",1,1,1,19,0,5,5,5,5,5,5,5,4,4,4,5
246,"ladrillo","contrapeso",23,14,"2",4,2,2,19,0,5,5,5,5,5,5,5,4,4,4,5
246,"ladrillo","moldear o aplanar",23,14,"3",5,1,2,19,0,5,5,5,5,5,5,5,4,4,4,5
246,"ladrillo","escaleras o escalones",23,14,"4",2,1,2,19,0,5,5,5,5,5,5,5,4,4,4,5
247,"ladrillo","mesas",23,14,"1",2,2,2,21,0,5,5,4,5,5,5,5,4,4,5,5
247,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"2",3,2,1,21,0,5,5,4,5,5,5,5,4,4,5,5
248,"ladrillo","construir inmuebles",23,14,"1",1,1,1,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,"ladrillo","cancha de fÃºtbol",23,14,"2",3,2,2,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,"ladrillo","pisos",23,14,"4",2,1,1,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,"ladrillo","construir inmuebles",23,14,"1",1,1,1,24,1,4,4,4,3,4,4,3,4,4,3,4
249,"ladrillo","cancha de fÃºtbol",23,14,"2",3,2,2,24,1,4,4,4,3,4,4,3,4,4,3,4
249,"ladrillo","arma defensa",23,14,"3",4,2,2,24,1,4,4,4,3,4,4,3,4,4,3,4
249,"ladrillo","escaleras o escalones",23,14,"4",2,1,1,24,1,4,4,4,3,4,4,3,4,4,3,4
249,"ladrillo","pintar o dibujar",23,14,"5",3,2,2,24,1,4,4,4,3,4,4,3,4,4,3,4
249,"ladrillo","ocultar",23,14,"6",2,2,2,24,1,4,4,4,3,4,4,3,4,4,3,4
250,"ladrillo","construir inmuebles",23,14,"1",1,1,1,21,0,5,5,5,5,5,4,5,4,4,5,4
250,"ladrillo","cancha de fÃºtbol",23,14,"2",3,2,2,21,0,5,5,5,5,5,4,5,4,4,5,4
250,"ladrillo","delimitar superficies",23,14,"3",3,2,2,21,0,5,5,5,5,5,4,5,4,4,5,4
250,"ladrillo","escaleras o escalones",23,14,"4",2,1,2,21,0,5,5,5,5,5,4,5,4,4,5,4
250,"ladrillo","pista",23,14,"5",3,2,2,21,0,5,5,5,5,5,4,5,4,4,5,4
250,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"6",3,2,2,21,0,5,5,5,5,5,4,5,4,4,5,4
250,"ladrillo","arma defensa",23,14,"7",4,2,2,21,0,5,5,5,5,5,4,5,4,4,5,4
250,"ladrillo","esculturas",23,14,"8",5,1,1,21,0,5,5,5,5,5,4,5,4,4,5,4
251,"ladrillo","construir inmuebles",23,14,"1",1,1,1,21,1,3,3,4,4,3,4,4,4,3,4,4
251,"ladrillo","arma defensa",23,14,"2",4,2,2,21,1,3,3,4,4,3,4,4,4,3,4,4
251,"ladrillo","escaleras o escalones",23,14,"3",2,1,2,21,1,3,3,4,4,3,4,4,4,3,4,4
251,"ladrillo","asientos",23,14,"4",2,1,2,21,1,3,3,4,4,3,4,4,4,3,4,4
251,"ladrillo","pisa papeles",23,14,"5",4,2,2,21,1,3,3,4,4,3,4,4,4,3,4,4
251,"ladrillo","juegos o juguetes",23,14,"6",4,2,2,21,1,3,3,4,4,3,4,4,4,3,4,4
254,"ladrillo","construir inmuebles",23,14,"1",1,1,1,24,1,5,5,5,5,4,4,5,5,4,4,5
254,"ladrillo","puentes",23,14,"2",2,1,1,24,1,5,5,5,5,4,4,5,5,4,4,5
254,"ladrillo","escaleras o escalones",23,14,"3",2,1,2,24,1,5,5,5,5,4,4,5,5,4,4,5
254,"ladrillo","arcilla",23,14,"4",2,1,1,24,1,5,5,5,5,4,4,5,5,4,4,5
254,"ladrillo","muros o paredes",23,14,"5",1,1,1,24,1,5,5,5,5,4,4,5,5,4,4,5
254,"ladrillo","muebles",23,14,"6",2,2,2,24,1,5,5,5,5,4,4,5,5,4,4,5
254,"ladrillo","arma defensa",23,14,"7",4,2,2,24,1,5,5,5,5,4,4,5,5,4,4,5
254,"ladrillo","crear mÃºsica",23,14,"8",5,3,3,24,1,5,5,5,5,4,4,5,5,4,4,5
254,"ladrillo","romper o destruir",23,14,"9",4,2,2,24,1,5,5,5,5,4,4,5,5,4,4,5
255,"ladrillo","construir inmuebles",23,14,"1",1,1,1,22,0,5,4,5,5,4,5,4,5,5,4,4
255,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"2",3,2,2,22,0,5,4,5,5,4,5,4,5,5,4,4
255,"ladrillo","contrapeso",23,14,"3",4,2,2,22,0,5,4,5,5,4,5,4,5,5,4,4
255,"ladrillo","herramienta",23,14,"4",3,2,2,22,0,5,4,5,5,4,5,4,5,5,4,4
255,"ladrillo","arma defensa",23,14,"5",4,2,2,22,0,5,4,5,5,4,5,4,5,5,4,4
