ID,prompt,response,set,lab,response_cleaned,rater1,rater2,rater3,Total_CAQ,Total_KDOCS
119,steen,spel,7,3,spel,2,3,2,2,130
10,steen,spelen,7,3,spelen,2,3,2,4,140
28,steen,spelen,7,3,spelen,2,3,2,11,191
55,steen,Spelen,7,3,spelen,2,3,2,7,162
74,steen,Spelen,7,3,spelen,2,3,2,1,154
124,steen,Spelen,7,3,spelen,2,3,2,5,139
132,steen,Mee spelen,7,3,spelen,2,3,2,3,164
119,steen,spelen,7,3,spelen,2,3,2,2,130
120,steen,spongebob,7,3,spongebob,0,0,3,3,135
120,steen,spongebob-broek,7,3,spongebob broek,1,0,4,3,135
103,steen,Sportelement opstellen (overheen springen o.i.d.),7,3,sportelement opstellen,3,3,3,3,135
80,steen,Mee sporten,7,3,sporten,3,3,2,9,183
76,steen,staal,7,3,staal,0,0,0,8,151
68,steen,Er op staan,7,3,staan,2,1,2,2,125
10,steen,op staan,7,3,staan,2,1,2,4,140
78,steen,staan,7,3,staan,2,1,2,0,186
98,steen,Staat,7,3,staat,0,1,0,4,202
102,steen,Stamper,7,3,stamper,3,3,3,5,177
7,steen,Standaard,7,3,standaard,2,2,2,2,161
10,steen,als standaard,7,3,standaard,2,2,2,4,140
102,steen,Standaard,7,3,standaard,2,2,2,5,177
14,steen,stapelen,7,3,stapelen,1,2,1,7,159
4,steen,Stapelen,7,3,stapelen,1,2,1,0,142
31,steen,Stapelen,7,3,stapelen,1,2,1,2,163
90,steen,Stapelen,7,3,stapelen,1,2,1,0,119
64,steen,Stapelen,7,3,stapelen,1,2,1,0,128
81,steen,stapelen,7,3,stapelen,1,2,1,10,134
92,steen,stapelen,7,3,stapelen,1,2,1,4,160
116,steen,Stapelen,7,3,stapelen,1,2,1,1,150
89,steen,Gebruiken als stapelobject,7,3,stapelobject,1,2,1,17,194
80,steen,Statief,7,3,statief,3,3,2,9,183
18,steen,Steen,7,3,steen,0,0,1,3,137
18,steen,Steen,7,3,steen,0,0,1,3,137
110,steen,Steen,7,3,steen,0,0,1,3,176
110,steen,Steen,7,3,steen,0,0,1,3,176
78,steen,steen,7,3,steen,0,0,1,0,186
111,steen,Steen,7,3,steen,0,0,1,3,143
60,steen,Steen,7,3,steen,0,0,1,5,191
73,steen,steen,7,3,steen,0,0,1,4,156
94,steen,Steen,7,3,steen,0,0,1,3,146
98,steen,Steen,7,3,steen,0,0,1,4,202
22,steen,Steenfabriek,7,3,steenfabriek,0,0,1,9,199
36,steen,steenfabriek,7,3,steenfabriek,0,0,1,7,159
23,steen,Als steengrill,7,3,steengrill,3,2,2,1,147
48,steen,Steenoven,7,3,steenoven,3,2,2,2,138
96,steen,Steenoven,7,3,steenoven,3,2,2,3,192
68,steen,Steken,7,3,steken,2,2,2,2,125
81,steen,stempelen,7,3,stempelen,3,2,3,10,134
42,steen,Stenen,7,3,stenen,0,0,1,11,169
96,steen,Stenen bakjes,7,3,stenen bakjes,3,3,2,3,192
28,steen,stenen voetbal,7,3,stenen voetbal,3,4,3,11,191
61,steen,Als steun gebruiken,7,3,steun,2,2,2,1,135
61,steen,Steun,7,3,steun,2,2,2,1,135
69,steen,Steun,7,3,steun,2,2,2,0,131
18,steen,Stevig,7,3,stevig,0,0,0,3,137
73,steen,stevig,7,3,stevig,0,0,0,4,156
58,steen,Stoel mee maken,7,3,stoel,3,2,2,3,178
75,steen,Stoel maken,7,3,stoel,3,2,2,1,135
110,steen,Stoel,7,3,stoel,2,2,2,3,176
83,steen,Stoel,7,3,stoel,2,2,2,3,148
95,steen,een stoel,7,3,stoel,2,2,2,3,153
24,steen,stoel,7,3,stoel,2,2,2,11,190
86,steen,Stoel,7,3,stoel,2,2,2,5,133
91,steen,Stoel van maken,7,3,stoel,3,2,2,1,139
114,steen,Stoelen,7,3,stoelen,2,2,2,4,135
42,steen,Stoep,7,3,stoep,1,1,1,11,169
42,steen,Stoep,7,3,stoep,1,1,1,11,169
84,steen,Stoep maken,7,3,stoep,1,1,1,2,145
128,steen,Stoep,7,3,stoep,1,1,1,4,130
83,steen,Stoep,7,3,stoep,1,1,1,3,148
118,steen,Stoep,7,3,stoep,1,1,1,0,157
98,steen,Stoep,7,3,stoep,1,1,1,4,202
102,steen,Stoepkrijt,7,3,stoepkrijt,2,3,3,5,177
29,steen,stoepkrijten,7,3,stoepkrijten,2,3,3,1,134
90,steen,Straat,7,3,straat,1,1,1,0,119
36,steen,straat,7,3,straat,1,1,1,7,159
90,steen,Straat,7,3,straat,1,1,1,0,119
29,steen,straat,7,3,straat,1,1,1,1,134
48,steen,Straat,7,3,straat,1,1,1,2,138
58,steen,Straat mee aanleggen,7,3,straat aanleggen,1,1,1,3,178
10,steen,straat mee betegelen,7,3,straat betegelen,1,1,1,4,140
51,steen,straat betegelen,7,3,straat betegelen,1,1,1,1,148
64,steen,Straat betegelen,7,3,straat betegelen,1,1,1,0,128
55,steen,Straat leggen,7,3,straat leggen,1,1,1,7,162
58,steen,Een straat mee leggen,7,3,straat leggen,1,1,1,3,178
68,steen,Straat leggen,7,3,straat leggen,1,1,1,2,125
75,steen,Straat leggen,7,3,straat leggen,1,1,1,1,135
67,steen,Straat leggen,7,3,straat leggen,1,1,1,3,128
75,steen,Straat tegelen,7,3,straat tegelen,1,1,1,1,135
34,steen,straatje leggen,7,3,straatje leggen,1,1,1,6,151
95,steen,straten leggen,7,3,straten leggen,1,1,1,3,153
80,steen,Stukjes hakken,7,3,stukjes hakken,1,3,1,9,183
69,steen,Symbool,7,3,symbool,0,4,3,0,131
58,steen,Tafel mee maken,7,3,tafel,3,2,2,3,178
128,steen,Tafel,7,3,tafel,2,2,2,4,130
69,steen,Tafel,7,3,tafel,2,2,2,0,131
83,steen,Tafel,7,3,tafel,2,2,2,3,148
95,steen,tafel,7,3,tafel,2,2,2,3,153
86,steen,Tafel,7,3,tafel,2,2,2,5,133
37,steen,Tafelpoot verhogen,7,3,tafelpoot verhogen,3,2,2,4,164
3,steen,tafeltje,7,3,tafeltje,2,2,2,2,159
24,steen,als tafeltje,7,3,tafeltje,2,2,2,11,190
94,steen,Technisch,7,3,technisch,0,0,0,3,146
42,steen,Tegel,7,3,tegel,1,0,1,11,169
58,steen,Twee tegen elkaar klappen en gebruiken als start sein,7,3,tegen elkaar klappen start sein,4,5,4,3,178
51,steen,tegenaan schoppen,7,3,tegenaan schoppen,2,3,1,1,148
61,steen,Iets tegenhouden,7,3,tegenhouden,2,2,2,1,135
61,steen,Iets tegenhouden,7,3,tegenhouden,2,2,2,1,135
68,steen,Er op tekenen,7,3,tekenen,2,3,3,2,125
71,steen,Op tekenen,7,3,tekenen,2,3,3,8,162
91,steen,Als Tennisracket gebruiken,7,3,tennisracket,4,4,4,1,139
54,steen,Tentoonstellen Amfi of BPH,7,3,tentoonstellen amfi bph,2,4,3,6,183
28,steen,thuis gewichtheffen,7,3,thuis gewichtheffen,3,3,2,11,191
132,steen,Tillen,7,3,tillen,2,1,2,3,164
29,steen,timmeren,7,3,timmeren,3,2,2,1,134
22,steen,Toren van maken,7,3,toren,1,2,2,9,199
132,steen,Toren maken,7,3,toren,1,2,2,3,164
71,steen,Toren bouwen,7,3,toren bouwen,1,2,2,8,162
75,steen,Toren bouwen,7,3,toren bouwen,1,2,2,1,135
28,steen,toren bouwen,7,3,toren bouwen,1,2,2,11,191
71,steen,Toren bouwen,7,3,toren bouwen,1,2,2,8,162
75,steen,Toren bouwen,7,3,toren bouwen,1,2,2,1,135
74,steen,Trainen,7,3,trainen,3,3,2,1,154
124,steen,Trainen,7,3,trainen,3,3,2,5,139
93,steen,Trainen als gewicht,7,3,trainen gewicht,3,3,2,5,186
93,steen,Trainen voor spierballen,7,3,trainen spierballen,3,3,2,5,186
103,steen,Trap maken,7,3,trap,1,3,2,3,135
103,steen,Trap opstellen,7,3,trap opstellen,1,3,2,3,135
90,steen,Trui,7,3,trui,1,4,4,0,119
85,steen,Tuin,7,3,tuin,1,1,2,5,147
123,steen,voor in je tuin,7,3,tuin,1,1,2,1,176
20,steen,Tuin aanleggen,7,3,tuin aanleggen,1,1,2,1,153
114,steen,Tuinbeeldjes,7,3,tuinbeeldjes,2,3,3,4,135
15,steen,tuinmeubel,7,3,tuinmeubel,2,2,3,2,170
20,steen,Tunnel,7,3,tunnel,1,1,2,1,153
4,steen,Iets uitbeelden,7,3,uitbeelden,1,3,3,0,142
4,steen,Iets uitbeelden,7,3,uitbeelden,1,3,3,0,142
121,steen,Uithollen,7,3,uithollen,2,3,2,1,111
12,steen,Uitkijktoren,7,3,uitkijktoren,1,2,2,0,152
100,steen,Vabahahhaha,7,3,vabahahhaha,0,0,0,0,169
18,steen,Vallen,7,3,vallen,1,0,0,3,137
28,steen,vandalen apparaat,7,3,vandalen apparaat,2,0,2,11,191
68,steen,Vast pakken,7,3,vast pakken,1,1,1,2,125
51,steen,vastlijmen,7,3,vastlijmen,2,1,1,1,148
80,steen,Vastmaken aan iets,7,3,vastmaken,2,1,1,9,183
4,steen,Iets vastzetten,7,3,vastzetten,2,1,2,0,142
63,steen,Vastzetten van iets,7,3,vastzetten,2,1,2,6,115
33,steen,vastzetten tegen wind,7,3,vastzetten tegen wind,2,2,2,7,160
49,steen,ve,7,3,ve,0,0,0,8,130
131,steen,Ve,7,3,ve,0,0,0,3,122
18,steen,Veiligheid,7,3,veiligheid,0,1,0,3,137
112,steen,veiligheid,7,3,veiligheid,0,1,0,5,136
34,steen,ver gooi wedstrijd,7,3,ver gooi wedstrijd,4,3,3,6,151
59,steen,Verbouwing,7,3,verbouwing,1,1,1,3,140
58,steen,Verbrijzelen,7,3,verbrijzelen,1,2,1,3,178
80,steen,Verbrijzelen,7,3,verbrijzelen,1,2,1,9,183
46,steen,Verdedigingsvoorwerp,7,3,verdedigingsvoorwerp,2,2,2,3,136
49,steen,verduisteren,7,3,verduisteren,1,3,2,8,130
22,steen,Verf van maken,7,3,verf,3,4,3,9,199
110,steen,Verf,7,3,verf,2,4,3,3,176
81,steen,vergruizen,7,3,vergruizen,2,3,1,10,134
40,steen,Iets verhogen,7,3,verhogen,2,2,2,0,140
40,steen,Iets verhogen,7,3,verhogen,2,2,2,0,140
7,steen,Verhoging,7,3,verhoging,2,2,2,2,161
25,steen,Verhoging,7,3,verhoging,2,2,2,4,174
85,steen,verhogi,7,3,verhoging,2,2,2,5,147
7,steen,Verhoging,7,3,verhoging,2,2,2,2,161
85,steen,Verhoging,7,3,verhoging,2,2,2,5,147
93,steen,Verhoging gebruiken,7,3,verhoging,2,2,2,5,186
114,steen,Verhoging,7,3,verhoging,2,2,2,4,135
49,steen,verhoging,7,3,verhoging,2,2,2,8,130
11,steen,Verhoging van bed of kast,7,3,verhoging bed kast,2,2,2,4,163
84,steen,Verhoging als je er op staat,7,3,verhoging staat,2,2,2,2,145
93,steen,Verhoging voor een stoel,7,3,verhoging stoel,2,2,2,5,186
76,steen,verkleurd,7,3,verkleurd,2,0,0,8,151
85,steen,Vermalen,7,3,vermalen,2,3,1,5,147
102,steen,Om mee te vermalen,7,3,vermalen,2,3,1,5,177
30,steen,verplaatsen,7,3,verplaatsen,1,1,1,0,131
80,steen,Vers,7,3,vers,0,0,0,9,183
76,steen,verschillende kleuren,7,3,verschillende kleuren,0,0,3,8,151
76,steen,verschillende lagen,7,3,verschillende lagen,0,1,3,8,151
30,steen,verschuiven,7,3,verschuiven,1,1,1,0,131
123,steen,versiering,7,3,versiering,2,2,3,1,176
131,steen,Als versiering gebruiken,7,3,versiering,2,2,3,3,122
129,steen,Gebruiken als versiering in je tuin,7,3,versiering tuin,2,2,3,1,106
116,steen,Verstevigen,7,3,verstevigen,2,2,2,1,150
44,steen,Versteviging,7,3,versteviging,2,2,2,1,166
16,steen,versteviging voor mijn palletbed,7,3,versteviging pallet bed,3,2,2,3,168
15,steen,versteviging om plastic te bevestigen,7,3,versteviging plastic bevestigen,2,2,2,2,170
44,steen,Versteviging van voorwerpen,7,3,versteviging voorwerpen,2,2,2,1,166
51,steen,verstoppen,7,3,verstoppen,1,3,2,1,148
58,steen,Verven,7,3,verven,2,3,3,3,178
51,steen,verven,7,3,verven,2,3,3,1,148
81,steen,verven,7,3,verven,2,3,3,10,134
54,steen,Verfen,7,3,verven,2,3,3,6,183
119,steen,verven,7,3,verven,2,3,3,2,130
85,steen,Vervormen,7,3,vervormen,1,3,2,5,147
45,steen,verwerken in kunstwerk,7,3,verwerken kunstwerk,2,3,3,8,157
93,steen,Verwonden,7,3,verwonden,2,2,2,5,186
61,steen,Iets verzwaren,7,3,verzwaren,2,2,2,1,135
11,steen,Iets mee verzwaren,7,3,verzwaren,2,2,2,4,163
61,steen,Iets verzwaren,7,3,verzwaren,2,2,2,1,135
33,steen,iets verzwaren,7,3,verzwaren,2,2,2,7,160
45,steen,iets verzwaren tegen de wind,7,3,verzwaren tegen wind,2,2,2,8,157
65,steen,Vestigingen,7,3,vestigingen,2,1,2,3,155
18,steen,Vierkant,7,3,vierkant,0,0,3,3,137
65,steen,Vierkant,7,3,vierkant,0,0,3,3,155
77,steen,vierkant,7,3,vierkant,0,0,3,5,166
98,steen,Vierkant,7,3,vierkant,0,0,3,4,202
18,steen,Vies,7,3,vies,0,0,0,3,137
12,steen,Vila,7,3,villa,1,1,2,0,152
71,steen,Vis vangen,7,3,vis vangen,4,4,3,8,162
54,steen,In vitrine kast plaatsen,7,3,vitrine kast plaatsen,2,1,2,6,183
90,steen,Vloer,7,3,vloer,1,1,2,0,119
90,steen,Vloer,7,3,vloer,1,1,2,0,119
42,steen,Voeg,7,3,voeg,1,1,2,11,169
36,steen,voegen,7,3,voegen,1,1,2,7,159
12,steen,Voetbalkuil,7,3,voetbalkuil,3,3,3,0,152
86,steen,Voeten steun,7,3,voeten steun,2,2,2,5,133
122,steen,Voetenbank,7,3,voetenbank,2,2,2,4,171
58,steen,Voetenbankje,7,3,voetenbankje,2,2,2,3,178
85,steen,Voetensteun,7,3,voetensteun,2,2,2,5,147
83,steen,Voetensteun,7,3,voetensteun,2,2,2,3,148
84,steen,Voetensteuntje,7,3,voetensteuntje,2,2,2,2,145
85,steen,Voetsteuntje,7,3,voetsteuntje,2,2,2,5,147
2,steen,voetstuk,7,3,voetstuk,2,2,2,8,162
34,steen,voorkomen dat auto wegrolt (of caravan),7,3,voorkomen auto wegrolt,3,2,3,6,151
44,steen,Voorkomen dat iets wegwaait,7,3,voorkomen wegwaait,2,2,2,1,166
44,steen,Voorkomen dat iets wegwaait,7,3,voorkomen wegwaait,2,2,2,1,166
77,steen,vorm,7,3,vorm,0,0,3,5,166
22,steen,Vorm van nemen en er een brood uit bakken,7,3,vorm nemen brood bakken,4,3,3,9,199
18,steen,Vrienden,7,3,vrienden,0,0,0,3,137
96,steen,Vrijwel heel Amsterdam,7,3,vrijwel heel amsterdam,0,0,0,3,192
74,steen,Vuurmaken,7,3,vuur,1,3,3,1,154
98,steen,Vuur,7,3,vuur,0,3,2,4,202
75,steen,Vuurkorf maken,7,3,vuurkorf,2,3,2,1,135
58,steen,Vuurkorf mee maken,7,3,vuurkorf,2,3,2,3,178
8,steen,Vuurplaats,7,3,vuurplaats,2,3,2,7,171
23,steen,Als wapen,7,3,wapen,2,2,2,1,147
40,steen,Wapen,7,3,wapen,2,2,2,0,140
44,steen,Wapen,7,3,wapen,2,2,2,1,166
23,steen,Wapen,7,3,wapen,2,2,2,1,147
40,steen,Wapen,7,3,wapen,2,2,2,0,140
44,steen,Wapen,7,3,wapen,2,2,2,1,166
102,steen,Wapen,7,3,wapen,2,2,2,5,177
38,steen,als wapen,7,3,wapen,2,2,2,6,140
63,steen,Wapen,7,3,wapen,2,2,2,6,115
91,steen,Als wapen gebruiken,7,3,wapen,2,2,2,1,139
60,steen,Warm,7,3,warm,0,0,0,5,191
76,steen,warm,7,3,warm,0,0,0,8,151
94,steen,Warm,7,3,warm,0,0,0,3,146
22,steen,In het water gooien,7,3,water gooien,1,1,1,9,199
49,steen,water tegenhouden,7,3,water tegenhouden,2,2,2,8,130
7,steen,Waxinelicjthouder,7,3,waxinelichthouder,5,3,3,2,161
58,steen,Wc pot,7,3,wc pot,4,4,4,3,178
22,steen,Weg,7,3,weg,1,1,1,9,199
78,steen,weg,7,3,weg,1,1,1,0,186
83,steen,Weg,7,3,weg,1,1,1,3,148
118,steen,Weg,7,3,weg,1,1,1,0,157
12,steen,Weg,7,3,weg,1,1,1,0,152
96,steen,Een weg,7,3,weg,1,1,1,3,192
14,steen,weg aanleggen,7,3,weg aanleggen,1,1,1,7,159
22,steen,Weg van bouwen,7,3,weg bouwen,1,1,1,9,199
36,steen,wegen,7,3,wegen,2,1,1,7,159
132,steen,Wegen,7,3,wegen,2,1,1,3,164
107,steen,Wegen,7,3,wegen,2,1,1,3,176
67,steen,Weggooien,7,3,weggooien,1,1,1,3,128
111,steen,Werken,7,3,werken,1,1,2,3,143
59,steen,Wit,7,3,wit,0,0,0,3,140
18,steen,Wond,7,3,wond,0,1,0,3,137
98,steen,Zagen,7,3,zagen,1,3,2,4,202
59,steen,Zand,7,3,zand,1,0,2,3,140
96,steen,Zand,7,3,zand,1,0,2,3,192
98,steen,Zand,7,3,zand,1,0,2,4,202
12,steen,Zandbak,7,3,zandbak,2,2,2,0,152
16,steen,zandbak omlijning,7,3,zandbak omlijning,2,2,2,3,168
114,steen,Zelfdefensie,7,3,zelfbescherming,2,2,2,4,135
18,steen,Ziekenhuis,7,3,ziekenhuis,0,1,2,3,137
28,steen,zink hulpstuk,7,3,zink hulpstuk,2,2,2,11,191
97,steen,Zinken,7,3,zinken,2,2,2,1,152
3,steen,zitje,7,3,zitje,2,2,2,2,159
47,steen,Zitje,7,3,zitje,2,2,2,2,152
18,steen,Zitplaats,7,3,zitplaats,2,2,2,3,137
85,steen,Zitplaats,7,3,zitplaats,2,2,2,5,147
39,steen,Zitplek maken,7,3,zitplek,2,2,2,3,145
10,steen,op zitten,7,3,zitten,2,2,2,4,140
80,steen,Op zitten,7,3,zitten,2,2,2,9,183
85,steen,Zitten,7,3,zitten,2,2,2,5,147
10,steen,op zitten,7,3,zitten,2,2,2,4,140
18,steen,Zitten,7,3,zitten,2,2,2,3,137
49,steen,zitten,7,3,zitten,2,2,2,8,130
78,steen,zitten,7,3,zitten,2,2,2,0,186
124,steen,Zitten,7,3,zitten,2,2,2,5,139
125,steen,Er op zitten,7,3,zitten,2,2,2,0,169
33,steen,op zitten,7,3,zitten,2,2,2,7,160
50,steen,zitten,7,3,zitten,2,2,2,2,126
107,steen,Zitten,7,3,zitten,2,2,2,3,176
24,steen,op iets zodat het niet wegvliegt,7,3,zodat niet wegvliegt,2,2,2,11,190
61,steen,Zorgen dat iets niet verzakt,7,3,zorgen niet verzakt,3,2,2,1,135
31,steen,Zwaar,7,3,zwaar,0,0,0,2,163
110,steen,Zwaar,7,3,zwaar,0,0,0,3,176
31,steen,Zwaar,7,3,zwaar,0,0,0,2,163
97,steen,Zwaar,7,3,zwaar,0,0,0,1,152
110,steen,Zwaar,7,3,zwaar,0,0,0,3,176
59,steen,Zwaar,7,3,zwaar,0,0,0,3,140
111,steen,Zwaar,7,3,zwaar,0,0,0,3,143
73,steen,zwaar,7,3,zwaar,0,0,0,4,156
94,steen,Zwaar,7,3,zwaar,0,0,0,3,146
119,steen,zwaar,7,3,zwaar,0,0,0,2,130
89,steen,Gebruiken als zwaar projectiel,7,3,zwaar projectiel,2,0,2,17,194
106,steen,zwaarte gebruiken voor hefboom,7,3,zwaarte hefboom,3,2,2,5,182
54,steen,Zwarte stift,7,3,zwarte stift,2,1,4,6,183
71,steen,Zwembad in de tuin,7,3,zwembad tuin,1,1,2,8,162
100,steen,Voor,7,3,,0,0,0,0,169
100,steen,Hun,7,3,,0,0,0,0,169
111,steen,Veel,7,3,,0,0,0,3,143
89,steen,gebruiken als,7,3,,0,0,0,17,194
4,steen,Iets aandrukken,7,3,aandrukken,2,2,2,0,142
4,steen,Iets aandrukken,7,3,aandrukken,2,2,2,0,142
116,steen,Aandrukken,7,3,aandrukken,2,2,2,1,150
99,steen,Aanvallen,7,3,aanvallen,3,0,2,1,151
31,steen,als achtergrond,7,3,achtergrond,3,3,3,2,163
71,steen,Achtergrond foto,7,3,achtergrond foto,3,3,3,8,162
69,steen,Afbakening,7,3,afbakening,2,2,2,0,131
45,steen,afgrenzing maken,7,3,afgrenzing,2,2,2,8,157
36,steen,afrastering,7,3,afrastering,2,2,2,7,159
47,steen,Afscheiding,7,3,afscheiding,2,2,2,2,152
2,steen,afscheiding in boekenkast,7,3,afscheiding boekenkast,4,2,2,8,162
37,steen,Afscheiding maken op grond,7,3,afscheiding grond,2,2,2,4,164
93,steen,Afsta,7,3,afsta,0,0,0,5,186
23,steen,Als afzetting,7,3,afzetting,2,2,2,1,147
20,steen,Afzetting,7,3,afzetting,2,2,2,1,153
18,steen,Akker,7,3,akker,0,2,2,3,137
18,steen,Akkers,7,3,akkers,0,2,2,3,137
93,steen,Alweer die baksteen?,7,3,alweer baksteen,0,0,0,5,186
53,steen,anker,7,3,anker,3,3,3,1,157
74,steen,Ankeren,7,3,ankeren,3,3,3,1,154
60,steen,Appartement,7,3,appartement,1,0,1,5,191
20,steen,Aquaduct,7,3,aquaduct,1,0,2,1,153
42,steen,Architect,7,3,architect,0,0,3,11,169
42,steen,Architectuur,7,3,architectuur,1,0,3,11,169
76,steen,architectuur,7,3,architectuur,1,0,3,8,151
96,steen,Asbakken,7,3,asbakken,3,0,3,3,192
100,steen,At,7,3,at,0,0,0,0,169
83,steen,Bak,7,3,bak,2,1,2,3,148
98,steen,Bak,7,3,bak,2,1,2,4,202
103,steen,Bakplaat,7,3,bakplaat,3,4,3,3,135
22,steen,Bakstenen schilderen,7,3,bakstenen schilderen,3,3,3,9,199
7,steen,Bal,7,3,bal,3,4,3,2,161
11,steen,Gebruiken bij band verwisselen,7,3,band verwisselen,4,4,3,4,163
75,steen,Bank maken,7,3,bank,3,3,3,1,135
95,steen,een bar van maken,7,3,bar,2,1,3,3,153
128,steen,Bbq (zoals bij parken),7,3,barbecue,2,1,2,4,130
92,steen,barbecue,7,3,barbecue,2,1,2,4,160
46,steen,Barbecue,7,3,barbecue,2,1,2,3,136
90,steen,Barricade,7,3,barricade,2,2,2,0,119
90,steen,Barricade,7,3,barricade,2,2,2,0,119
85,steen,Bedreigen,7,3,bedreigen,2,2,2,5,147
14,steen,beeld maken,7,3,beeld,2,3,3,7,159
14,steen,beeld maken,7,3,beeld,2,3,3,7,159
128,steen,Beeld,7,3,beeld,2,3,3,4,130
128,steen,Beeld bouwen,7,3,beeld bouwen,2,3,3,4,130
110,steen,Beelden,7,3,beelden,2,3,3,3,176
110,steen,Beelden,7,3,beelden,2,3,3,3,176
95,steen,beeldhouw werk,7,3,beeldhouw werk,2,3,3,3,153
7,steen,Beeldhouwen,7,3,beeldhouwen,2,3,3,2,161
84,steen,Beeldhouwen,7,3,beeldhouwen,2,3,3,2,145
85,steen,Beeldhouwen,7,3,beeldhouwen,2,3,3,5,147
7,steen,Beeldhouwen,7,3,beeldhouwen,2,3,3,2,161
84,steen,Beeldhouwen,7,3,beeldhouwen,2,3,3,2,145
85,steen,Beeldhouwen,7,3,beeldhouwen,2,3,3,5,147
83,steen,Beeldhouwen,7,3,beeldhouwen,2,3,3,3,148
86,steen,Beeldhouwen,7,3,beeldhouwen,2,3,3,5,133
51,steen,begraven,7,3,begraven,2,0,1,1,148
111,steen,Beroep,7,3,beroep,0,0,3,3,143
7,steen,Beschilderen,7,3,beschilderen,2,3,3,2,161
80,steen,Beschilderen,7,3,beschilderen,2,3,3,9,183
20,steen,Beschilderen,7,3,beschilderen,2,3,3,1,153
34,steen,beschilderen,7,3,beschilderen,2,3,3,6,151
47,steen,Beschilderen,7,3,beschilderen,2,3,3,2,152
37,steen,Beschilderen,7,3,beschilderen,2,3,3,4,164
20,steen,Beschutting,7,3,beschutting,2,2,2,1,153
68,steen,Bestek,7,3,bestek,1,5,4,2,125
92,steen,betegelen,7,3,betegelen,1,1,1,4,160
42,steen,Beton,7,3,beton,1,0,1,11,169
80,steen,Iemand mee bewusteloos slaan,7,3,bewusteloos slaan,2,1,2,9,183
93,steen,Bieropener,7,3,bieropener,4,4,3,5,186
96,steen,Bloembakken,7,3,bloembakken,3,1,3,3,192
120,steen,bloemenhouder,7,3,bloemenhouder,3,1,3,3,135
114,steen,Bloempot,7,3,bloempot,3,1,3,4,135
11,steen,Bloempot van maken,7,3,bloempot,3,1,3,4,163
110,steen,Blok,7,3,blok,1,0,1,3,176
98,steen,Blok,7,3,blok,1,0,1,4,202
23,steen,Als blokkade,7,3,blokkade,2,2,2,1,147
59,steen,Bob de bouwer,7,3,bob bouwer,0,0,3,3,140
11,steen,Boe,7,3,boe,0,0,0,4,163
11,steen,Boekenhouder,7,3,boekenhouder,4,3,2,4,163
102,steen,Boekenhouder,7,3,boekenhouder,4,3,2,5,177
10,steen,als boekenstandaard,7,3,boekenstandaard,4,3,2,4,140
10,steen,als boekensteun,7,3,boekensteun,4,3,2,4,140
47,steen,Boekensteun,7,3,boekensteun,4,3,2,2,152
49,steen,boekensteun,7,3,boekensteun,4,3,2,8,130
102,steen,Boekhouder,7,3,boekhouder,4,3,2,5,177
38,steen,als boksbal,7,3,boksbal,4,4,3,6,140
54,steen,Boodschap/ kerstwens voor medestudenten,7,3,boodschap kerstwens medestudenten,2,0,4,6,183
71,steen,Boog maken,7,3,boog,1,0,2,8,162
12,steen,Boog,7,3,boog,1,0,2,0,152
97,steen,Boot,7,3,boot,1,0,3,1,152
80,steen,Als bord gebruiken,7,3,bord,3,4,3,9,183
110,steen,Bord,7,3,bord,3,4,3,3,176
7,steen,Bord,7,3,bord,3,4,3,2,161
25,steen,Een bord voor een hipster restaurant,7,3,bord hipster restaurant,5,4,3,4,174
68,steen,Borstel,7,3,borstel,1,5,3,2,125
59,steen,Boterhammen,7,3,boterhammen,1,0,4,3,140
108,steen,Bouw,7,3,bouw,1,1,1,1,159
4,steen,Iets bouwen,7,3,bouwen,1,1,1,0,142
7,steen,Bouwen,7,3,bouwen,1,1,1,2,161
10,steen,bouwen,7,3,bouwen,1,1,1,4,140
22,steen,Bouwen,7,3,bouwen,1,1,1,9,199
31,steen,Bouwen,7,3,bouwen,1,1,1,2,163
36,steen,bouwen,7,3,bouwen,1,1,1,7,159
55,steen,Bouwen,7,3,bouwen,1,1,1,7,162
58,steen,Bouwen,7,3,bouwen,1,1,1,3,178
61,steen,Bouwen,7,3,bouwen,1,1,1,1,135
80,steen,Bouwen,7,3,bouwen,1,1,1,9,183
85,steen,Bouwen,7,3,bouwen,1,1,1,5,147
4,steen,Iets bouwen,7,3,bouwen,1,1,1,0,142
28,steen,zelf bouwen,7,3,bouwen,1,1,1,11,191
31,steen,Bouwen,7,3,bouwen,1,1,1,2,163
36,steen,bouwen,7,3,bouwen,1,1,1,7,159
55,steen,Bouwen,7,3,bouwen,1,1,1,7,162
61,steen,Iets bouwen,7,3,bouwen,1,1,1,1,135
80,steen,Bouwen,7,3,bouwen,1,1,1,9,183
84,steen,Bouwen,7,3,bouwen,1,1,1,2,145
85,steen,Bouwen,7,3,bouwen,1,1,1,5,147
102,steen,Bouwen,7,3,bouwen,1,1,1,5,177
29,steen,bouwen,7,3,bouwen,1,1,1,1,134
49,steen,bouwen,7,3,bouwen,1,1,1,8,130
65,steen,Bouwen,7,3,bouwen,1,1,1,3,155
74,steen,Bouwen,7,3,bouwen,1,1,1,1,154
78,steen,bouwen,7,3,bouwen,1,1,1,0,186
81,steen,er iets mee bouwen,7,3,bouwen,1,1,1,10,134
92,steen,bouwen,7,3,bouwen,1,1,1,4,160
106,steen,bouwen,7,3,bouwen,1,1,1,5,182
108,steen,Bouwen,7,3,bouwen,1,1,1,1,159
