ID,prompt,response,lp,order,coder1,coder2,coder3,coder4,Extr,Aggr,Cons,Neu,Openn,Mach,Psych,Narc,CPI,CSE,ACTIVITY_GENERAL,visual,music,dance,archit,writing,humor,discov,science,theatre,culinary,caq,iq_all,caq_ln,self_everyday,scholarly,performance,mechanical_science,artistic,badd_iq,string_cse,can_cse,brick_cse,age
86210,puszka,puszę można wykorzystać jako popielniczkę,63,p1,1,TRUE,NA,NA,3.2,3.7,3.5,3.1,3.7,5,4.25,3.5,5,5,0.06060606060606061,0,0,0,0,0,0,0,1,0,1,2,4,1.0986122886681098,3.090909090909091,1.8181818181818181,1,1.6666666666666667,1,29,57.5,62.5,49.5,36
86210,puszka,obcinając wieczko jako doniczkę do sadzonek,64,p2,1,TRUE,NA,NA,3.2,3.7,3.5,3.1,3.7,5,4.25,3.5,5,5,0.06060606060606061,0,0,0,0,0,0,0,1,0,1,2,4,1.0986122886681098,3.090909090909091,1.8181818181818181,1,1.6666666666666667,1,29,57.5,62.5,49.5,36
86210,puszka,można zrobić blaszany kwiatek,65,p3,5,TRUE,NA,NA,3.2,3.7,3.5,3.1,3.7,5,4.25,3.5,5,5,0.06060606060606061,0,0,0,0,0,0,0,1,0,1,2,4,1.0986122886681098,3.090909090909091,1.8181818181818181,1,1.6666666666666667,1,29,57.5,62.5,49.5,36
86235,puszka,Jako popielniczkę,758,p1,1,TRUE,NA,NA,4,3.6,3.6,2.9,2.9,3.25,2.75,4.5,3.8,3.5,0.09090909090909091,0,0,0,0,1,2,1,1,0,0,5,4,1.791759469228055,3.727272727272727,3.727272727272727,3.1,3.111111111111111,2.7777777777777777,21,39.5,44,27,32
86235,puszka,doniczkę,759,p2,1,TRUE,NA,NA,4,3.6,3.6,2.9,2.9,3.25,2.75,4.5,3.8,3.5,0.09090909090909091,0,0,0,0,1,2,1,1,0,0,5,4,1.791759469228055,3.727272727272727,3.727272727272727,3.1,3.111111111111111,2.7777777777777777,21,39.5,44,27,32
86633,puszka,Można zbudować z niej domek dla ślimaka.,660,p1,6,TRUE,NA,NA,1.3,2.3,1.8,3.7,3.6,4,4,1.5,5,3.8333333333333335,0.12121212121212122,0,0,0,0,1,1,1,0,0,0,3,9,1.3862943611198906,3.4545454545454546,3.4545454545454546,1.8,1,2.111111111111111,24,49.5,59,54.5,27
86797,puszka,do zrobienia straszaka na krety na działce,31,p1,4,TRUE,NA,NA,3.9,4,4,2.4,3.8,5,3.5,5,5,5,0.21212121212121213,0,0,0,0,1,0,0,1,0,1,3,6,1.3862943611198906,4,4,2.2,2.888888888888889,3.6666666666666665,32,51,51,49.5,32
86972,puszka,jako grzechotka,130,p1,2,TRUE,NA,NA,3.1,4,3.8,3.2,2.8,3,2.5,4.5,4.8,3.8333333333333335,0.0303030303030303,0,0,0,0,0,1,0,10,0,1,12,6,2.5649493574615367,3.5454545454545454,3.272727272727273,1.2,2.4444444444444446,1.7777777777777777,32,24.5,48.5,14,27
87150,puszka,do przygotowania oświetlenia,462,p1,4,TRUE,NA,NA,2.8,3.4,3.2,3.1,3,3,2.25,2,5,5,0,0,0,0,0,0,0,0,1,0,1,2,6,1.0986122886681098,1.5454545454545454,2.090909090909091,1,2.5555555555555554,1.2222222222222223,28,46,62.5,16,27
87150,puszka,jako pojemniki na drobiazgi,463,p2,3,TRUE,NA,NA,2.8,3.4,3.2,3.1,3,3,2.25,2,5,5,0,0,0,0,0,0,0,0,1,0,1,2,6,1.0986122886681098,1.5454545454545454,2.090909090909091,1,2.5555555555555554,1.2222222222222223,28,46,62.5,16,27
87150,puszka,jako doniczkę,464,p3,1,TRUE,NA,NA,2.8,3.4,3.2,3.1,3,3,2.25,2,5,5,0,0,0,0,0,0,0,0,1,0,1,2,6,1.0986122886681098,1.5454545454545454,2.090909090909091,1,2.5555555555555554,1.2222222222222223,28,46,62.5,16,27
87150,puszka,z większej ilości można zbudować np. choinkę,465,p4,6,TRUE,NA,NA,2.8,3.4,3.2,3.1,3,3,2.25,2,5,5,0,0,0,0,0,0,0,0,1,0,1,2,6,1.0986122886681098,1.5454545454545454,2.090909090909091,1,2.5555555555555554,1.2222222222222223,28,46,62.5,16,27
87325,puszka,jako wazon,615,p1,1,TRUE,NA,NA,2.5,3.9,3,2.9,3.3,3,2.25,4,5,4.833333333333333,0.06060606060606061,0,0,0,0,1,0,0,0,0,0,1,4,0.6931471805599453,3.8181818181818183,2.909090909090909,3.3,2.111111111111111,3.2222222222222223,29,70,80,80,27
87325,puszka,jako grzechotkę,616,p2,2,TRUE,NA,NA,2.5,3.9,3,2.9,3.3,3,2.25,4,5,4.833333333333333,0.06060606060606061,0,0,0,0,1,0,0,0,0,0,1,4,0.6931471805599453,3.8181818181818183,2.909090909090909,3.3,2.111111111111111,3.2222222222222223,29,70,80,80,27
87325,puszka,jako pojemnik na kredki,617,p3,2,TRUE,NA,NA,2.5,3.9,3,2.9,3.3,3,2.25,4,5,4.833333333333333,0.06060606060606061,0,0,0,0,1,0,0,0,0,0,1,4,0.6931471805599453,3.8181818181818183,2.909090909090909,3.3,2.111111111111111,3.2222222222222223,29,70,80,80,27
87325,puszka,jako cukierniczkę,618,p4,6,TRUE,NA,NA,2.5,3.9,3,2.9,3.3,3,2.25,4,5,4.833333333333333,0.06060606060606061,0,0,0,0,1,0,0,0,0,0,1,4,0.6931471805599453,3.8181818181818183,2.909090909090909,3.3,2.111111111111111,3.2222222222222223,29,70,80,80,27
87325,puszka,jako element biżuterii po zgnieceniu,619,p5,3,TRUE,NA,NA,2.5,3.9,3,2.9,3.3,3,2.25,4,5,4.833333333333333,0.06060606060606061,0,0,0,0,1,0,0,0,0,0,1,4,0.6931471805599453,3.8181818181818183,2.909090909090909,3.3,2.111111111111111,3.2222222222222223,29,70,80,80,27
87325,puszka,jako skarbonkę,620,p6,1,TRUE,NA,NA,2.5,3.9,3,2.9,3.3,3,2.25,4,5,4.833333333333333,0.06060606060606061,0,0,0,0,1,0,0,0,0,0,1,4,0.6931471805599453,3.8181818181818183,2.909090909090909,3.3,2.111111111111111,3.2222222222222223,29,70,80,80,27
88147,puszka,do oglądania jej   do kopania,82,p1,3,TRUE,NA,NA,2.9,3,2.7,2.9,3,4.5,6,4.5,5.2,4.333333333333333,0,2,0,3,0,1,1,1,1,0,1,10,3,2.3978952727983707,2.1818181818181817,1.9090909090909092,2.1,2.5555555555555554,2.3333333333333335,35,49.5,50.5,30,32
88283,puszka,do gry w kręgle,93,p1,3,TRUE,NA,NA,2.3,4,4,2.5,3.1,1,1,1,3,3,0.12121212121212122,0,0,0,0,0,0,0,0,0,1,1,7,0.6931471805599453,2.909090909090909,3,3,2.5555555555555554,2.7777777777777777,29,2,11,10.5,32
89193,puszka,odstraszacz ptaków,596,p1,5,TRUE,NA,NA,3,3.6,3.6,2.4,3,5,3,3.5,5,4.833333333333333,0.12121212121212122,0,0,0,0,0,0,0,0,0,1,1,4,0.6931471805599453,3.1818181818181817,2.8181818181818183,2.2,4,3.2222222222222223,1,67.5,59.5,71,36
89391,puszka,Puszkę na pieniądze jako skarbonkę,431,p1,1,TRUE,NA,NA,4.4,4.7,3.6,1.5,4.1,1,1,1,4.6,4.5,0.30303030303030304,0,3,0,0,1,3,0,0,1,1,9,8,2.302585092994046,4.181818181818182,3.909090909090909,3.9,3.7777777777777777,3.4444444444444446,24,80,80,80,32
89391,puszka,jako instrument,432,p2,3,TRUE,NA,NA,4.4,4.7,3.6,1.5,4.1,1,1,1,4.6,4.5,0.30303030303030304,0,3,0,0,1,3,0,0,1,1,9,8,2.302585092994046,4.181818181818182,3.909090909090909,3.9,3.7777777777777777,3.4444444444444446,24,80,80,80,32
89391,puszka,lub pudełko na długopisy.,433,p3,2,TRUE,NA,NA,4.4,4.7,3.6,1.5,4.1,1,1,1,4.6,4.5,0.30303030303030304,0,3,0,0,1,3,0,0,1,1,9,8,2.302585092994046,4.181818181818182,3.909090909090909,3.9,3.7777777777777777,3.4444444444444446,24,80,80,80,32
89406,puszka,jako popielniczkę,978,p1,1,TRUE,NA,NA,4.4,4.3,3.9,3,3.7,7,7,7,7,7,0.0303030303030303,0,0,0,0,4,3,0,0,0,4,11,6,2.4849066497880004,5,5,5,5,5,27,47,47.5,68.5,36
89406,puszka,można z niej zrobić odstraszacz ptaków,979,p2,5,TRUE,NA,NA,4.4,4.3,3.9,3,3.7,7,7,7,7,7,0.0303030303030303,0,0,0,0,4,3,0,0,0,4,11,6,2.4849066497880004,5,5,5,5,5,27,47,47.5,68.5,36
89460,puszka,Puszkę groszku można wykorzystać jako ćwiczenie językowo logopedyczne,939,p1,5,TRUE,NA,NA,3.2,4.5,3.1,1.7,4.1,1.75,1,1.75,5.6,6,0.06060606060606061,6,0,0,0,1,3,1,1,1,0,13,5,2.6390573296152584,3.6363636363636362,3.727272727272727,2.3,3.2222222222222223,2.6666666666666665,31,51.5,72,40.5,36
89464,puszka,ozdobienie samochodu panstwa mlodych,692,p1,3,TRUE,NA,NA,2.8,2.4,3.8,2.1,3.2,3,4.75,2.5,4.2,4,0.0303030303030303,0,0,0,0,0,1,0,0,0,1,2,6,1.0986122886681098,3.6363636363636362,3.5454545454545454,2.8,2,2.6666666666666665,28,55,56,73,27
89464,puszka,instrument,693,p2,3,TRUE,NA,NA,2.8,2.4,3.8,2.1,3.2,3,4.75,2.5,4.2,4,0.0303030303030303,0,0,0,0,0,1,0,0,0,1,2,6,1.0986122886681098,3.6363636363636362,3.5454545454545454,2.8,2,2.6666666666666665,28,55,56,73,27
89464,puszka,strach na ptactwo,694,p3,5,TRUE,NA,NA,2.8,2.4,3.8,2.1,3.2,3,4.75,2.5,4.2,4,0.0303030303030303,0,0,0,0,0,1,0,0,0,1,2,6,1.0986122886681098,3.6363636363636362,3.5454545454545454,2.8,2,2.6666666666666665,28,55,56,73,27
89837,puszka,Jako pojemnik na długopisy,932,p1,2,TRUE,NA,NA,2.7,3.6,3.6,3.3,3.3,3.75,4.25,3,4.2,4.166666666666667,0.09090909090909091,0,0,0,1,0,0,0,0,0,1,2,3,1.0986122886681098,3.6363636363636362,3.1818181818181817,2.4,2.5555555555555554,3.5555555555555554,24,46.5,60,49,43
89912,puszka,na skarbonkę,92,p1,1,TRUE,NA,NA,3.4,4.1,3.6,3,3.5,3.25,3.25,4,6,6,0.21212121212121213,0,1,0,0,0,1,0,1,0,1,4,2,1.6094379124341003,3.5454545454545454,3.1818181818181817,3.1,3.3333333333333335,3.2222222222222223,21,52,52,52,36
90064,puszka,do zrobienia muszki,994,p1,6,TRUE,NA,NA,3.7,3.7,4.4,2.9,3.3,1.5,2.5,3,5,4.666666666666667,0.06060606060606061,0,0,1,0,0,1,0,0,1,0,3,4,1.3862943611198906,2.727272727272727,2.6363636363636362,2.2,2,2.111111111111111,23,73,65.5,71.5,36
90178,puszka,Jako zabezpieczenie przed zamknięciem się drzwi przy wietrzeniu pokoju.,499,p1,6,TRUE,NA,NA,3.8,4.2,4.1,3.2,4.4,1.75,1,3.75,6,5.833333333333333,0.21212121212121213,0,1,0,0,0,2,1,0,0,1,5,9,1.791759469228055,3.6363636363636362,3.8181818181818183,2.9,3.2222222222222223,3.2222222222222223,26,89.5,100,80,43
90530,puszka,ozdoba,163,p1,2,TRUE,NA,NA,1.9,3.5,4.4,3.6,2.7,6,5.25,4,4.6,5,0.21212121212121213,1,1,1,0,0,0,0,1,0,12,16,2,2.833213344056216,3.909090909090909,3.727272727272727,1.9,3,3.6666666666666665,6,84,62.5,100,36
90530,puszka,świecznik,164,p2,3,TRUE,NA,NA,1.9,3.5,4.4,3.6,2.7,6,5.25,4,4.6,5,0.21212121212121213,1,1,1,0,0,0,0,1,0,12,16,2,2.833213344056216,3.909090909090909,3.727272727272727,1.9,3,3.6666666666666665,6,84,62.5,100,36
90530,puszka,biżuteria,165,p3,3,TRUE,NA,NA,1.9,3.5,4.4,3.6,2.7,6,5.25,4,4.6,5,0.21212121212121213,1,1,1,0,0,0,0,1,0,12,16,2,2.833213344056216,3.909090909090909,3.727272727272727,1.9,3,3.6666666666666665,6,84,62.5,100,36
90530,puszka,zgnieciona może być uformowana w formę łańcuch z swoimi koleżankami,166,p4,5,TRUE,NA,NA,1.9,3.5,4.4,3.6,2.7,6,5.25,4,4.6,5,0.21212121212121213,1,1,1,0,0,0,0,1,0,12,16,2,2.833213344056216,3.909090909090909,3.727272727272727,1.9,3,3.6666666666666665,6,84,62.5,100,36
90530,puszka,kolekcjonersko,167,p5,5,TRUE,NA,NA,1.9,3.5,4.4,3.6,2.7,6,5.25,4,4.6,5,0.21212121212121213,1,1,1,0,0,0,0,1,0,12,16,2,2.833213344056216,3.909090909090909,3.727272727272727,1.9,3,3.6666666666666665,6,84,62.5,100,36
90530,puszka,kompostownik [jeśli puszka duża],168,p7,6,TRUE,NA,NA,1.9,3.5,4.4,3.6,2.7,6,5.25,4,4.6,5,0.21212121212121213,1,1,1,0,0,0,0,1,0,12,16,2,2.833213344056216,3.909090909090909,3.727272727272727,1.9,3,3.6666666666666665,6,84,62.5,100,36
90530,puszka,popielniczka,169,p8,1,TRUE,NA,NA,1.9,3.5,4.4,3.6,2.7,6,5.25,4,4.6,5,0.21212121212121213,1,1,1,0,0,0,0,1,0,12,16,2,2.833213344056216,3.909090909090909,3.727272727272727,1.9,3,3.6666666666666665,6,84,62.5,100,36
90530,puszka,stojak na ołówki/długopisy/flamastry/mazaki.,170,p9,2,TRUE,NA,NA,1.9,3.5,4.4,3.6,2.7,6,5.25,4,4.6,5,0.21212121212121213,1,1,1,0,0,0,0,1,0,12,16,2,2.833213344056216,3.909090909090909,3.727272727272727,1.9,3,3.6666666666666665,6,84,62.5,100,36
90658,puszka,stworzyc z niej nietypowe budowle i zrobic z nich wystawe,716,p1,4,TRUE,NA,NA,3.5,3.7,3.9,2.7,4.1,3.5,2,4.5,4.6,5.5,0.15151515151515152,0,1,0,0,1,3,1,4,0,1,11,4,2.4849066497880004,3.272727272727273,3.090909090909091,3.7,3.3333333333333335,3.6666666666666665,21,27.5,15.5,63.5,27
90912,puszka,strach na ptaki na drzewie,560,p1,5,TRUE,NA,NA,3.8,3.9,2.7,3.7,2.6,3,4,3.25,4.2,3.8333333333333335,0.0303030303030303,0,0,0,0,0,1,0,0,0,1,2,2,1.0986122886681098,3.272727272727273,2.6363636363636362,2.6,1.7777777777777777,2.5555555555555554,23,48,45.5,41.5,36
90912,puszka,żyrandol,561,p2,5,TRUE,NA,NA,3.8,3.9,2.7,3.7,2.6,3,4,3.25,4.2,3.8333333333333335,0.0303030303030303,0,0,0,0,0,1,0,0,0,1,2,2,1.0986122886681098,3.272727272727273,2.6363636363636362,2.6,1.7777777777777777,2.5555555555555554,23,48,45.5,41.5,36
90912,puszka,instrument muzyczny (grzechotka),562,p3,2,TRUE,NA,NA,3.8,3.9,2.7,3.7,2.6,3,4,3.25,4.2,3.8333333333333335,0.0303030303030303,0,0,0,0,0,1,0,0,0,1,2,2,1.0986122886681098,3.272727272727273,2.6363636363636362,2.6,1.7777777777777777,2.5555555555555554,23,48,45.5,41.5,36
91370,puszka,jako zabawkę do podrzucania,157,p1,3,TRUE,NA,NA,2.4,3.7,4,2.8,4.1,3,2.25,4.5,3.6,4.833333333333333,0.09090909090909091,0,0,0,0,1,1,0,0,1,1,4,14,1.6094379124341003,3.6363636363636362,3.272727272727273,1.4,2.111111111111111,2.3333333333333335,30,45,52.5,50,27
91370,puszka,po opróżnieniu do zrobienia sombrero z puszek,158,p2,5,TRUE,NA,NA,2.4,3.7,4,2.8,4.1,3,2.25,4.5,3.6,4.833333333333333,0.09090909090909091,0,0,0,0,1,1,0,0,1,1,4,14,1.6094379124341003,3.6363636363636362,3.272727272727273,1.4,2.111111111111111,2.3333333333333335,30,45,52.5,50,27
91370,puszka,zamiast kółek po rolki; do stworzenia deskorolki,159,p3,6,TRUE,NA,NA,2.4,3.7,4,2.8,4.1,3,2.25,4.5,3.6,4.833333333333333,0.09090909090909091,0,0,0,0,1,1,0,0,1,1,4,14,1.6094379124341003,3.6363636363636362,3.272727272727273,1.4,2.111111111111111,2.3333333333333335,30,45,52.5,50,27
91370,puszka,do stworzenia deskorolki,160,p4,6,TRUE,NA,NA,2.4,3.7,4,2.8,4.1,3,2.25,4.5,3.6,4.833333333333333,0.09090909090909091,0,0,0,0,1,1,0,0,1,1,4,14,1.6094379124341003,3.6363636363636362,3.272727272727273,1.4,2.111111111111111,2.3333333333333335,30,45,52.5,50,27
91370,puszka,jako wałek do ciasta,161,p5,6,TRUE,NA,NA,2.4,3.7,4,2.8,4.1,3,2.25,4.5,3.6,4.833333333333333,0.09090909090909091,0,0,0,0,1,1,0,0,1,1,4,14,1.6094379124341003,3.6363636363636362,3.272727272727273,1.4,2.111111111111111,2.3333333333333335,30,45,52.5,50,27
91370,puszka,jako masażer do stóp,162,p6,7,TRUE,NA,NA,2.4,3.7,4,2.8,4.1,3,2.25,4.5,3.6,4.833333333333333,0.09090909090909091,0,0,0,0,1,1,0,0,1,1,4,14,1.6094379124341003,3.6363636363636362,3.272727272727273,1.4,2.111111111111111,2.3333333333333335,30,45,52.5,50,27
93066,puszka,jako pojemnik na dlugopisy,135,p1,2,TRUE,NA,NA,3.7,4.7,4.5,3.4,4.7,1,1,2.75,5.8,5.833333333333333,0.18181818181818182,0,0,0,0,0,1,0,0,0,1,2,10,1.0986122886681098,4.090909090909091,3.4545454545454546,2.3,3.5555555555555554,3.888888888888889,28,7.5,19.5,5.5,43
93066,puszka,lampion,136,p2,3,TRUE,NA,NA,3.7,4.7,4.5,3.4,4.7,1,1,2.75,5.8,5.833333333333333,0.18181818181818182,0,0,0,0,0,1,0,0,0,1,2,10,1.0986122886681098,4.090909090909091,3.4545454545454546,2.3,3.5555555555555554,3.888888888888889,28,7.5,19.5,5.5,43
93066,puszka,grzechotke,137,p3,2,TRUE,NA,NA,3.7,4.7,4.5,3.4,4.7,1,1,2.75,5.8,5.833333333333333,0.18181818181818182,0,0,0,0,0,1,0,0,0,1,2,10,1.0986122886681098,4.090909090909091,3.4545454545454546,2.3,3.5555555555555554,3.888888888888889,28,7.5,19.5,5.5,43
93066,puszka,karmnik dla ptakow,138,p4,6,TRUE,NA,NA,3.7,4.7,4.5,3.4,4.7,1,1,2.75,5.8,5.833333333333333,0.18181818181818182,0,0,0,0,0,1,0,0,0,1,2,10,1.0986122886681098,4.090909090909091,3.4545454545454546,2.3,3.5555555555555554,3.888888888888889,28,7.5,19.5,5.5,43
94125,puszka,puszke można wykorzystac na napiwki w sklepie :),98,p1,3,TRUE,NA,NA,3,3.3,2.9,4.3,4.2,4.5,3.75,4.5,6.8,5.833333333333333,0.09090909090909091,3,3,0,0,0,0,0,2,0,1,9,2,2.302585092994046,3.6363636363636362,3.090909090909091,3.2,3.6666666666666665,3.4444444444444446,32,61.5,81,92.5,27
94263,puszka,jako dzwonek do dzwi,397,p1,5,TRUE,NA,NA,3.6,3.3,3.7,2,3.5,4.25,3.75,4.75,5,5,0.12121212121212122,0,0,0,0,0,1,0,0,0,1,2,9,1.0986122886681098,3.5454545454545454,3.1818181818181817,3,3.3333333333333335,3.111111111111111,26,51,55.5,69.5,32
97025,puszka,doniczka na kwiatek,582,p1,1,TRUE,NA,NA,3,3.5,3.6,2.7,3.2,1,1,1,4.8,4.5,0.30303030303030304,0,3,0,0,0,0,1,0,0,1,5,2,1.791759469228055,3.4545454545454546,2.909090909090909,2.3,3.5555555555555554,2.3333333333333335,20,50,51.5,49.5,36
97723,puszka,wazon na kwiaty,488,p1,1,TRUE,NA,NA,1.1,2.5,4.3,2.7,2.5,1,2,1,1.8,3.1666666666666665,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,7,0,2.909090909090909,3.5454545454545454,1,2.3333333333333335,2.7777777777777777,38,17.5,12.5,18,32
98025,puszka,jako popielniczka,952,p1,1,TRUE,NA,NA,2.8,3.3,2.8,3.7,3.3,3,3.25,4,3.2,3.1666666666666665,0.09090909090909091,0,0,0,0,0,1,0,0,0,1,2,0,1.0986122886681098,2.909090909090909,2.909090909090909,2.3,2.5555555555555554,2.6666666666666665,30,73,78,73,32
98067,puszka,popielniczka,331,p1,1,TRUE,NA,NA,4.1,3.8,3,1.9,3.8,3,4.25,1.5,4,4.666666666666667,0.09090909090909091,0,0,0,0,0,1,0,0,0,1,2,5,1.0986122886681098,3.3636363636363638,3.3636363636363638,2.8,2.888888888888889,2.888888888888889,18,12.5,25,26.5,32
98067,puszka,grzechotka,332,p2,2,TRUE,NA,NA,4.1,3.8,3,1.9,3.8,3,4.25,1.5,4,4.666666666666667,0.09090909090909091,0,0,0,0,0,1,0,0,0,1,2,5,1.0986122886681098,3.3636363636363638,3.3636363636363638,2.8,2.888888888888889,2.888888888888889,18,12.5,25,26.5,32
98067,puszka,pojemnik na drobne rzeczy,333,p3,3,TRUE,NA,NA,4.1,3.8,3,1.9,3.8,3,4.25,1.5,4,4.666666666666667,0.09090909090909091,0,0,0,0,0,1,0,0,0,1,2,5,1.0986122886681098,3.3636363636363638,3.3636363636363638,2.8,2.888888888888889,2.888888888888889,18,12.5,25,26.5,32
98311,puszka,"Do zrobienia ""telefonu"" przy pomocy jeszcze sznurka",839,p1,3,TRUE,NA,NA,3.4,3.4,3.7,3.3,4,2.5,2.75,3.25,4.8,4.5,0,0,0,0,0,4,1,0,6,0,0,11,5,2.4849066497880004,3.4545454545454546,3.1818181818181817,2.2,2.4444444444444446,3.2222222222222223,11,58.5,41,51.5,36
98888,puszka,do metalu,26,p1,3,TRUE,NA,NA,3.3,4.5,2.8,4.5,3.6,5.5,5,7,6.6,6.666666666666667,0.12121212121212122,2,1,1,0,0,1,0,1,0,0,6,3,1.9459101490553132,4.181818181818182,4.2727272727272725,4.4,4.222222222222222,4.111111111111111,26,100,100,100,32
99471,puszka,głuchy telefon  dzwonek  doniczka  kopać albo toczyć,597,p1,3,TRUE,NA,NA,3.1,3.9,3.6,2.4,3.9,2.25,2.5,3,5.8,6,0.15151515151515152,0,0,0,0,1,1,1,1,0,1,5,6,1.791759469228055,4,4.2727272727272725,2.9,3.6666666666666665,2.888888888888889,28,21,39,40,32
99635,puszka,jako hantla,872,p1,7,TRUE,NA,NA,2.9,4,3.9,3.7,2.6,1.75,1.5,2.75,3.8,4.5,0.0303030303030303,0,0,0,0,0,0,0,0,1,1,2,2,1.0986122886681098,3.727272727272727,2.8181818181818183,1.2,1.6666666666666667,2.2222222222222223,9,69,66.5,65,32
99686,puszka,jako organizer na biurko,317,p1,3,TRUE,NA,NA,4,3.7,2.9,3.1,3.8,4.5,3,2.75,5.2,5.833333333333333,0.12121212121212122,0,0,0,0,0,1,0,0,0,1,2,3,1.0986122886681098,3.3636363636363638,1.6363636363636365,1.8,1.5555555555555556,1.8888888888888888,29,79.5,73,59.5,27
99992,puszka,do zrobienia hałaśliwego dzwonka,273,p1,3,TRUE,NA,NA,2.7,3.8,3.2,3,2.9,2.75,2.25,3.25,4.2,3.8333333333333335,0.0303030303030303,0,0,0,0,0,0,3,1,0,1,5,5,1.791759469228055,3,3,1.9,3.111111111111111,2.5555555555555554,24,40,40,40,43
100073,puszka,zrobić z puszek kwietnik na balkon lub ogrodowe lampiony,71,p1,3,TRUE,NA,NA,3.3,3.5,3.6,1.9,3.2,4,4,4,6.4,6.666666666666667,0.21212121212121213,2,0,0,0,0,0,0,0,0,1,3,9,1.3862943611198906,2.6363636363636362,1.7272727272727273,1.6,2.3333333333333335,2.4444444444444446,34,50,50,50,43
100148,puszka,zbierania oszczędności,230,p1,2,TRUE,NA,NA,3.6,4.3,4.1,1.7,4.7,2.75,1.75,1,6.2,6.333333333333333,0.24242424242424243,1,0,0,0,1,3,1,1,0,1,8,3,2.1972245773362196,3.6363636363636362,3.6363636363636362,2.2,2.4444444444444446,3.111111111111111,27,85,90,45.5,36
100161,puszka,Można nimi wytapetować ścianę.,798,p1,6,TRUE,NA,NA,3.8,3.9,2.8,3.1,3.7,2.25,2.25,3.5,4.6,3,0.09090909090909091,0,0,0,0,1,1,0,4,0,1,7,4,2.0794415416798357,2.909090909090909,3.6363636363636362,1.4,2.111111111111111,2.6666666666666665,23,2,30,30,27
100221,puszka,na grzechotkę,528,p1,2,TRUE,NA,NA,2.4,3.8,4.1,3.9,3.5,1.75,1.5,2,4.6,3.5,0.15151515151515152,0,0,0,0,1,1,0,0,0,1,3,3,1.3862943611198906,3.5454545454545454,2.4545454545454546,2.6,2.4444444444444446,2.4444444444444446,19,19.5,30.5,29,36
100762,puszka,do sprezentowania komus kto je kolekcjonuje,943,p1,5,TRUE,NA,NA,3.4,3,3.1,3.4,3.1,3.75,4.5,2.5,4.2,3.5,0,2,3,2,1,6,0,2,0,3,4,23,4,3.1780538303479458,3.3636363636363638,3,2.8,3.4444444444444446,2.6666666666666665,22,38,54.5,44.5,32
100847,puszka,grzechotka,776,p1,2,TRUE,NA,NA,3.3,4,3.8,3.9,2.9,1,2.5,3.25,4.6,4.5,0.15151515151515152,0,0,0,0,0,1,1,0,0,1,3,4,1.3862943611198906,3.3636363636363638,2.6363636363636362,1,1.6666666666666667,1,24,50.5,69,55,32
100847,puszka,lampion,777,p2,3,TRUE,NA,NA,3.3,4,3.8,3.9,2.9,1,2.5,3.25,4.6,4.5,0.15151515151515152,0,0,0,0,0,1,1,0,0,1,3,4,1.3862943611198906,3.3636363636363638,2.6363636363636362,1,1.6666666666666667,1,24,50.5,69,55,32
100847,puszka,dekoracja,778,p3,3,TRUE,NA,NA,3.3,4,3.8,3.9,2.9,1,2.5,3.25,4.6,4.5,0.15151515151515152,0,0,0,0,0,1,1,0,0,1,3,4,1.3862943611198906,3.3636363636363638,2.6363636363636362,1,1.6666666666666667,1,24,50.5,69,55,32
101107,puszka,jako odstraszacz na kruki w polu,751,p1,5,TRUE,NA,NA,2.1,4,2.5,2.8,3,2,2.75,3.75,3.4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3.909090909090909,3.272727272727273,1.7,2.4444444444444446,2.5555555555555554,30,57,15.5,75.5,27
101107,puszka,zawiesic puszke na kijku i wiatr zrobi swoje,752,p2,3,TRUE,NA,NA,2.1,4,2.5,2.8,3,2,2.75,3.75,3.4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3.909090909090909,3.272727272727273,1.7,2.4444444444444446,2.5555555555555554,30,57,15.5,75.5,27
101288,puszka,Do jedzenie.,112,p1,2,TRUE,NA,NA,2.7,3.8,3.4,3.1,4,1,1,3.5,4.8,5.333333333333333,0,0,0,0,0,1,1,0,0,0,1,3,2,1.3862943611198906,3.6363636363636362,3.1818181818181817,1.8,1.7777777777777777,2.5555555555555554,14,65,60,43,32
101288,puszka,Do różnego rodzaju drobiazgów.,113,p2,2,TRUE,NA,NA,2.7,3.8,3.4,3.1,4,1,1,3.5,4.8,5.333333333333333,0,0,0,0,0,1,1,0,0,0,1,3,2,1.3862943611198906,3.6363636363636362,3.1818181818181817,1.8,1.7777777777777777,2.5555555555555554,14,65,60,43,32
101288,puszka,Może również posłużyć za element wystroju weselnego dla pary młodej,114,p3,3,TRUE,NA,NA,2.7,3.8,3.4,3.1,4,1,1,3.5,4.8,5.333333333333333,0,0,0,0,0,1,1,0,0,0,1,3,2,1.3862943611198906,3.6363636363636362,3.1818181818181817,1.8,1.7777777777777777,2.5555555555555554,14,65,60,43,32
101292,puszka,jako wan na kwiaty,55,p1,1,TRUE,NA,NA,4,4.4,4.3,3.5,3.5,3,1,1,4,4.166666666666667,0.06060606060606061,0,0,0,0,0,3,0,1,1,1,6,3,1.9459101490553132,2.727272727272727,1.9090909090909092,2.2,1.3333333333333333,2,26,30.5,50,60.5,27
