"ID","prompt","response","item_english","rater1","rater2","rater3","rater4","openness","CAQ","set"
345,"易拉罐","工艺品","can",2,2,1,2,40,0,3
346,"筷子","餐具","chopsticks",1,3,1,1,40,8,3
346,"筷子","服饰","chopsticks",3,3,2,5,40,8,3
346,"筷子","魔杖","chopsticks",3,4,2,2,40,8,3
346,"易拉罐","装饰品","can",1,1,2,1,40,8,3
346,"易拉罐","杯子","can",2,2,1,2,40,8,3
346,"易拉罐","手机","can",3,3,2,4,40,8,3
347,"筷子","吃饭","chopsticks",1,1,1,1,41,0,3
347,"筷子","尺子","chopsticks",2,2,1,4,41,0,3
347,"筷子","搅拌棒","chopsticks",1,1,1,1,41,0,3
347,"易拉罐","容器","can",1,1,1,1,41,0,3
347,"易拉罐","花瓶","can",2,3,1,3,41,0,3
347,"易拉罐","手工","can",2,3,1,2,41,0,3
348,"筷子","吃","chopsticks",1,1,1,1,37,25,3
348,"筷子","防御","chopsticks",3,3,1,2,37,25,3
348,"筷子","燃料","chopsticks",2,4,1,2,37,25,3
348,"易拉罐","吃","can",1,1,1,1,37,25,3
348,"易拉罐","点燃","can",2,2,1,3,37,25,3
348,"易拉罐","做衣服","can",3,3,1,5,37,25,3
349,"筷子","发簪","chopsticks",2,2,1,3,49,4,3
349,"筷子","模型","chopsticks",3,3,1,3,49,4,3
349,"筷子","打击乐","chopsticks",3,4,1,3,49,4,3
349,"易拉罐","笔筒","can",1,1,1,1,49,4,3
349,"易拉罐","点翠","can",5,1,1,3,49,4,3
349,"易拉罐","传声筒","can",4,4,2,4,49,4,3
350,"筷子","做发簪","chopsticks",2,2,1,3,45,6,3
350,"筷子","做门帘","chopsticks",3,3,2,3,45,6,3
350,"筷子","做模型","chopsticks",3,3,1,3,45,6,3
350,"易拉罐","做凳子","can",3,3,3,3,45,6,3
350,"易拉罐","做衣服","can",3,3,2,3,45,6,3
350,"易拉罐","做船","can",4,4,2,4,45,6,3
351,"筷子","竹筏","chopsticks",5,4,2,4,37,0,3
351,"筷子","发簪","chopsticks",2,2,1,3,37,0,3
351,"筷子","小风车","chopsticks",4,3,2,3,37,0,3
351,"易拉罐","戒指","can",3,2,3,2,37,0,3
351,"易拉罐","炮竹","can",3,3,3,3,37,0,3
351,"易拉罐","耳环","can",3,3,2,5,37,0,3
352,"筷子","武器","chopsticks",2,2,1,3,38,0,3
352,"筷子","吸管","chopsticks",3,3,1,1,38,0,3
352,"筷子","清洁剂","chopsticks",3,4,2,1,38,0,3
352,"易拉罐","乐器","can",3,3,3,3,38,0,3
352,"易拉罐","建筑素材","can",3,3,2,3,38,0,3
352,"易拉罐","电池","can",4,4,3,5,38,0,3
353,"筷子","吃饭","chopsticks",1,1,1,1,39,21,3
353,"筷子","大人","chopsticks",2,1,1,2,39,21,3
353,"筷子","烧柴","chopsticks",2,2,1,2,39,21,3
353,"易拉罐","喝水","can",1,1,1,2,39,21,3
353,"易拉罐","放调味品","can",3,2,1,1,39,21,3
353,"易拉罐","刷牙缸","can",2,3,1,2,39,21,3
354,"筷子","当发簪","chopsticks",2,2,1,3,42,2,3
354,"筷子","拼小人","chopsticks",3,3,2,2,42,2,3
354,"筷子","做手工","chopsticks",3,3,1,2,42,2,3
354,"易拉罐","做手工","can",2,3,1,2,42,2,3
354,"易拉罐","当烟灰缸","can",3,3,1,3,42,2,3
354,"易拉罐","卖废铁","can",1,1,1,1,42,2,3
355,"筷子","搅拌棒","chopsticks",1,3,1,1,41,7,3
355,"筷子","凶器","chopsticks",3,3,1,3,41,7,3
355,"筷子","越狱工具","chopsticks",4,4,3,4,41,7,3
355,"易拉罐","垃圾桶","can",3,3,1,3,41,7,3
355,"易拉罐","戒指","can",3,2,3,2,41,7,3
355,"易拉罐","足球","can",4,3,2,4,41,7,3
356,"筷子","搅拌棒","chopsticks",1,2,1,1,32,20,3
356,"筷子","棒棒糖","chopsticks",3,2,2,2,32,20,3
356,"筷子","钉子","chopsticks",4,2,2,2,32,20,3
356,"易拉罐","笔筒","can",3,3,1,3,32,20,3
356,"易拉罐","杯子","can",2,2,3,1,32,20,3
356,"易拉罐","储钱罐","can",2,2,1,2,32,20,3
357,"筷子","发簪","chopsticks",2,2,1,3,40,11,3
357,"筷子","积木（搭好高，然后一根根往外抽，看什么时候倒，不知道那玩意叫什么）","chopsticks",3,4,3,3,40,11,3
357,"筷子","引流棒","chopsticks",4,3,3,1,40,11,3
357,"易拉罐","烟灰缸","can",1,1,1,1,40,11,3
357,"易拉罐","纸抽","can",3,3,3,3,40,11,3
357,"易拉罐","水杯","can",4,3,2,4,40,11,3
358,"筷子","钉子","chopsticks",4,3,2,2,37,0,3
358,"筷子","眼睛腿","chopsticks",3,3,2,3,37,0,3
358,"筷子","发簪","chopsticks",2,2,1,3,37,0,3
358,"易拉罐","笔筒","can",2,2,1,2,37,0,3
358,"易拉罐","打蛋器","can",1,3,1,1,37,0,3
358,"易拉罐","保龄球","can",3,3,2,3,37,0,3
359,"筷子","搅拌","chopsticks",1,1,1,1,33,1,3
359,"筷子","桥梁","chopsticks",4,4,2,3,33,1,3
359,"筷子","量尺","chopsticks",2,2,1,2,33,1,3
359,"易拉罐","存钱","can",1,1,1,1,33,1,3
359,"易拉罐","器皿","can",4,4,2,4,33,1,3
359,"易拉罐","餐具","can",3,2,3,2,33,1,3
360,"筷子","百叶窗","chopsticks",4,3,4,3,34,0,3
360,"筷子","装饰（涂色之后的木材）","chopsticks",2,2,2,2,34,0,3
360,"筷子","磨牙棒","chopsticks",4,3,3,1,34,0,3
360,"易拉罐","容器","can",2,2,1,2,34,0,3
360,"易拉罐","锤子","can",3,2,3,3,34,0,3
360,"易拉罐","戒指","can",3,2,1,1,34,0,3
361,"筷子","凶器","chopsticks",3,3,1,3,44,9,3
361,"筷子","掏耳勺","chopsticks",2,3,2,3,44,9,3
361,"筷子","穴位按摩","chopsticks",3,4,4,3,44,9,3
361,"易拉罐","烧杯","can",2,3,2,3,44,9,3
361,"易拉罐","锅具","can",2,2,1,2,44,9,3
361,"易拉罐","米桶","can",3,3,1,2,44,9,3
401,"筷子","簪子","chopsticks",2,2,1,2,38,1,3
401,"筷子","箱子","chopsticks",3,3,2,3,38,1,3
401,"筷子","手镯","chopsticks",4,5,2,5,38,1,3
401,"易拉罐","冰淇凌模具","can",3,2,2,3,38,1,3
401,"易拉罐","风铃","can",3,3,3,3,38,1,3
401,"易拉罐","小灯罩","can",3,3,2,3,38,1,3
402,"筷子","发簪","chopsticks",2,2,1,3,40,3,3
402,"筷子","串香肠等的签子","chopsticks",3,2,1,1,40,3,3
402,"筷子","搭玩具踏","chopsticks",2,2,2,2,40,3,3
402,"易拉罐","存钱","can",2,2,1,2,40,3,3
402,"易拉罐","乐器","can",3,3,3,3,40,3,3
402,"易拉罐","花盆","can",2,2,2,2,40,3,3
403,"筷子","笔","chopsticks",2,1,2,3,37,0,3
403,"筷子","装饰","chopsticks",2,2,2,2,37,0,3
403,"筷子","发簪","chopsticks",2,2,1,3,37,0,3
403,"易拉罐","球","can",4,3,2,4,37,0,3
403,"易拉罐","花瓶","can",2,3,1,3,37,0,3
403,"易拉罐","笑脸装饰","can",1,2,2,1,37,0,3
404,"筷子","发簪","chopsticks",2,2,1,3,43,14,3
404,"筷子","打击乐器","chopsticks",3,3,3,3,43,14,3
404,"筷子","写字","chopsticks",2,4,1,4,43,14,3
404,"易拉罐","笔筒","can",1,1,1,1,43,14,3
404,"易拉罐","装饰品","can",1,1,2,1,43,14,3
404,"易拉罐","花洒","can",4,3,1,3,43,14,3
405,"筷子","绑头发","chopsticks",2,2,1,2,30,20,3
405,"筷子","通下水道","chopsticks",2,3,1,1,30,20,3
405,"筷子","杀人","chopsticks",2,3,1,3,30,20,3
405,"易拉罐","发泄情绪踩一踩","can",2,2,1,1,30,20,3
405,"易拉罐","当枕头","can",3,3,1,2,30,20,3
405,"易拉罐","吸引敌方注意","can",2,2,1,1,30,20,3
406,"筷子","折断比力气","chopsticks",2,2,3,2,34,0,3
406,"筷子","挑东西","chopsticks",2,1,2,1,34,0,3
406,"筷子","溜小孩","chopsticks",2,3,2,2,34,0,3
406,"易拉罐","画展","can",4,4,2,4,34,0,3
406,"易拉罐","墙面","can",3,4,1,2,34,0,3
406,"易拉罐","杯子","can",2,2,1,2,34,0,3
407,"筷子","疏通厕所","chopsticks",2,3,1,1,31,16,3
407,"筷子","签子","chopsticks",2,2,1,1,31,16,3
407,"筷子","画笔","chopsticks",2,4,2,3,31,16,3
407,"易拉罐","扩音器","can",4,3,4,3,31,16,3
407,"易拉罐","烟灰缸","can",3,3,1,3,31,16,3
407,"易拉罐","1毛钱","can",1,1,1,1,31,16,3
408,"筷子","魔杖","chopsticks",3,3,1,2,56,33,3
408,"筷子","模型","chopsticks",3,3,1,3,56,33,3
408,"筷子","织毛衣","chopsticks",3,3,3,4,56,33,3
408,"易拉罐","鞋子","can",3,3,2,3,56,33,3
408,"易拉罐","戒指","can",3,2,3,2,56,33,3
408,"易拉罐","火锅","can",3,3,3,3,56,33,3
409,"筷子","做扇子","chopsticks",3,3,3,2,57,8,3
409,"筷子","做火柴人","chopsticks",3,3,2,2,57,8,3
409,"筷子","武器","chopsticks",2,2,1,3,57,8,3
409,"易拉罐","养花","can",2,2,2,3,57,8,3
409,"易拉罐","养鱼","can",2,2,2,2,57,8,3
409,"易拉罐","做玩具车","can",2,2,2,2,57,8,3
410,"筷子","通下水道","chopsticks",2,3,1,1,42,2,3
410,"筷子","教训孩子","chopsticks",2,2,3,1,42,2,3
410,"筷子","练习平衡术","chopsticks",3,4,3,3,42,2,3
410,"易拉罐","做花瓶","can",2,3,1,3,42,2,3
410,"易拉罐","垫桌脚","can",2,3,3,3,42,2,3
410,"易拉罐","当菜刀","can",3,3,4,3,42,2,3
411,"筷子","发簪","chopsticks",2,2,1,3,44,8,3
411,"筷子","打鼓","chopsticks",3,2,3,3,44,8,3
411,"筷子","织毛衣","chopsticks",3,3,3,4,44,8,3
411,"易拉罐","种花","can",2,2,1,3,44,8,3
411,"易拉罐","乐器","can",3,3,3,3,44,8,3
411,"易拉罐","卖废品","can",1,1,1,1,44,8,3
412,"筷子","锁链","chopsticks",4,3,2,2,48,10,3
412,"筷子","致死","chopsticks",2,1,1,3,48,10,3
412,"筷子","鱼竿","chopsticks",4,3,3,3,48,10,3
412,"易拉罐","爆炸物","can",3,3,3,3,48,10,3
412,"易拉罐","冲气波","can",4,4,4,5,48,10,3
412,"易拉罐","宠物窝","can",2,3,3,3,48,10,3
413,"筷子","发簪","chopsticks",2,2,1,3,35,1,3
413,"筷子","手工艺品框架","chopsticks",3,3,1,2,35,1,3
413,"筷子","固定支架","chopsticks",23,3,1,2,35,1,3
413,"易拉罐","铁皮花装饰物","can",2,2,2,1,35,1,3
413,"易拉罐","烟灰缸","can",3,3,1,3,35,1,3
413,"易拉罐","转盘指针","can",3,3,3,3,35,1,3
414,"筷子","发簪","chopsticks",2,2,1,3,44,7,3
414,"筷子","雕塑","chopsticks",3,4,2,2,44,7,3
414,"筷子","毛衣针","chopsticks",3,3,3,4,44,7,3
414,"易拉罐","笔筒","can",1,1,1,1,44,7,3
414,"易拉罐","保龄球","can",4,3,2,4,44,7,3
414,"易拉罐","戒指","can",3,2,3,2,44,7,3
415,"筷子","指挥棒","chopsticks",3,3,1,3,40,1,3
415,"筷子","晕染笔","chopsticks",2,1,3,3,40,1,3
415,"筷子","琴弦撑子","chopsticks",4,3,4,4,40,1,3
415,"易拉罐","做冰球","can",4,3,2,4,40,1,3
415,"易拉罐","茶几","can",3,3,2,3,40,1,3
415,"易拉罐","壁画","can",4,4,2,2,40,1,3
416,"筷子","发簪","chopsticks",2,2,1,3,43,12,3
416,"筷子","魔杖","chopsticks",3,2,1,2,43,12,3
416,"筷子","写字","chopsticks",2,3,1,4,43,12,3
416,"易拉罐","求婚","can",3,3,3,2,43,12,3
416,"易拉罐","卖钱","can",1,1,1,1,43,12,3
416,"易拉罐","笔筒","can",1,1,1,1,43,12,3
417,"筷子","尺子","chopsticks",2,2,1,4,39,17,3
417,"筷子","武器","chopsticks",2,2,1,3,39,17,3
417,"筷子","发簪","chopsticks",2,2,1,3,39,17,3
417,"易拉罐","回炉重做","can",2,2,2,1,39,17,3
417,"易拉罐","植物罐","can",3,2,1,2,39,17,3
417,"易拉罐","装饰品","can",1,1,2,1,39,17,3
418,"筷子","头饰","chopsticks",3,3,1,2,36,1,3
418,"筷子","杀人武器","chopsticks",22,2,1,3,36,1,3
418,"筷子","丈量工具","chopsticks",2,2,1,3,36,1,3
418,"易拉罐","容器","can",1,1,1,1,36,1,3
418,"易拉罐","吊灯","can",4,3,2,3,36,1,3
418,"易拉罐","烧烤用具","can",3,3,4,3,36,1,3
419,"筷子","计数","chopsticks",2,2,2,1,46,9,3
419,"筷子","做箭","chopsticks",3,3,3,3,46,9,3
419,"筷子","编凉席","chopsticks",3,3,2,3,46,9,3
419,"易拉罐","种花","can",2,2,1,3,46,9,3
419,"易拉罐","做鞋子","can",3,3,2,3,46,9,3
419,"易拉罐","存钱罐","can",2,2,1,2,46,9,3
420,"筷子","做成箱子","chopsticks",3,4,1,2,39,13,3
420,"筷子","做成房子","chopsticks",4,4,1,3,39,13,3
420,"筷子","叉回地里长成树","chopsticks",3,3,1,1,39,13,3
420,"易拉罐","板凳","can",3,3,2,3,39,13,3
420,"易拉罐","做衣服","can",3,3,2,3,39,13,3
420,"易拉罐","做成武器","can",2,2,2,3,39,13,3
421,"筷子","支架","chopsticks",3,3,1,2,50,1,3
421,"筷子","箱子","chopsticks",3,4,1,2,50,1,3
421,"筷子","发髻","chopsticks",2,2,1,2,50,1,3
421,"易拉罐","花盆","can",2,2,2,2,50,1,3
421,"易拉罐","塑料模型","can",3,3,1,3,50,1,3
421,"易拉罐","收纳盒、收纳工具","can",1,2,1,1,50,1,3
422,"筷子","乐器","chopsticks",3,3,3,3,41,3,3
422,"筷子","发簪","chopsticks",2,2,1,3,41,3,3
422,"筷子","挠痒器","chopsticks",2,3,2,3,41,3,3
422,"易拉罐","笔筒","can",1,1,1,1,41,3,3
422,"易拉罐","乐器","can",3,3,3,3,41,3,3
422,"易拉罐","脸部按摩器","can",3,3,3,3,41,3,3
423,"筷子","发簪","chopsticks",2,2,1,3,49,0,3
423,"筷子","火炬","chopsticks",4,2,3,1,49,0,3
423,"筷子","柴","chopsticks",2,2,1,2,49,0,3
423,"易拉罐","盆栽","can",2,2,1,2,49,0,3
423,"易拉罐","存钱罐","can",2,2,1,2,49,0,3
423,"易拉罐","灯罩","can",3,3,2,3,49,0,3
424,"筷子","毛衣针","chopsticks",3,2,3,4,43,0,3
424,"筷子","笔","chopsticks",2,1,2,3,43,0,3
424,"筷子","笔筒","chopsticks",3,1,1,3,43,0,3
424,"易拉罐","水杯","can",2,2,1,2,43,0,3
424,"易拉罐","花盆","can",2,2,2,2,43,0,3
424,"易拉罐","笔筒","can",1,1,1,1,43,0,3
425,"筷子","发簪","chopsticks",2,2,1,3,41,0,3
425,"筷子","笔","chopsticks",2,1,2,3,41,0,3
425,"筷子","笔筒","chopsticks",3,1,1,3,41,0,3
425,"易拉罐","手工艺品","can",2,2,1,2,41,0,3
425,"易拉罐","花盆","can",2,2,2,2,41,0,3
425,"易拉罐","板凳","can",3,3,1,3,41,0,3
426,"筷子","发簪","chopsticks",2,2,1,3,44,5,3
426,"筷子","牙签","chopsticks",3,3,1,1,44,5,3
426,"筷子","固定用的支架","chopsticks",3,3,1,2,44,5,3
426,"易拉罐","调料瓶","can",3,3,1,1,44,5,3
426,"易拉罐","艺术品","can",2,2,1,3,44,5,3
426,"易拉罐","割东西的刀片","can",3,3,3,3,44,5,3
427,"筷子","门栓","chopsticks",2,3,2,3,35,1,3
427,"筷子","固定器（手臂骨折）","chopsticks",2,4,3,4,35,1,3
427,"筷子","发簪","chopsticks",2,2,1,3,35,1,3
427,"易拉罐","存钱罐","can",2,2,1,2,35,1,3
427,"易拉罐","漂流瓶","can",3,2,2,2,35,1,3
427,"易拉罐","笔筒","can",1,1,1,1,35,1,3
428,"筷子","用来击打当乐器","chopsticks",3,3,3,3,56,5,3
428,"筷子","当烤签","chopsticks",3,2,1,1,56,5,3
428,"筷子","当发簪","chopsticks",2,2,1,3,56,5,3
428,"易拉罐","做炸药桶","can",3,3,3,3,56,5,3
428,"易拉罐","做笔筒","can",1,1,1,1,56,5,3
428,"易拉罐","做花瓶","can",2,3,1,3,56,5,3
429,"筷子","簪子","chopsticks",2,2,1,2,39,11,3
429,"筷子","雕刻","chopsticks",3,4,2,2,39,11,3
429,"筷子","画笔","chopsticks",2,4,2,3,39,11,3
429,"易拉罐","手工艺术品","can",2,2,1,2,39,11,3
429,"易拉罐","花瓶","can",2,3,1,3,39,11,3
429,"易拉罐","调料罐","can",3,3,1,3,39,11,3
430,"筷子","发簪","chopsticks",2,2,1,3,38,4,3
430,"筷子","笔筒","chopsticks",3,1,2,3,38,4,3
430,"筷子","与滚筒纸搭配","chopsticks",2,1,4,2,38,4,3
430,"易拉罐","戒指","can",3,2,3,2,38,4,3
430,"易拉罐","花洒","can",4,3,1,3,38,4,3
430,"易拉罐","信号增强仪","can",4,4,4,3,38,4,3
431,"筷子","搅拌棒","chopsticks",1,3,1,1,37,0,3
431,"筷子","尺子","chopsticks",2,2,1,4,37,0,3
431,"筷子","撑子","chopsticks",3,2,1,2,37,0,3
431,"易拉罐","花盆","can",2,2,2,2,37,0,3
431,"易拉罐","水杯","can",2,2,1,2,37,0,3
431,"易拉罐","筛子","can",3,2,3,3,37,0,3
432,"筷子","别头发 挽头发 用的工具","chopsticks",2,2,1,2,30,5,3
432,"筷子","工艺品","chopsticks",3,2,2,2,30,5,3
432,"筷子","笔","chopsticks",2,1,2,3,30,5,3
432,"易拉罐","简易拖鞋","can",4,3,2,3,30,5,3
432,"易拉罐","狗子玩具","can",2,2,2,2,30,5,3
432,"易拉罐","加油的沙锤","can",3,1,2,3,30,5,3
433,"筷子","剔牙","chopsticks",3,3,1,1,25,0,3
433,"筷子","做船","chopsticks",3,4,2,4,25,0,3
433,"筷子","吃屎","chopsticks",1,1,1,1,25,0,3
433,"易拉罐","解压神器","can",2,3,1,1,25,0,3
433,"易拉罐","做烤肉","can",3,3,4,3,25,0,3
433,"易拉罐","做飞船","can",4,4,2,4,25,0,3
434,"筷子","发簪","chopsticks",2,2,1,3,39,1,3
434,"筷子","搅拌器","chopsticks",1,1,1,1,39,1,3
434,"筷子","钳子","chopsticks",2,3,2,2,39,1,3
434,"易拉罐","花盆","can",2,2,2,2,39,1,3
434,"易拉罐","笔盒","can",1,1,1,1,39,1,3
434,"易拉罐","花灯","can",4,3,1,2,39,1,3
435,"筷子","衣架","chopsticks",3,3,2,3,42,1,3
435,"筷子","用来自慰","chopsticks",3,3,1,5,42,1,3
435,"筷子","杀人","chopsticks",2,3,1,3,42,1,3
435,"易拉罐","放手机","can",2,2,2,1,42,1,3
435,"易拉罐","种花","can",2,2,1,3,42,1,3
435,"易拉罐","凶器","can",2,3,2,3,42,1,3
436,"筷子","点火","chopsticks",2,2,1,2,52,3,3
436,"筷子","练字","chopsticks",2,3,2,4,52,3,3
436,"筷子","通厕所","chopsticks",2,3,1,1,52,3,3
436,"易拉罐","笔筒","can",1,1,1,1,52,3,3
436,"易拉罐","绘画","can",4,4,1,4,52,3,3
436,"易拉罐","串珠","can",2,2,1,2,52,3,3
437,"筷子","发簪","chopsticks",2,2,1,3,50,10,3
437,"筷子","痒痒挠","chopsticks",2,2,3,3,50,10,3
437,"筷子","门闩","chopsticks",2,1,2,3,50,10,3
437,"易拉罐","花瓶","can",2,3,1,3,50,10,3
437,"易拉罐","手机支架","can",2,2,2,1,50,10,3
437,"易拉罐","储物盒","can",1,1,1,1,50,10,3
438,"筷子","发簪","chopsticks",2,2,1,3,46,0,3
438,"筷子","笔架","chopsticks",2,3,2,3,46,0,3
438,"筷子","装饰","chopsticks",2,2,1,2,46,0,3
438,"易拉罐","风铃","can",3,3,3,3,46,0,3
438,"易拉罐","笔筒","can",1,1,1,1,46,0,3
438,"易拉罐","杯子","can",2,2,1,2,46,0,3
439,"筷子","门栓","chopsticks",2,2,2,3,48,1,3
439,"筷子","磨牙","chopsticks",4,3,2,2,48,1,3
439,"筷子","晾衣杆","chopsticks",2,3,1,2,48,1,3
439,"易拉罐","花瓶","can",2,3,1,3,48,1,3
439,"易拉罐","擀面杖","can",4,4,3,4,48,1,3
439,"易拉罐","可以用来做艺术品","can",2,2,1,2,48,1,3
440,"筷子","画框","chopsticks",3,4,3,2,48,4,3
440,"筷子","烧火","chopsticks",2,2,1,1,48,4,3
440,"筷子","吃饭","chopsticks",1,1,1,1,48,4,3
440,"易拉罐","融化做成铝锅","can",2,4,3,3,48,4,3
440,"易拉罐","小花瓶","can",2,3,1,3,48,4,3
440,"易拉罐","裁剪开做成通风小灶，内部放蜡烛底部弧面抹油煎小饼","can",3,3,4,4,48,4,3
441,"筷子","发簪","chopsticks",2,2,1,3,46,1,3
441,"筷子","清洁器","chopsticks",3,3,1,3,46,1,3
441,"筷子","搅拌棒","chopsticks",1,3,1,1,46,1,3
441,"易拉罐","花盆","can",2,2,2,2,46,1,3
441,"易拉罐","风铃","can",3,3,3,3,46,1,3
441,"易拉罐","挎包","can",3,3,2,2,46,1,3
442,"筷子","发簪","chopsticks",2,2,1,3,44,3,3
442,"筷子","书签","chopsticks",3,2,1,1,44,3,3
442,"筷子","搅拌棒","chopsticks",1,3,1,1,44,3,3
442,"易拉罐","存钱罐","can",2,2,1,2,44,3,3
442,"易拉罐","保龄球","can",4,3,2,4,44,3,3
442,"易拉罐","发泄物品","can",2,2,1,1,44,3,3
443,"筷子","擀面杖","chopsticks",3,4,2,2,34,1,3
443,"筷子","积木","chopsticks",3,4,1,3,34,1,3
443,"筷子","计数器","chopsticks",2,2,2,2,34,1,3
443,"易拉罐","水壶","can",2,2,2,3,34,1,3
443,"易拉罐","墙砖","can",3,3,2,2,34,1,3
443,"易拉罐","栅栏","can",3,4,2,3,34,1,3
444,"筷子","做搅拌棒","chopsticks",1,3,1,1,37,3,3
444,"筷子","织毛巾","chopsticks",3,3,3,4,37,3,3
444,"筷子","写字","chopsticks",2,3,1,4,37,3,3
444,"易拉罐","做艺术品","can",2,2,1,2,37,3,3
444,"易拉罐","养鱼","can",2,2,2,2,37,3,3
444,"易拉罐","种花草","can",2,3,1,3,37,3,3
445,"筷子","发簪","chopsticks",2,2,1,3,47,10,3
445,"筷子","通下水道的工具","chopsticks",2,3,1,1,47,10,3
445,"筷子","夹子","chopsticks",2,2,2,2,47,10,3
445,"易拉罐","烟灰缸","can",3,3,1,3,47,10,3
445,"易拉罐","足球","can",4,3,2,4,47,10,3
445,"易拉罐","沙锤","can",3,2,2,3,47,10,3
446,"筷子","搅拌棒","chopsticks",1,3,1,1,37,0,3
446,"筷子","发簪","chopsticks",2,2,1,3,37,0,3
446,"筷子","疏通水槽管子","chopsticks",2,3,1,1,37,0,3
446,"易拉罐","擀面皮","can",4,2,3,4,37,0,3
446,"易拉罐","做笔筒","can",1,1,1,1,37,0,3
446,"易拉罐","收纳小盒","can",1,2,1,1,37,0,3
447,"筷子","挖耳勺","chopsticks",4,3,3,1,50,5,3
447,"筷子","门栓","chopsticks",3,2,2,3,50,5,3
447,"筷子","秤杆","chopsticks",4,4,3,4,50,5,3
447,"易拉罐","菜刀","can",3,2,4,3,50,5,3
447,"易拉罐","戒指","can",3,2,3,2,50,5,3
447,"易拉罐","手鼓","can",3,3,3,3,50,5,3
448,"筷子","作固定用","chopsticks",2,2,1,2,41,0,3
448,"筷子","构筑模型","chopsticks",3,3,1,3,41,0,3
448,"筷子","当扳机","chopsticks",4,3,3,2,41,0,3
448,"易拉罐","点燃","can",2,2,2,3,41,0,3
448,"易拉罐","作为尖锐物品","can",2,2,2,3,41,0,3
448,"易拉罐","传声","can",4,4,2,4,41,0,3
449,"筷子","打球","chopsticks",3,3,3,3,36,0,3
449,"筷子","烧火","chopsticks",2,1,1,1,36,0,3
449,"筷子","发簪","chopsticks",2,2,1,3,36,0,3
449,"易拉罐","插花","can",3,3,1,3,36,0,3
449,"易拉罐","浮漂","can",5,5,3,5,36,0,3
449,"易拉罐","灯塔","can",4,3,3,3,36,0,3
450,"筷子","杀人","chopsticks",2,3,1,3,40,1,3
450,"筷子","打架子鼓","chopsticks",3,3,1,3,40,1,3
450,"筷子","烤肉签","chopsticks",2,3,1,1,40,1,3
450,"易拉罐","花盆","can",2,2,2,2,40,1,3
450,"易拉罐","热传导装置","can",4,5,3,5,40,1,3
450,"易拉罐","装饰品","can",1,1,2,1,40,1,3
451,"筷子","当发簪","chopsticks",2,2,1,3,48,4,3
451,"筷子","搭手工小屋","chopsticks",3,4,1,2,48,4,3
451,"筷子","鼓槌","chopsticks",3,3,3,3,48,4,3
451,"易拉罐","踢球","can",4,3,2,4,48,4,3
451,"易拉罐","放鞭炮进去","can",3,2,3,3,48,4,3
451,"易拉罐","花盆","can",2,2,2,2,48,4,3
452,"筷子","插花","chopsticks",3,3,1,2,51,6,3
452,"筷子","画画","chopsticks",3,4,1,4,51,6,3
452,"筷子","胶带粘起来做积木，扇子，玩具","chopsticks",3,2,2,3,51,6,3
452,"易拉罐","做花瓣","can",4,2,1,2,51,6,3
452,"易拉罐","踢键子","can",3,3,3,2,51,6,3
452,"易拉罐","投篮","can",2,3,2,3,51,6,3
