ID,prompt,cse1,cse2,cse3,cse4,cse5,cse6,cse7,cse8,cse9,cse10,cse11,age,sex,response_1,rater1_1,rater2_1,rater3_1,response_2,rater1_2,rater2_2,rater3_2,response_3,rater1_3,rater2_3,rater3_3,response_4,rater1_4,rater2_4,rater3_4,response_5,rater1_5,rater2_5,rater3_5,response_6,rater1_6,rater2_6,rater3_6,response_7,rater1_7,rater2_7,rater3_7,response_8,rater1_8,rater2_8,rater3_8,response_9,rater1_9,rater2_9,rater3_9,response_10,rater1_10,rater2_10,rater3_10,response_11,rater1_11,rater2_11,rater3_11,response_12,rater1_12,rater2_12,rater3_12,response_13,rater1_13,rater2_13,rater3_13,response_14,rater1_14,rater2_14,rater3_14,response_15,rater1_15,rater2_15,rater3_15,response_16,rater1_16,rater2_16,rater3_16,response_17,rater1_17,rater2_17,rater3_17,response_18,rater1_18,rater2_18,rater3_18,response_19,rater1_19,rater2_19,rater3_19,response_20,rater1_20,rater2_20,rater3_20,response_21,rater1_21,rater2_21,rater3_21
145,ladrillo,5,5,5,5,4,5,5,4,5,5,4,20,1,construir inmuebles,1,1,1,soporte o base,2,1,1,cancha de fútbol,3,2,2,chimeneas,1,1,1,juegos o juguetes,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,ladrillo,2,3,4,2,3,5,2,3,5,2,3,23,0,construir inmuebles,1,1,1,romper o destruir,4,2,2,arma defensa,4,2,2,juegos o juguetes,4,2,2,equilibrar o balancear,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,ladrillo,5,5,4,5,3,5,5,5,5,5,4,18,0,"obstáculo para detener, frenar o topar",3,2,2,portapapeles,4,1,2,sostener,3,1,1,pintar o dibujar  ,3,2,2,fogatas,3,1,1,arma defensa,4,2,2,soporte o base,2,1,1,juegos o juguetes,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,ladrillo,5,5,5,5,5,4,5,5,4,5,4,22,0,construir inmuebles,1,1,1,decoración jardín,4,2,2,pesas deporte,4,3,3,pisa papeles,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,exfoliante,3,3,3,moldear o aplanar- aplanar,5,2,2,ocultar,2,2,2,hacer fuego,3,2,1,aislante de temperatura,4,3,3,portapapeles,4,1,2,filtro de agua,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,ladrillo,4,3,3,3,3,3,3,4,4,3,3,19,1,construir inmuebles,1,1,1,muros o paredes,1,1,1,cancha de fútbol,3,2,2,romper o destruir,4,2,2,arma defensa,4,2,2,pintar o dibujar ,3,2,2,juegos o juguetes,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,señalamiento,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,ladrillo,4,5,4,5,4,5,4,3,5,5,5,23,1,construir inmuebles,1,1,1,muralla,2,1,1,escaleras o escalones,2,2,2,hornos,1,1,1,arma defensa,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,pisa papeles,4,2,2,asientos,2,1,2,romper o destruir,4,2,2,pisos,2,1,2,pesas deporte,4,3,3,soporte o base,2,1,1,"tallar, grabar o rayar",3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,ladrillo,3,4,4,4,4,5,5,3,4,4,3,21,0,construir inmuebles,1,1,1,muros o paredes,1,1,1,arma defensa,4,2,2,escaleras o escalones,2,2,2,soporte o base,2,1,1,mesas,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,ladrillo,3,3,4,4,3,4,3,3,3,3,3,21,0,construir inmuebles,1,1,1,soporte o base,2,1,1,decoración,4,2,2,asientos,2,1,2,escaleras o escalones,2,1,2,esculturas,5,1,1,puertas,3,2,2,botes de basura,3,2,2,pisos,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,ladrillo,4,5,4,5,4,5,5,5,4,5,5,22,0,construir inmuebles,1,1,1,soporte o base,2,1,1,escribir,3,2,2,"obstáculo para detener, frenar o topar",3,2,2,pisa papeles,4,2,2,caminos o calles,2,1,2,señalamientos,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,ladrillo,4,5,4,4,3,4,4,3,4,4,5,23,1,construir inmuebles,1,1,1,juegos o juguetes,4,2,2,asientos,2,1,2,soporte o base,2,1,1,arma defensa,4,2,2,cancha de fútbol,3,2,2,delimitar superficies,3,2,2,polvo,2,1,1,equilibrar o balancear,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,ladrillo,4,4,4,4,3,3,3,4,3,3,4,22,0,equilibrar o balancear,3,2,2,pesas deporte,4,3,3,moldear o aplanar,5,2,2,escaleras o escalones,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,ladrillo,5,5,5,5,5,4,5,5,5,5,5,21,0,construir inmuebles,1,1,1,puentes,2,1,1,torres,3,1,1,chimeneas,1,1,1,terrazas,2,1,1,mesas,2,2,2,pisos,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,ladrillo,5,5,4,5,4,5,5,5,4,4,5,22,1,mesas,2,2,2,"obstáculo para detener, frenar o topar",3,2,2,pintar o dibujar,3,2,2,hornos,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,ladrillo,5,5,3,4,4,5,4,5,5,5,4,20,0,construir inmuebles,1,1,1,mesas,2,2,2,asientos,2,1,2,caminos o calles,2,1,2,pintar o dibujar,3,2,2,pisa papeles,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,ladrillo,5,5,5,5,5,5,5,5,5,5,5,20,0,construir inmuebles,1,1,1,aislante de temperatura,4,3,3,"obstáculo para detener, frenar o topar",3,2,2,pesas deporte,4,3,3,mesas,2,2,2,escaleras o escalones,2,1,1,"obstáculo para detener, frenar o topar",3,2,2,polvo,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,ladrillo,4,4,4,4,3,4,4,3,3,4,3,21,0,aislante de temperatura,4,3,3,esculturas,5,1,2,pintar o dibujar,3,2,2,herramienta,3,2,2,soporte o base,2,1,1,construir inmuebles,1,1,1,equilibrar o balancear,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,ladrillo,3,4,4,5,3,4,5,5,5,3,5,22,1,construir inmuebles,1,1,1,soporte o base,2,1,1,"obstáculo para detener, frenar o topar",3,2,2,arma defensa,4,2,2,decoración jardín,4,2,2,mesas,2,2,2,asientos,2,1,2,muros o paredes,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,ladrillo,4,5,4,4,3,3,5,4,4,5,5,23,1,decoración jardín,4,2,2,escaleras o escalones,2,1,1,pintar o dibujar,3,2,2,contrapeso,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,ladrillo,5,5,4,5,5,5,5,5,4,5,5,20,1,construir inmuebles,1,1,1,soporte o base,2,1,1,cancha de fútbol,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,ladrillo,5,5,4,4,5,4,5,5,3,5,5,22,1,construir inmuebles,1,1,1,equilibrar o balancear,3,2,2,pesas deporte,4,3,3,juegos o juguetes,4,2,2,contrapeso,4,2,2,comercialización,1,2,2,esculturas,5,1,1,polvo,2,1,1,hacer pintura o colorante,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,ladrillo,2,2,4,3,3,4,2,3,3,2,2,19,0,construir inmuebles,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,ladrillo,1,2,4,1,2,4,1,2,5,1,4,19,0,construir inmuebles,1,1,1,pintar o dibujar,3,2,2,equilibrar o balancear,3,2,2,juegos o juguetes,4,2,2,escaleras o escalones,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,ladrillo,2,3,4,3,2,4,3,3,3,2,2,20,0,pisa papeles,4,2,2,equilibrar o balancear,3,2,2,"obstáculo para detener, frenar o topar",3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,ladrillo,2,2,3,3,1,2,4,3,3,2,5,21,0,construir inmuebles,1,1,1,escaleras o escalones,2,1,2,muros o paredes,1,1,1,soporte o base,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,ladrillo,4,4,4,4,4,5,4,4,4,3,4,21,0,construir inmuebles,1,1,1,escaleras o escalones,2,1,1,"obstáculo para detener, frenar o topar",3,2,2,aislante temperatura,4,3,3,arma defensa,4,2,2,pesas deporte,4,3,3,pisa papeles,4,2,2,decoración jardín,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,ladrillo,4,4,5,5,3,5,4,5,3,4,3,21,0,construir inmuebles,1,1,1,pisa papeles,4,2,2,flitro de agua,4,3,3,soporte o base,2,1,1,"obstáculo para detener, frenar o topar",3,2,2,asientos,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,ladrillo,4,3,5,4,5,5,4,4,4,3,5,20,0,ocultar,2,2,2,escaleras o escalones,2,1,1,barrera,1,1,1,delimitar superficies ,3,2,2,soporte o base,2,1,1,"obstáculo para detener, frenar o topar",3,2,2,pesas deporte,4,3,3,señalamiento,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,ladrillo,4,5,4,5,3,4,5,4,4,4,5,20,1,juegos o juguetes,4,2,2,pesas deporte,4,3,3,esculturas,5,1,1,pintar o dibujar  ,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,ladrillo,3,3,4,3,4,4,4,4,5,5,5,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,ladrillo,4,4,4,4,3,5,4,4,3,3,5,20,0,construir inmuebles,1,1,1,"obstáculo para detener, frenar o topar",3,2,2,mesas,2,2,2,asientos,2,1,2,soporte o base,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,ladrillo,5,5,4,4,5,4,5,5,5,5,5,20,0,construir inmuebles,1,1,1,bardas,1,1,1,pisos,2,1,2,decoración,4,2,2,pisa papeles,4,2,2,soporte o base,2,1,1,escaleras o escalones,2,1,2,pesas deporte,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,ladrillo, , , , , , , , , , , ,19,1,soporte o base,2,1,1,muros o paredes,1,1,1,decoración,4,2,2,pesas deporte,4,3,3,pisa papeles,4,2,2,asientos,2,1,2,arma defensa,4,2,2,construir inmuebles,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,ladrillo,2,2,4,3,2,4,2,3,3,1,2,20,0,construir inmuebles,1,1,1,decoración,4,2,2,arma defensa,4,2,2,escaleras o escalones,2,1,1,,,,,esculturas,5,1,1,pintar o dibujar  ,3,2,2,soporte o base,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,ladrillo,4,3,4,2,4,3,4,2,4,3,4,21,0,construir inmuebles,1,1,1,escaleras o escalones,2,1,2,caminos o calles ,2,1,2,asientos,2,1,2,muebles,2,2,2,pesas deporte,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,ladrillo,5,5,5,5,5,5,5,5,5,5,5,21,0,construir inmuebles,1,1,1,decoración,4,2,2,esculturas,5,1,1,arcilla,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,ladrillo,4,5,3,5,5,4,5,4,5,5,4,21,0,romper o destruir,4,2,2,soporte o base,2,1,1,pisa papeles,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,mesas,2,2,2,asientos,2,1,2,fogatas,3,1,1,equilibrar o balancear,3,2,2,cocinar,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,ladrillo,4,4,4,3,4,4,4,3,4,4,4,22,0,construir inmuebles,1,1,1,asientos,2,1,2,mesas,2,2,2,pesas deporte,4,3,3,hornos,1,1,1,decoración jardín,4,2,2,banquetas,1,1,2,pisa papales,4,2,2,escaleras o escalones,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,ladrillo,4,4,5,3,3,4,4,5,2,3,4,22,0,construir inmuebles,1,1,1,decoración,4,2,2,sostener,3,1,1,pintar o dibujar  ,3,2,2,soporte o base,2,1,1,"obstáculo para detener, frenar o topar",3,2,2,regalo,3,1,2,equilibrar o balancear,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,ladrillo,4,4,4,5,4,4,5,4,4,5,5,21,0,fogatas,3,1,1,mesas,2,2,2,puertas ,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,ladrillo,5,4,5,4,4,3,3,4,4,5,3,24,0,construir inmuebles,1,1,1,soporte o base,2,1,1,esculturas,5,1,1,asientos,2,1,2,pintar o dibujar,3,2,2,torres,3,1,1,arma defensa,4,2,2,juegos o juguetes,4,2,2,pizarrón,3,3,2,mesas,2,2,2,decoración,4,2,2,escaleras o escalones,2,1,2,lego,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,ladrillo,5,5,3,4,4,4,5,5,4,5,5,20,0,pisa papeles,4,2,2,pesas deporte,4,3,3,soporte o base,2,1,1,arma defensa,4,2,2,juegos o juguetes,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,ladrillo,4,4,4,4,5,3,5,4,3,4,4,20,1,construir inmuebles,1,1,1,"obstáculo para detener, frenar o topar",3,2,2,pintar o dibujar,3,2,2,romper o destruir,4,2,2,arma defensa,4,2,2,ocultar,2,2,2,contrapeso,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,ladrillo,4,4,5,5,4,4,4,5,4,5,4,20,0,soporte o base,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,ladrillo,3,1,4,3,3,5,3,5,5,1,4,19,1,hacer filas,3,2,1,apilar,2,1,1,delimitar superficies,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,ladrillo,4,5,5,5,3,4,4,5,5,4,3,21,0,"obstáculo para detener, frenar o topar",3,2,2,soporte o base,2,1,1,arma defensa,4,2,2,pesas deporte,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,ladrillo,1,1,4,2,3,3,4,1,1,2,1,23,1,construir inmuebles,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,ladrillo,4,4,5,4,4,5,5,5,5,4,5,21,1,construir inmuebles,1,1,1,pisos,2,1,2,pisa papeles,4,2,2,tablas,3,1,2,contrapeso,4,2,2,escaleras o escalones,2,1,2,soporte o base,2,1,1,arma defensa,4,2,2,hacer pintura o colorante,3,2,2,decoración ,4,2,2,bardas,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,ladrillo,5,5,5,1,4,2,3,3,2,4,1,22,1,construir inmuebles,1,1,1,juegos o juguetes,4,2,2,fogatas,3,1,1,escaleras o escalones,2,1,1,soporte o base,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,ladrillo,4,3,4,4,3,3,3,3,4,3,3,22,0,construir inmuebles,1,1,1,contrapeso,4,3,2,torres,3,1,1,asientos,2,1,2,romper o destruir,4,2,2,cancha de fútbol,3,2,2,molcajete,4,2,2,caminos o calles,2,1,2,pisos,2,1,2,equilibrar o balancear,3,2,2,ocultar,2,2,2,esculturas,5,1,1,"obstáculo para detener, frenar o topar",3,2,2,pesas deporte,4,3,3,bardas,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
194,ladrillo,4,4,4,3,3,4,3,4,4,4,3,21,0,construir inmuebles,1,1,1,pisa papeles,4,2,2,arma defensa,4,2,2,romper o destruir,4,2,2,escaleras o escalones,2,1,1,pesas deporte,4,3,3,ocultar ,2,2,2,soporte o base,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,ladrillo,5,4,4,5,4,4,4,5,3,4,4,24,1,construir inmuebles,1,1,1,muros o paredes,1,1,2,pisa papeles,4,2,2,polvo,2,1,1,hacer pintura o colorante,3,2,2,asientos,2,1,2,arma defensa,4,2,2,pesas deporte,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,ladrillo,4,4,4,4,3,4,4,4,4,4,5,21,0,hacer pintura o colorante,3,2,2,"obstáculo para detener, frenar o topar",3,2,2,polvo,2,1,1,equilibrar o balancear,3,2,2,arma defensa,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,ladrillo,5,5,4,5,4,5,5,5,5,5,5,23,1,construir inmuebles,1,1,1,escaleras o escalones,2,1,2,pintar o dibujar,3,2,2,muros o paredes,1,1,1,juegos o juguetes,4,2,2,karate,2,2,2,decoración,4,2,2,polvo,2,1,1,"obstáculo para detener, frenar o topar",3,2,2,joyería,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,ladrillo,3,4,4,2,3,4,4,3,3,2,4,21,1,construir inmuebles,1,1,1,"obstáculo para detener, frenar o topar",3,2,2,pesas deporte,4,3,3,pintar o dibujar  ,3,2,2,equilibrar o balancear,3,2,2,arma defensa,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,ladrillo,4,5,5,4,3,4,4,4,5,3,4,20,1,cancha de fútbol,3,2,2,"obstáculo para detener, frenar o topar",3,2,2,pisa papeles,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,ladrillo,4,4,5,4,5,5,5,5,5,5,5,22,0,construir inmuebles,1,1,1,arma defensa,4,2,2,romper o destruir,4,1,2,sostener,3,1,1,escaleras o escalones,2,1,2,soporte o base,2,1,1,contrapeso,4,2,2,asientos,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,ladrillo,5,4,3,5,4,1,3,2,5,4,3,22,0,construir inmuebles,1,1,1,soporte o base,2,1,1,pintar o dibujar,3,2,2,asientos,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,ladrillo,4,4,4,3,3,3,3,4,4,5,5,22,0,construir inmuebles,1,1,1,asientos,2,1,2,soporte o base,2,1,1,arma defensa,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,ladrillo,3,4,4,4,3,5,3,4,3,4,5,21,1,construir inmuebles,1,1,1,muros o paredes,1,1,1,separador,3,2,2,escribir,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,ladrillo,4,4,2,3,2,5,5,5,2,2,4,22,0,construir inmuebles,1,1,1,caminos o calles,2,1,2,aislante de temperatura,4,3,3,barreras,1,1,2,contrapeso,4,2,2,equilibrar o balancear,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,ladrillo,4,5,5,5,4,4,4,5,3,4,4,21,0,construir inmuebles,1,1,1,"obstáculo para detener, frenar o topar",3,2,2,pintar o dibujar,3,2,2,pesas deporte,4,3,3,romper o destruir,4,2,2,sostener,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,ladrillo,3,2,5,4,3,4,3,3,4,2,3,19,1,construir inmuebles,1,1,1,pintar o dibujar,3,2,2,esculturas,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,ladrillo,4,3,3,4,3,5,5,4,4,4,5,19,0,construir inmuebles,1,1,1,muebles,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,ladrillo,4,3,4,3,5,4,2,4,4,3,3,20,1,pisa papeles,4,2,2,decoración jardín,4,2,2,maquetas,5,2,2,romper o destruir,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,ladrillo,5,5,5,5,5,5,5,5,5,5,5,19,1,construir inmuebles,1,1,1,escaleras o escalones,2,1,2,"obstáculo para detener, frenar o topar",3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,ladrillo,4,4,4,4,3,5,3,4,3,4,4,21,1,construir inmuebles,1,1,1,mesas,2,2,2,muros o paredes,1,1,1,pisos,2,1,2,fogatas,3,1,1,decoración,4,2,2,coleccionarlos,3,3,2,soporte o base,2,1,1,arma defensa ,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,ladrillo,5,5,4,5,3,3,4,5,5,5,5,20,0,construir inmuebles,1,1,1,"obstáculo para detener, frenar o topar",3,2,2,asientos,2,1,2,esculturas,5,1,1,asientos,2,1,,muebles,2,2,2,equilibrar o balancear,3,2,2,pesas deporte,4,3,3,pintar o dibujar ,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,ladrillo,2,2,4,2,3,3,4,3,2,2,4,20,0,construir inmuebles,1,1,1,sostener,3,1,1,pintar o dibujar,3,2,2,arma defensa,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,ladrillo,5,5,5,5,5,5,5,5,5,5,5,19,1,"obstáculo para detener, frenar o topar",3,2,2,escaleras o escalones,2,1,2,fogatas,3,1,1,equilibrar o balancear,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,ladrillo,3,3,2,3,4,3,2,3,3,3,3,21,1,construir inmuebles,1,1,1,,,,,arma defensa,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,asientos,2,1,2,cancha de fútbol,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,ladrillo,5,5,4,5,4,4,4,5,5,4,4,21,0,construir inmuebles,1,1,1,pisa papeles,4,2,2,muebles,2,2,2,arma defensa,4,2,2,esculturas,5,1,1,arcilla,2,1,1,"obstáculo para detener, frenar o topar",3,2,2,decoración ,4,2,2,"tallar, grabar o rayar",3,2,2,cancha de fútbol,3,2,2,pesas deporte,4,3,3,decoración,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,ladrillo,2,2,4,2,2,5,2,2,3,2,2,20,0,construir inmuebles,1,1,1,muros o paredes,1,1,1,delimitar superficies,3,2,2,refugio animales,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,ladrillo,5,5,5,4,4,5,4,5,5,5,5,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,ladrillo,5,5,4,4,3,3,4,3,3,5,5,21,0,refugio animales,3,1,1,esculturas,5,1,1,asientos,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,ladrillo,4,4,5,5,4,4,4,4,4,4,4,21,1,construir inmuebles,1,1,1, vestidores o clóset,4,1,1,herramienta,3,2,2,delimitar superficies ,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,ladrillo,3,5,5,3,4,4,2,2,2,3,5,18,1,construir inmuebles,1,1,1,"obstáculo para detener, frenar o topar",3,2,2,comal,3,1,1,mesas,2,2,2,sostener,3,1,1,equilibrar o balancear,3,2,2,arma defensa,4,2,2,bardas,1,1,1,juegos o jueguete,4,2,2,pisa papeles,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,ladrillo,3,1,3,2,3,5,1,3,4,1,1,19,1,romper o destruir,4,2,2,fogatas,3,1,1,soporte o base,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
