"ID","prompt","response","set","rater1","rater2","rater3","RAPM-Gf","BFI-Extraversion","BFI-Agreeableness","BFI-Consciousness","BFI-Openness","BFI-Neuroticism"
689,"газета","Сделать из неё одежды (например, юбку)",1,2,3,3,NA,NA,NA,NA,NA,NA
690,"газета","Сделать из неё палому (шляпу)",1,2,3,2,NA,NA,NA,NA,NA,NA
691,"газета","Сделать из неё пилотку",1,2,3,2,NA,NA,NA,NA,NA,NA
692,"газета","Сделать из неё человечка и общаться с ним",1,3,3,3,NA,NA,NA,NA,NA,NA
693,"газета","Сделать коллаж из букв",1,2,3,2,NA,NA,NA,NA,NA,NA
694,"газета","Сделать коллаж из вырезок",1,3,3,2,NA,NA,NA,NA,NA,NA
695,"газета","Сделать колпак",1,2,3,2,NA,NA,NA,NA,NA,NA
696,"газета","Сделать конфеты",1,2,1,3,NA,NA,NA,NA,NA,NA
697,"газета","Сделать кораблик",1,2,3,2,NA,NA,NA,NA,NA,NA
698,"газета","Сделать костюм",1,3,3,2,NA,NA,NA,NA,NA,NA
699,"газета","Сделать костюм на ""мисс Тамбов - 2018""",1,5,5,3,NA,NA,NA,NA,NA,NA
700,"газета","Сделать маски животных",1,3,3,4,NA,NA,NA,NA,NA,NA
701,"газета","Сделать материю",1,1,1,2,NA,NA,NA,NA,NA,NA
702,"газета","Сделать обои",1,2,2,2,NA,NA,NA,NA,NA,NA
703,"газета","Сделать одежду",1,2,2,2,NA,NA,NA,NA,NA,NA
704,"газета","Сделать оригами",1,2,3,2,NA,NA,NA,NA,NA,NA
705,"газета","Сделать оригами",1,2,3,2,NA,NA,NA,NA,NA,NA
706,"газета","Сделать оформление канцелярских предметов, обклеив бумагой и залакировав",1,3,3,4,NA,NA,NA,NA,NA,NA
707,"газета","Сделать очки (предмет одежды)",1,3,1,3,NA,NA,NA,NA,NA,NA
708,"газета","Сделать папье-маше",1,2,3,2,NA,NA,NA,NA,NA,NA
709,"газета","Сделать папье-маше",1,2,3,2,NA,NA,NA,NA,NA,NA
710,"газета","Сделать папье-маше",1,2,3,2,NA,NA,NA,NA,NA,NA
711,"газета","Сделать поделку",1,2,3,2,NA,NA,NA,NA,NA,NA
712,"газета","Сделать поделку",1,2,3,2,NA,NA,NA,NA,NA,NA
713,"газета","Сделать подзорную трубу",1,3,3,2,NA,NA,NA,NA,NA,NA
714,"газета","Сделать предмет из папье-маше (добавить клей, порвать)",1,2,3,2,NA,NA,NA,NA,NA,NA
715,"газета","Сделать самолётик",1,2,3,2,NA,NA,NA,NA,NA,NA
716,"газета","Сделать самолётик",1,2,3,2,NA,NA,NA,NA,NA,NA
717,"газета","Сделать самолётик",1,2,3,2,NA,NA,NA,NA,NA,NA
718,"газета","Сделать самолётик",1,2,3,2,NA,NA,NA,NA,NA,NA
719,"газета","Сделать самолётик",1,2,3,2,NA,NA,NA,NA,NA,NA
720,"газета","Сделать стаканчики для еды",1,3,3,3,NA,NA,NA,NA,NA,NA
721,"газета","Сделать так, чтобы окна не продувало",1,3,2,3,NA,NA,NA,NA,NA,NA
722,"газета","Сделать трубу",1,3,2,2,NA,NA,NA,NA,NA,NA
723,"газета","Сделать украшение",1,3,3,2,NA,NA,NA,NA,NA,NA
724,"газета","Сделать шапку",1,2,3,2,NA,NA,NA,NA,NA,NA
725,"газета","Сделать шапочку",1,2,3,2,NA,NA,NA,NA,NA,NA
726,"газета","Сделать шапочку",1,2,3,2,NA,NA,NA,NA,NA,NA
727,"газета","Сделать шляпу",1,2,3,2,NA,NA,NA,NA,NA,NA
728,"газета","Сделать ёлочные игрушки",1,3,4,2,NA,NA,NA,NA,NA,NA
729,"газета","Сесть на неё",1,3,3,2,NA,NA,NA,NA,NA,NA
730,"газета","Сжечь",1,2,2,2,NA,NA,NA,NA,NA,NA
731,"газета","Сжечь газету",1,2,2,2,NA,NA,NA,NA,NA,NA
732,"газета","Сжечь, чтобы отпугнуть комаров",1,4,3,2,NA,NA,NA,NA,NA,NA
733,"газета","Сигнал для инопланетян, посланный в космос",1,5,4,1,NA,NA,NA,NA,NA,NA
734,"газета","Сиденье из стопки",1,3,3,3,NA,NA,NA,NA,NA,NA
735,"газета","Система охлаждения (обмахиваться)",1,2,2,3,NA,NA,NA,NA,NA,NA
736,"газета","Скатерть",1,3,2,2,NA,NA,NA,NA,NA,NA
737,"газета","Скатерть",1,3,2,2,NA,NA,NA,NA,NA,NA
738,"газета","Скатерть",1,3,2,2,NA,NA,NA,NA,NA,NA
739,"газета","Скатерть",1,3,2,2,NA,NA,NA,NA,NA,NA
740,"газета","Скатерть",1,3,2,2,NA,NA,NA,NA,NA,NA
741,"газета","Скатерть",1,3,2,2,NA,NA,NA,NA,NA,NA
742,"газета","Скатерть в общежитии (и не только!)",1,3,2,2,NA,NA,NA,NA,NA,NA
743,"газета","Складывать журавликов для украшения интерьера",1,3,3,3,NA,NA,NA,NA,NA,NA
744,"газета","Склеить фигурку животного",1,3,3,1,NA,NA,NA,NA,NA,NA
745,"газета","Скомканную использовать в виде мяча",1,3,3,1,NA,NA,NA,NA,NA,NA
746,"газета","Скомканные газеты - компоненты террариумов для массового разведения дрозофилы в генетических экспериментах",1,3,5,4,NA,NA,NA,NA,NA,NA
747,"газета","Скомкать - игра с мячом (футбол и т.п.)",1,3,3,2,NA,NA,NA,NA,NA,NA
748,"газета","Скомкать и использовать как мячик",1,3,3,2,NA,NA,NA,NA,NA,NA
749,"газета","Скомкать и как грабли (для тропинки)",1,1,3,3,NA,NA,NA,NA,NA,NA
750,"газета","Скрепить степлером и носить как одежду = платье",1,3,3,3,NA,NA,NA,NA,NA,NA
751,"газета","Скрутить в трубочки для изготовления мебели (плетёной)",1,3,3,3,NA,NA,NA,NA,NA,NA
752,"газета","Скрыться от преследования",1,4,4,3,NA,NA,NA,NA,NA,NA
753,"газета","Скульптура",1,3,3,4,NA,NA,NA,NA,NA,NA
754,"газета","Следить за прохожими через дырки",1,4,4,3,NA,NA,NA,NA,NA,NA
755,"газета","Слепить что-нибудь (намочить)",1,2,3,2,NA,NA,NA,NA,NA,NA
756,"газета","Сложить в несколько раз и использовать для тренировки скорости рук (как Брюс Ли пробивал пальцами газету)",1,4,5,4,NA,NA,NA,NA,NA,NA
757,"газета","Сложить её пополам 7 раз",1,2,1,2,NA,NA,NA,NA,NA,NA
758,"газета","Сложить самолёт",1,2,3,2,NA,NA,NA,NA,NA,NA
759,"газета","Сложить самолётик",1,2,3,2,NA,NA,NA,NA,NA,NA
760,"газета","Сложить самолётик/кораблик",1,2,3,2,NA,NA,NA,NA,NA,NA
761,"газета","Сложить фигуру оригами",1,2,3,2,NA,NA,NA,NA,NA,NA
762,"газета","Сложить шапочку",1,2,3,2,NA,NA,NA,NA,NA,NA
763,"газета","Сложить, чтобы достать что-то из узкой щели",1,3,4,4,NA,NA,NA,NA,NA,NA
764,"газета","Сложить, чтобы острым углом вычистить грязь из под ногтей",1,3,4,4,NA,NA,NA,NA,NA,NA
765,"газета","Сложить, чтобы отрегулировать стол/шкаф (чтобы не качался)",1,2,3,3,NA,NA,NA,NA,NA,NA
766,"газета","Смешивать на ней краски",1,3,2,3,NA,NA,NA,NA,NA,NA
767,"газета","Смять в мячик для игры",1,3,3,2,NA,NA,NA,NA,NA,NA
768,"газета","Снежинки для окна",1,3,2,2,NA,NA,NA,NA,NA,NA
769,"газета","Снежинки из неё",1,3,2,2,NA,NA,NA,NA,NA,NA
770,"газета","Собиратель влаги и жира",1,3,4,2,NA,NA,NA,NA,NA,NA
771,"газета","Собирать в неё ягоды",1,3,3,3,NA,NA,NA,NA,NA,NA
772,"газета","Собирать влагу из труднодоступных мест (в качестве тряпки)",1,3,5,2,NA,NA,NA,NA,NA,NA
773,"газета","Собирать гербарий",1,4,4,3,NA,NA,NA,NA,NA,NA
774,"газета","Собрать оригами (соорудить головной убор)",1,2,3,2,NA,NA,NA,NA,NA,NA
775,"газета","Совок",1,3,2,2,NA,NA,NA,NA,NA,NA
776,"газета","Совок",1,3,2,2,NA,NA,NA,NA,NA,NA
777,"газета","Согреться",1,3,3,2,NA,NA,NA,NA,NA,NA
778,"газета","Создание звука (шелеста или ритмичного удара)",1,4,4,3,NA,NA,NA,NA,NA,NA
779,"газета","Создание интерьера",1,3,2,2,NA,NA,NA,NA,NA,NA
780,"газета","Создание картин при помощи кусочков газеты",1,3,4,3,NA,NA,NA,NA,NA,NA
781,"газета","Создание тени",1,3,4,2,NA,NA,NA,NA,NA,NA
782,"газета","Создание шума, шелеста",1,3,4,3,NA,NA,NA,NA,NA,NA
783,"газета","Соорудить шторы",1,3,3,2,NA,NA,NA,NA,NA,NA
784,"газета","Спальное место",1,4,3,2,NA,NA,NA,NA,NA,NA
785,"газета","Сплести браслет из лоскутов",1,3,3,3,NA,NA,NA,NA,NA,NA
786,"газета","Сплести корзинку",1,3,3,3,NA,NA,NA,NA,NA,NA
787,"газета","Сплести корзинку",1,3,3,3,NA,NA,NA,NA,NA,NA
788,"газета","Спонжи для макияжа",1,3,4,4,NA,NA,NA,NA,NA,NA
789,"газета","Способ нахождения новой строки для стихотворения",1,4,4,4,NA,NA,NA,NA,NA,NA
790,"газета","Способ очистки стёкол в доме",1,3,3,2,NA,NA,NA,NA,NA,NA
791,"газета","Спрятать бутылку алкоголя в общественных местах",1,4,4,3,NA,NA,NA,NA,NA,NA
792,"газета","Спрятаться от солнца",1,3,3,2,NA,NA,NA,NA,NA,NA
793,"газета","Сравнивать события, излагаемые в разных видах печати",1,3,4,1,NA,NA,NA,NA,NA,NA
794,"газета","Средство гигиены",1,3,3,2,NA,NA,NA,NA,NA,NA
795,"газета","Средство для мытья бутылок изнутри",1,3,3,3,NA,NA,NA,NA,NA,NA
796,"газета","Средство маскировки",1,3,4,3,NA,NA,NA,NA,NA,NA
797,"газета","Средство массовой информации",1,1,1,1,NA,NA,NA,NA,NA,NA
798,"газета","Средство наказания для детей (вместо ремня)",1,4,3,3,NA,NA,NA,NA,NA,NA
799,"газета","Средство передвижения по воде для лёгких маленьких животных",1,3,3,5,NA,NA,NA,NA,NA,NA
800,"газета","Средство против мух и комаров",1,2,2,2,NA,NA,NA,NA,NA,NA
801,"газета","Стакан для напитков",1,3,2,3,NA,NA,NA,NA,NA,NA
802,"газета","Стакан для семечек",1,3,2,3,NA,NA,NA,NA,NA,NA
803,"газета","Стаканчик для семечек/орешков",1,3,2,3,NA,NA,NA,NA,NA,NA
804,"газета","Стелить на дороги",1,2,1,3,NA,NA,NA,NA,NA,NA
805,"газета","Стена для японских чайных домиков",1,3,1,3,NA,NA,NA,NA,NA,NA
806,"газета","Строительный материал",1,2,1,2,NA,NA,NA,NA,NA,NA
807,"газета","Стравить материал шрифта для эксперимента",1,4,4,4,NA,NA,NA,NA,NA,NA
808,"газета","Стравить шрифт",1,4,4,4,NA,NA,NA,NA,NA,NA
809,"газета","Строительный материал",1,2,1,2,NA,NA,NA,NA,NA,NA
810,"газета","Строить дом",1,3,1,3,NA,NA,NA,NA,NA,NA
811,"газета","Стул (пачка газет)",1,3,3,3,NA,NA,NA,NA,NA,NA
812,"газета","Сумка",1,3,2,3,NA,NA,NA,NA,NA,NA
813,"газета","Сумка",1,3,2,3,NA,NA,NA,NA,NA,NA
814,"газета","Сумка из газеты",1,3,2,3,NA,NA,NA,NA,NA,NA
815,"газета","Сушилка влаги",1,3,3,2,NA,NA,NA,NA,NA,NA
816,"газета","Сушилка для обуви",1,3,3,2,NA,NA,NA,NA,NA,NA
817,"газета","Сушилка для обуви",1,3,3,2,NA,NA,NA,NA,NA,NA
818,"газета","Сушить обувь",1,3,3,2,NA,NA,NA,NA,NA,NA
819,"газета","Сушить обувь",1,3,3,2,NA,NA,NA,NA,NA,NA
820,"газета","Сушить обувь",1,3,3,2,NA,NA,NA,NA,NA,NA
821,"газета","Сушить обувь с помощью газеты",1,3,3,2,NA,NA,NA,NA,NA,NA
822,"газета","Сушка обуви",1,3,3,2,NA,NA,NA,NA,NA,NA
823,"газета","Сушка обуви",1,3,3,2,NA,NA,NA,NA,NA,NA
824,"газета","Сушка обуви скомканными газетами",1,3,3,2,NA,NA,NA,NA,NA,NA
825,"газета","Сшить одежду",1,2,2,2,NA,NA,NA,NA,NA,NA
826,"газета","Сшить покрывало",1,3,2,2,NA,NA,NA,NA,NA,NA
827,"газета","Съезжать с горки",1,4,3,3,NA,NA,NA,NA,NA,NA
828,"газета","Тарелка (обёртка для пищи)",1,3,2,3,NA,NA,NA,NA,NA,NA
829,"газета","Теплоизолятор между окнами",1,3,3,3,NA,NA,NA,NA,NA,NA
830,"газета","Тонировка (стёкол и др.)",1,3,3,4,NA,NA,NA,NA,NA,NA
831,"газета","Топливо",1,2,2,3,NA,NA,NA,NA,NA,NA
832,"газета","Топливо для розжига",1,2,2,2,NA,NA,NA,NA,NA,NA
833,"газета","Трафарет",1,3,1,3,NA,NA,NA,NA,NA,NA
834,"газета","Трафарет",1,3,1,3,NA,NA,NA,NA,NA,NA
835,"газета","Труба",1,3,3,2,NA,NA,NA,NA,NA,NA
836,"газета","Труба, цилиндрическая форма - калейдоскоп",1,4,3,3,NA,NA,NA,NA,NA,NA
837,"газета","Трубка для плевания + снаряд",1,5,3,4,NA,NA,NA,NA,NA,NA
838,"газета","Тряпка",1,3,3,2,NA,NA,NA,NA,NA,NA
839,"газета","Тряпка",1,3,3,2,NA,NA,NA,NA,NA,NA
840,"газета","Туалетная бумага",1,2,2,2,NA,NA,NA,NA,NA,NA
841,"газета","Туалетная бумага",1,2,2,2,NA,NA,NA,NA,NA,NA
842,"газета","Убиваешь мух",1,2,2,2,NA,NA,NA,NA,NA,NA
843,"газета","Убивать мух",1,2,2,2,NA,NA,NA,NA,NA,NA
844,"газета","Убивать мух",1,2,2,2,NA,NA,NA,NA,NA,NA
845,"газета","Убивать насекомых",1,2,2,2,NA,NA,NA,NA,NA,NA
846,"газета","Убивать насекомых",1,2,2,2,NA,NA,NA,NA,NA,NA
847,"газета","Убивать насекомых",1,2,2,2,NA,NA,NA,NA,NA,NA
848,"газета","Убить жуков",1,2,2,2,NA,NA,NA,NA,NA,NA
849,"газета","Убить насекомое",1,2,2,2,NA,NA,NA,NA,NA,NA
850,"газета","Угольник",1,3,4,4,NA,NA,NA,NA,NA,NA
851,"газета","Удобрение для растений",1,3,3,3,NA,NA,NA,NA,NA,NA
852,"газета","Указка (когда газета свёрнута)",1,4,4,4,NA,NA,NA,NA,NA,NA
853,"газета","Украшение",1,3,3,2,NA,NA,NA,NA,NA,NA
854,"газета","Украшения - кольца",1,3,3,2,NA,NA,NA,NA,NA,NA
855,"газета","Укрываться (как одеялом)",1,3,3,2,NA,NA,NA,NA,NA,NA
856,"газета","Укрываться от дождя",1,3,3,2,NA,NA,NA,NA,NA,NA
857,"газета","Укрываться от социума",1,3,5,3,NA,NA,NA,NA,NA,NA
858,"газета","Укрытие",1,3,2,2,NA,NA,NA,NA,NA,NA
859,"газета","Укрытие от осадков",1,3,3,2,NA,NA,NA,NA,NA,NA
860,"газета","Укрыться большим количеством для сохранения тепла",1,4,4,3,NA,NA,NA,NA,NA,NA
861,"газета","Укрыться от дождя",1,3,3,2,NA,NA,NA,NA,NA,NA
862,"газета","Укрыться от дождя",1,3,3,2,NA,NA,NA,NA,NA,NA
863,"газета","Упаковка",1,2,2,2,NA,NA,NA,NA,NA,NA
864,"газета","Упаковка",1,2,2,2,NA,NA,NA,NA,NA,NA
865,"газета","Упаковка",1,2,2,2,NA,NA,NA,NA,NA,NA
866,"газета","Упаковка для чего-либо",1,2,2,2,NA,NA,NA,NA,NA,NA
867,"газета","Упаковка подарка",1,2,3,2,NA,NA,NA,NA,NA,NA
868,"газета","Упаковка хрупких вещей",1,2,2,2,NA,NA,NA,NA,NA,NA
869,"газета","Упаковка чего-либо",1,2,2,2,NA,NA,NA,NA,NA,NA
870,"газета","Упаковочная бумага",1,2,2,2,NA,NA,NA,NA,NA,NA
871,"газета","Упаковочная бумага",1,2,2,2,NA,NA,NA,NA,NA,NA
872,"газета","Употребить в пищу",1,1,1,3,NA,NA,NA,NA,NA,NA
873,"газета","Устелить что-нибудь",1,2,2,2,NA,NA,NA,NA,NA,NA
874,"газета","Утеплитель",1,3,3,2,NA,NA,NA,NA,NA,NA
875,"газета","Утеплитель для обуви",1,3,3,2,NA,NA,NA,NA,NA,NA
876,"газета","Учить ребёнка читать",1,1,3,4,NA,NA,NA,NA,NA,NA
877,"газета","Фигурка",1,2,2,2,NA,NA,NA,NA,NA,NA
878,"газета","Фильтр для воды",1,3,4,3,NA,NA,NA,NA,NA,NA
879,"газета","Фильтр для жидкости (свернуть в конус)",1,3,5,3,NA,NA,NA,NA,NA,NA
880,"газета","Фильтр, плашка",1,3,3,3,NA,NA,NA,NA,NA,NA
881,"газета","Фон для семейных фото",1,5,4,4,NA,NA,NA,NA,NA,NA
882,"газета","Фон для фотосъёмки",1,5,4,4,NA,NA,NA,NA,NA,NA
883,"газета","Фотографии из газет (новости; идеи для комплектации)",1,2,3,1,NA,NA,NA,NA,NA,NA
884,"газета","Холст",1,3,2,3,NA,NA,NA,NA,NA,NA
885,"газета","Холст для авангардиста",1,4,3,4,NA,NA,NA,NA,NA,NA
886,"газета","Художественное искусство (папье маше, оригами, перфомансы)",1,2,3,2,NA,NA,NA,NA,NA,NA
887,"газета","Цветок (оригами)",1,2,3,2,NA,NA,NA,NA,NA,NA
888,"газета","цветы из газеты",1,2,3,3,NA,NA,NA,NA,NA,NA
889,"газета","Цитаты, вырезки",1,2,2,2,NA,NA,NA,NA,NA,NA
890,"газета","Чернила с газеты повторно использовать для создания краски",1,2,4,4,NA,NA,NA,NA,NA,NA
891,"газета","Чернила содержат РВ (радиоактивные вещества) - убийство, отравление",1,1,4,5,NA,NA,NA,NA,NA,NA
892,"газета","Черновик для росписи ручки",1,2,2,2,NA,NA,NA,NA,NA,NA
893,"газета","Чертить на ней (выкройки)",1,3,4,3,NA,NA,NA,NA,NA,NA
894,"газета","Чехол для ноутбука",1,4,4,4,NA,NA,NA,NA,NA,NA
895,"газета","Читать",1,1,1,1,NA,NA,NA,NA,NA,NA
896,"газета","Читать задом-наперёд и верх ногами",1,1,2,3,NA,NA,NA,NA,NA,NA
897,"газета","Чтобы привлечь внимание (кинуть скомканную в человека, поджечь)",1,4,4,4,NA,NA,NA,NA,NA,NA
898,"газета","Чтобы разжечь огонь",1,2,2,2,NA,NA,NA,NA,NA,NA
899,"газета","Шапка",1,2,3,2,NA,NA,NA,NA,NA,NA
900,"газета","Шапка для маляра",1,2,3,2,NA,NA,NA,NA,NA,NA
901,"газета","Шапка-оригами",1,2,3,2,NA,NA,NA,NA,NA,NA
902,"газета","Шапка-оригами",1,2,3,2,NA,NA,NA,NA,NA,NA
903,"газета","Шапочка",1,2,3,2,NA,NA,NA,NA,NA,NA
904,"газета","Шапочка для ремонта",1,2,3,2,NA,NA,NA,NA,NA,NA
905,"газета","Шапочка маляра",1,2,3,2,NA,NA,NA,NA,NA,NA
906,"газета","Шапочка от солнца",1,2,3,2,NA,NA,NA,NA,NA,NA
907,"газета","Шарф из газеты",1,3,3,3,NA,NA,NA,NA,NA,NA
908,"газета","Швабра",1,3,3,3,NA,NA,NA,NA,NA,NA
909,"газета","Ширма от соседа в метро",1,4,5,4,NA,NA,NA,NA,NA,NA
910,"газета","Шить одежду",1,2,2,2,NA,NA,NA,NA,NA,NA
911,"газета","Шлепалка мух",1,2,2,2,NA,NA,NA,NA,NA,NA
912,"газета","Шляпа",1,2,3,2,NA,NA,NA,NA,NA,NA
913,"газета","Шляпа",1,2,3,2,NA,NA,NA,NA,NA,NA
914,"газета","Шляпа",1,2,3,2,NA,NA,NA,NA,NA,NA
915,"газета","Шляпа",1,2,3,2,NA,NA,NA,NA,NA,NA
916,"газета","Шляпка",1,2,3,2,NA,NA,NA,NA,NA,NA
917,"газета","Шляпы делать",1,2,3,2,NA,NA,NA,NA,NA,NA
918,"газета","Шторка",1,3,3,2,NA,NA,NA,NA,NA,NA
919,"газета","Шторка",1,3,3,2,NA,NA,NA,NA,NA,NA
920,"газета","Шторка",1,3,3,2,NA,NA,NA,NA,NA,NA
921,"газета","Шторы",1,3,3,2,NA,NA,NA,NA,NA,NA
922,"газета","Шторы сделать",1,3,3,2,NA,NA,NA,NA,NA,NA
923,"газета","Шторы, обои, утеплитель…",1,2,3,2,NA,NA,NA,NA,NA,NA
924,"газета","Шуршать",1,3,3,3,NA,NA,NA,NA,NA,NA
925,"газета","Элемент вечернего туалета",1,3,1,3,NA,NA,NA,NA,NA,NA
926,"газета","Элемент одежды",1,2,1,2,NA,NA,NA,NA,NA,NA
927,"газета","Элемент одежды - декор",1,2,2,2,NA,NA,NA,NA,NA,NA
928,"газета","Эскиз для ногтей",1,3,3,2,NA,NA,NA,NA,NA,NA
929,"газета","Юбка",1,3,3,3,NA,NA,NA,NA,NA,NA
930,"газета","Юбка",1,3,3,2,NA,NA,NA,NA,NA,NA
931,"газета","Яд/ отравление свинцом и др. компонентами",1,3,5,5,NA,NA,NA,NA,NA,NA
932,"деревянная линейка","""Дрова"" для костра",1,2,2,2,NA,NA,NA,NA,NA,NA
933,"деревянная линейка","""Карандаш""",1,3,2,2,NA,NA,NA,NA,NA,NA
934,"деревянная линейка","""Катапульта""",1,3,2,2,NA,NA,NA,NA,NA,NA
935,"деревянная линейка","""Катапульта""",1,3,2,2,NA,NA,NA,NA,NA,NA
936,"деревянная линейка","""Кисть"" или шпатель для красок",1,3,3,3,NA,NA,NA,NA,NA,NA
937,"деревянная линейка","""Ложка"" для обуви",1,4,3,3,NA,NA,NA,NA,NA,NA
938,"деревянная линейка","""Ложка"" для обуви",1,4,3,3,NA,NA,NA,NA,NA,NA
939,"деревянная линейка","""Лопата"" (откапывать/выкапывать)",1,3,3,3,NA,NA,NA,NA,NA,NA
940,"деревянная линейка","""Лыжа"" для благовоний",1,4,4,4,NA,NA,NA,NA,NA,NA
941,"деревянная линейка","""Опора"" для цветов",1,2,2,2,NA,NA,NA,NA,NA,NA
942,"деревянная линейка","""Оружие""",1,3,2,2,NA,NA,NA,NA,NA,NA
943,"деревянная линейка","""Плечи"" для верхней одежды (можно вшить и сделать ""рукава-фонарики"", например)",1,5,4,3,NA,NA,NA,NA,NA,NA
944,"деревянная линейка","""Поддержка"" для опадающих растений (поникших)",1,2,2,2,NA,NA,NA,NA,NA,NA
945,"деревянная линейка","""Шина"" хирургическая",1,3,3,2,NA,NA,NA,NA,NA,NA
946,"деревянная линейка","(Раз)резать острым углом",1,3,3,2,NA,NA,NA,NA,NA,NA
947,"деревянная линейка","(Расщепить) зубочистка",1,3,3,3,NA,NA,NA,NA,NA,NA
948,"деревянная линейка","Автострада для игрушечных машинок",1,4,4,4,NA,NA,NA,NA,NA,NA
949,"деревянная линейка","Аккуратно поломать на части и склеить арт-объект",1,3,3,4,NA,NA,NA,NA,NA,NA
950,"деревянная линейка","Амфетамин дробить и газетой нюхать",1,4,4,5,NA,NA,NA,NA,NA,NA
951,"деревянная линейка","Антенна для телевизора",1,1,3,3,NA,NA,NA,NA,NA,NA
952,"деревянная линейка","Балласт",1,1,3,3,NA,NA,NA,NA,NA,NA
953,"деревянная линейка","Банально чесать спину",1,2,3,2,NA,NA,NA,NA,NA,NA
954,"деревянная линейка","Барабанная палочка",1,4,4,2,NA,NA,NA,NA,NA,NA
955,"деревянная линейка","Барабанная палочка",1,4,4,2,NA,NA,NA,NA,NA,NA
956,"деревянная линейка","Бигуди",1,4,4,4,NA,NA,NA,NA,NA,NA
957,"деревянная линейка","Билет в заповедник",1,5,1,4,NA,NA,NA,NA,NA,NA
958,"деревянная линейка","Бить (однозначно)",1,2,2,2,NA,NA,NA,NA,NA,NA
959,"деревянная линейка","Бить кого-то",1,2,2,2,NA,NA,NA,NA,NA,NA
960,"деревянная линейка","Бить мух на стенах/окнах",1,2,2,2,NA,NA,NA,NA,NA,NA
961,"деревянная линейка","Бить с её помощью щелбаны",1,2,2,2,NA,NA,NA,NA,NA,NA
962,"деревянная линейка","Бросить в жерло вулкана",1,2,1,1,NA,NA,NA,NA,NA,NA
963,"деревянная линейка","Бумеранг",1,4,1,4,NA,NA,NA,NA,NA,NA
964,"деревянная линейка","В игре с детьми как горку",1,3,4,4,NA,NA,NA,NA,NA,NA
965,"деревянная линейка","В игре с ребёнком как пешеходный переход",1,4,5,4,NA,NA,NA,NA,NA,NA
966,"деревянная линейка","В качестве горючего материала",1,2,2,2,NA,NA,NA,NA,NA,NA
967,"деревянная линейка","В качестве детской лопатки",1,3,3,3,NA,NA,NA,NA,NA,NA
968,"деревянная линейка","В качестве лопаты",1,3,3,3,NA,NA,NA,NA,NA,NA
969,"деревянная линейка","В качестве музыкального инструмента",1,3,3,2,NA,NA,NA,NA,NA,NA
970,"деревянная линейка","В качестве ножниц",1,3,1,3,NA,NA,NA,NA,NA,NA
971,"деревянная линейка","В качестве подобия рогатки",1,3,2,2,NA,NA,NA,NA,NA,NA
972,"деревянная линейка","В качестве успокаивающего и воспитательного предмета",1,3,2,3,NA,NA,NA,NA,NA,NA
973,"деревянная линейка","В ящиках комода использовать в качестве разделителей пространства",1,4,4,4,NA,NA,NA,NA,NA,NA
974,"деревянная линейка","Весло",1,2,3,4,NA,NA,NA,NA,NA,NA
975,"деревянная линейка","Весло",1,2,3,4,NA,NA,NA,NA,NA,NA
976,"деревянная линейка","Весло",1,2,3,4,NA,NA,NA,NA,NA,NA
977,"деревянная линейка","Весы",1,4,3,3,NA,NA,NA,NA,NA,NA
978,"деревянная линейка","Весы",1,4,3,3,NA,NA,NA,NA,NA,NA
979,"деревянная линейка","Весы",1,4,3,3,NA,NA,NA,NA,NA,NA
980,"деревянная линейка","Весы для двух предметов",1,4,3,3,NA,NA,NA,NA,NA,NA
981,"деревянная линейка","Вешалка",1,4,2,3,NA,NA,NA,NA,NA,NA
982,"деревянная линейка","Вешать над кастрюлей марлю с творогом",1,3,4,3,NA,NA,NA,NA,NA,NA
983,"деревянная линейка","Взять ручку и вставить в колпачок тип крылья самолёта",1,3,3,3,NA,NA,NA,NA,NA,NA
984,"деревянная линейка","Визитка дровосека",1,5,5,5,NA,NA,NA,NA,NA,NA
985,"деревянная линейка","Вместе с резинкой - рогатка",1,3,3,3,NA,NA,NA,NA,NA,NA
986,"деревянная линейка","Вместо ветки для попугая",1,3,4,4,NA,NA,NA,NA,NA,NA
987,"деревянная линейка","Вместо дощечки паркета",1,2,3,3,NA,NA,NA,NA,NA,NA
988,"деревянная линейка","Вместо ложки, когда надо что-то размешать",1,2,3,3,NA,NA,NA,NA,NA,NA
989,"деревянная линейка","Вместо лопатки на приёме у доктора",1,3,4,4,NA,NA,NA,NA,NA,NA
990,"деревянная линейка","Вместо палочки для осмотра горла доктором",1,3,4,4,NA,NA,NA,NA,NA,NA
991,"деревянная линейка","Вместо молотка для мяса",1,3,2,4,NA,NA,NA,NA,NA,NA
992,"деревянная линейка","Вместо очков",1,2,1,2,NA,NA,NA,NA,NA,NA
993,"деревянная линейка","Вместо палочек для рассады",1,2,3,2,NA,NA,NA,NA,NA,NA
994,"деревянная линейка","Вместо плинтуса",1,4,3,3,NA,NA,NA,NA,NA,NA
995,"деревянная линейка","Вместо половицы паркета",1,2,3,3,NA,NA,NA,NA,NA,NA
996,"деревянная линейка","Вместо спичек/лучины",1,2,2,2,NA,NA,NA,NA,NA,NA
997,"деревянная линейка","Вместо шины использовать для сломанной лапки у кошки",1,3,3,3,NA,NA,NA,NA,NA,NA
998,"деревянная линейка","Волшебная палочка для детей",1,5,4,4,NA,NA,NA,NA,NA,NA
999,"деревянная линейка","Волшебная палочка феи",1,5,4,4,NA,NA,NA,NA,NA,NA
