"ID","prompt","response","set","lab","rater1","rater2","rater3","rater4","C-act","C-ach"
63,"bouteille","enroulé dans les cheveux pour faire des boucles",8,4,5,4,2,4,50,82
63,"couteau","sur les rebords d'une cloture pour empêcher les intrus",8,4,4,2,2,4,50,82
63,"couteau","pour couper les cheveux quand on a pas de ciseaux",8,4,2,2,2,2,50,82
63,"couteau","pour creuser un trou sans pelle",8,4,4,4,2,3,50,82
63,"couteau","pour dessiner sur le sol",8,4,3,2,3,2,50,82
63,"couteau","pour mettre sur le front et faire une licorne",8,4,5,3,1,4,50,82
63,"couteau","ou pour mettre sur le dos pour faire un requin",8,4,4,2,1,3,50,82
63,"pneu","roue pour chat",8,4,4,4,2,3,50,82
63,"pneu","poids au sport",8,4,2,2,3,2,50,82
63,"pneu","table basse originale",8,4,3,3,2,3,50,82
63,"pneu","totem pour garagiste",8,4,4,3,1,4,50,82
63,"pneu","course militaire",8,4,2,2,2,2,50,82
63,"pneu","houlahup pour mec musclé",8,4,2,2,2,3,50,82
63,"pneu","panier pour animal",8,4,3,4,2,5,50,82
63,"pneu","protection d'une maison",8,4,2,2,4,3,50,82
63,"pneu","trampoline",8,4,3,3,3,4,50,82
64,"bouteille","instrument de musique",8,4,4,2,2,3,74,24
64,"bouteille","lampe",8,4,4,2,3,2,74,24
64,"bouteille","aquarium",8,4,4,5,3,3,74,24
64,"bouteille","quille de bowling",8,4,3,4,2,3,74,24
64,"bouteille","quille de jonglage",8,4,4,4,2,3,74,24
64,"bouteille","vase",8,4,3,2,2,2,74,24
64,"bouteille","pommeau de douche",8,4,5,5,2,4,74,24
64,"bouteille","arrosoir",8,4,2,2,2,2,74,24
64,"couteau","tournevis",8,4,3,2,3,3,74,24
64,"couteau","instrument de musique",8,4,4,5,2,3,74,24
64,"couteau","truelle",8,4,4,4,2,4,74,24
64,"couteau","scie",8,4,2,2,2,2,74,24
64,"couteau","aiguille d'horloge",8,4,3,3,3,4,74,24
64,"couteau","boussole",8,4,4,4,2,4,74,24
64,"couteau","pendule",8,4,3,4,3,4,74,24
64,"couteau","outil de massage",8,4,4,3,1,3,74,24
64,"pneu","matériau de construction",8,4,4,4,3,3,74,24
64,"pneu","combustible pour un feu",8,4,2,2,3,2,74,24
64,"pneu","balançoire",8,4,3,2,2,2,74,24
64,"pneu","etagere à accrocher au mur",8,4,4,4,3,4,74,24
64,"pneu","hoola hoop",8,4,2,2,2,2,74,24
64,"pneu","matelas pour amortir des chutes",8,4,3,4,3,4,74,24
64,"pneu","siege",8,4,4,3,3,2,74,24
64,"pneu","pot de fleur",8,4,3,2,3,3,74,24
65,"bouteille","pour s'hydrater",8,4,1,1,2,1,28,46
65,"bouteille","pour jouer au jeu de la bouteille",8,4,3,4,2,2,28,46
65,"bouteille","pour jouer à la bagarre",8,4,2,2,2,3,28,46
65,"bouteille","pour se défendre contre un intrus",8,4,2,2,2,2,28,46
65,"bouteille","pour faire du DIY",8,4,4,3,3,3,28,46
65,"couteau","pour tuer quelqu'un",8,4,1,1,2,1,28,46
65,"couteau","pour couper des aliments",8,4,1,1,1,1,28,46
65,"couteau","couper des objets de tous les jours",8,4,1,1,1,1,28,46
65,"couteau","pour survivre en forêt",8,4,2,1,3,1,28,46
65,"couteau","pour menacer quelqu'un",8,4,1,1,2,1,28,46
65,"pneu","pour faire rouler un moyen de locomotion",8,4,1,1,1,1,28,46
65,"pneu","pour le faire brûler",8,4,4,2,3,2,28,46
65,"pneu","en tant que balançoire",8,4,3,2,3,2,28,46
65,"pneu","jouet à faire rouler",8,4,2,3,2,2,28,46
66,"bouteille","moyen de communication",8,4,2,3,2,1,40,39
66,"bouteille","de transport",8,4,2,1,2,1,40,39
66,"bouteille","arme",8,4,1,2,2,2,40,39
66,"bouteille","projectile",8,4,2,2,2,2,40,39
66,"bouteille","instrument de musique",8,4,4,2,2,3,40,39
66,"bouteille","vivarium",8,4,4,4,3,3,40,39
66,"bouteille","jongles",8,4,4,4,3,3,40,39
66,"couteau","arme",8,4,1,1,2,1,40,39
66,"couteau","cirque",8,4,2,3,2,2,40,39
66,"couteau","tournevis",8,4,3,2,3,3,40,39
66,"couteau","gravure",8,4,2,2,3,2,40,39
66,"pneu","balançoire",8,4,3,2,3,2,40,39
66,"pneu","matière a bruler",8,4,2,2,3,2,40,39
66,"pneu","cerceau",8,4,2,3,2,2,40,39
66,"pneu","marcher dessus comme au cirque",8,4,3,4,3,3,40,39
67,"bouteille","piège à guêpes",8,4,2,3,3,2,33,34
67,"bouteille","fusée à faire décoller avec des pétard",8,4,4,5,3,4,33,34
67,"bouteille","minis flotteurs pour éviter que l'eau de la piscine de gèle en hiver",8,4,4,4,4,4,33,34
67,"bouteille","sculpture",8,4,4,3,2,3,33,34
67,"bouteille","recyclage pour être transformer en nouvel objet comme un stylo par exemple",8,4,5,3,3,2,33,34
67,"bouteille","gouttières",8,4,5,3,3,5,33,34
67,"bouteille","pots à crayons",8,4,4,3,2,2,33,34
67,"bouteille","arrosoir",8,4,2,2,2,2,33,34
67,"bouteille","distributeur d'eau pour animaux",8,4,3,2,3,2,33,34
67,"bouteille","contenant culinaire pour l'huile ou les autres condiments",8,4,1,2,2,1,33,34
67,"couteau","cale porte",8,4,3,4,2,4,33,34
67,"couteau","sécateur",8,4,2,2,2,2,33,34
67,"couteau","tournevis",8,4,3,2,3,3,33,34
67,"couteau","soulève couvercle pour ouverture de pots difficile",8,4,2,2,3,2,33,34
67,"couteau","fléchettes",8,4,3,4,2,2,33,34
67,"couteau","arme",8,4,1,1,2,1,33,34
67,"pneu","balançoire",8,4,3,2,2,2,33,34
67,"pneu","bouée de piscine",8,4,2,2,3,2,33,34
67,"pneu","pouffe/tabouret",8,4,3,3,2,2,33,34
67,"pneu","murs pour pistes de karting",8,4,2,2,4,3,33,34
67,"pneu","pot de fleur",8,4,4,2,2,3,33,34
67,"pneu","éviter les chocs des bateaux sur les murs des ports",8,4,2,2,3,3,33,34
67,"pneu","remplacement de pare-chocs",8,4,2,2,3,3,33,34
67,"pneu","marelle pour enfants dans les écoles",8,4,4,4,2,3,33,34
68,"bouteille","une bouteille (en verre) peut servir d'instrument de musique, autant de percussion que de flute (souffler dans le goulot).",8,4,3,3,2,3,47,107
68,"bouteille","Elle peut servir d'arme tranchante si on la casse lors d'une bagarre.",8,4,2,2,2,2,47,107
68,"bouteille","Aussi utile pour tracer des ronds en la posant sur une feuille.",8,4,4,5,3,3,47,107
68,"couteau","Un couteau pointu peut servir de cure dents",8,4,3,3,3,3,47,107
68,"couteau","On peut poser des questions à un couteau qu'on fait tourner comme une toupie au milieu la table jusqu'a ce qu'il pointe un des individus attablés,  il devient ainsi un instrument de divination",8,4,5,3,2,4,47,107
68,"pneu","peut servir pour faire une balançoire",8,4,3,2,3,2,47,107
68,"pneu","une luge",8,4,4,4,3,4,47,107
68,"pneu","une table basse",8,4,2,3,3,3,47,107
68,"pneu","un fauteuil",8,4,2,3,3,2,47,107
69,"bouteille","lampe",8,4,4,2,2,2,27,46
69,"bouteille","pot à crayon",8,4,4,3,2,2,27,46
69,"bouteille","boite",8,4,3,3,2,2,27,46
69,"bouteille","poids",8,4,3,4,2,3,27,46
69,"bouteille","porte photo",8,4,5,5,4,5,27,46
69,"bouteille","table",8,4,4,4,1,1,27,46
69,"bouteille","entonnoir",8,4,2,3,2,2,27,46
69,"bouteille","masseur",8,4,4,5,3,3,27,46
69,"bouteille","piège à insecte",8,4,2,3,3,2,27,46
69,"couteau","mortier",8,4,4,3,2,3,27,46
69,"couteau","porte bijoux",8,4,5,4,2,4,27,46
69,"couteau","porte clé",8,4,4,3,2,2,27,46
69,"couteau","horloge (avec le soleil)",8,4,5,5,2,5,27,46
69,"couteau","rasoir",8,4,4,3,2,2,27,46
69,"couteau","tournevis",8,4,3,2,2,2,27,46
69,"couteau","crochet",8,4,3,4,2,3,27,46
69,"pneu","balançoire",8,4,3,2,3,2,27,46
69,"pneu","altères",8,4,2,2,2,3,27,46
69,"pneu","bouée",8,4,2,2,3,2,27,46
69,"pneu","cerceaux",8,4,2,3,2,2,27,46
69,"pneu","balle sauteuse",8,4,3,3,3,3,27,46
69,"pneu","support de table",8,4,4,4,4,4,27,46
69,"pneu","luge",8,4,4,4,3,4,27,46
69,"pneu","antidérapant",8,4,4,1,4,1,27,46
70,"bouteille","Un piège à frelons asiatiques",8,4,2,3,3,2,23,66
70,"bouteille","un cocktail molotov",8,4,2,2,3,2,23,66
70,"bouteille","un cendrier",8,4,3,4,3,3,23,66
70,"bouteille","un objet pour faire fuir les oiseaux près des récoltes",8,4,4,5,3,3,23,66
70,"couteau","Une sculpture ou un objet artistique en assemblant un certain nombre de couteaux ensemble",8,4,4,2,3,4,23,66
70,"couteau","un cure-dents",8,4,3,2,3,3,23,66
70,"couteau","si aucun autre objet n'est disponible, les utiliser pour délimiter un terrain de jeu ou un certain espace en les plantant dans le sol",8,4,5,4,3,4,23,66
70,"pneu","Une balançoire",8,4,3,2,3,2,23,66
70,"pneu","un matériau de construction, e.g. pour la toiture ou l'isolation",8,4,4,4,3,4,23,66
70,"pneu","un feu",8,4,2,2,3,2,23,66
70,"pneu","des courses (en se mettant à l'intérieur)",8,4,3,3,3,3,23,66
70,"pneu","un objet de musculation (les pneus de tracteurs)",8,4,2,2,3,2,23,66
71,"bouteille","cendrier",8,4,2,3,3,2,35,25
71,"bouteille","haltère",8,4,4,2,2,3,35,25
71,"bouteille","objet de jeu pour sport (volley, foot, rugby)",8,4,3,4,2,3,35,25
71,"bouteille","repose-pieds",8,4,5,4,4,4,35,25
71,"bouteille","pieds pour table",8,4,3,4,5,4,35,25
71,"couteau","ouvre bouteille",8,4,2,2,3,3,35,25
71,"couteau","rasoir",8,4,4,3,2,2,35,25
71,"couteau","lancer sur une cible",8,4,3,3,2,2,35,25
71,"couteau","prises pour escalade",8,4,4,4,5,4,35,25
71,"couteau","peindre",8,4,4,4,4,4,35,25
71,"pneu","Balançoire",8,4,3,2,3,2,35,25
71,"pneu","radeau",8,4,4,4,3,4,35,25
71,"pneu","obstacle parcours",8,4,2,2,3,2,35,25
71,"pneu","protection pour les cotés des bateaux",8,4,3,2,4,3,35,25
71,"pneu","bouée",8,4,2,2,4,2,35,25
72,"bouteille","a réutiliser comme gourde",8,4,1,1,2,1,69,98
72,"bouteille","en guise d'abat-jour",8,4,4,3,2,3,69,98
72,"bouteille","faire un mur en bouteille (bonne isolation plus jolis couleurs potentiellement)",8,4,5,4,5,3,69,98
72,"bouteille","à casser pour avoir une arme blanche",8,4,2,2,2,2,69,98
72,"bouteille","planter dans le sol pour délimiter une route",8,4,4,4,4,3,69,98
72,"bouteille","utiliser comme vase pour des fleurs",8,4,2,2,2,2,69,98
72,"bouteille","couper et utiliser comme pot à crayon",8,4,2,3,2,2,69,98
72,"bouteille","envoyer un message à la mer",8,4,3,3,2,2,69,98
72,"couteau","cale porte",8,4,4,4,3,4,69,98
72,"couteau","objet pour lancer sur une cible",8,4,3,3,2,2,69,98
72,"couteau","baïonnette",8,4,4,1,2,3,69,98
72,"couteau","tournevis",8,4,3,2,2,3,69,98
72,"couteau","ouvre bouteille",8,4,2,2,3,3,69,98
72,"couteau","l'utiliser comme cuillère pour touiller",8,4,3,2,2,2,69,98
72,"couteau","comme objet de jonglage (attention tout de meme)",8,4,3,3,2,3,69,98
72,"pneu","musculation",8,4,2,2,2,3,69,98
72,"pneu","table",8,4,3,4,2,3,69,98
72,"pneu","chaise",8,4,2,3,3,2,69,98
72,"pneu","recyclé en sac ou autre accessoire de mode",8,4,4,4,3,3,69,98
72,"pneu","pour dévaler des pentes dedans (plutôt pour les enfants)",8,4,3,3,3,2,69,98
72,"pneu","coincer une grande bache",8,4,3,4,4,2,69,98
72,"pneu","a accrocher sur un mur en guise de décoration pour un fan de voiture",8,4,4,3,2,2,69,98
73,"bouteille","bowling",8,4,3,4,2,3,48,54
73,"bouteille","SOS",8,4,3,3,3,2,48,54
73,"bouteille","instrument de musique (en soufflant)",8,4,3,2,2,3,48,54
73,"bouteille","piège a crevette ou à insectes",8,4,3,3,3,3,48,54
73,"bouteille","piece de fusée miniature (chambre à combustion apr ex)",8,4,5,4,4,4,48,54
73,"bouteille","loupe si en verre (ou longue vue)",8,4,4,2,2,4,48,54
73,"bouteille","système d'alarme (entrechocs avec le vent)",8,4,5,5,2,4,48,54
73,"bouteille","système de tapis roulant (à la façon des égyptiens pour déplacer les blocs de granite)",8,4,5,5,3,5,48,54
73,"bouteille","jeu de hasard (on fait tourner la bouteille)",8,4,3,4,2,2,48,54
73,"bouteille","cocktail molotov (pas conseillé en manif !)",8,4,2,2,3,2,48,54
73,"couteau","comme ustensile de cuisine",8,4,1,1,1,1,48,54
73,"couteau","prise d'otage (menace, torture, etc...)",8,4,2,1,2,2,48,54
73,"couteau","tourne-vis 'appoint",8,4,3,2,3,3,48,54
73,"couteau","outil de gravure (bois, murs, etc...)",8,4,2,2,3,2,48,54
73,"couteau","ciseau de secours (mais compliqué de couper les cheveux)",8,4,3,2,2,2,48,54
73,"couteau","réflecteur de lumière sur la lame (messages lumineux à courte distance)",8,4,5,5,3,5,48,54
73,"couteau","touillette",8,4,2,2,4,2,48,54
73,"pneu","entrainement physique (course à pied)",8,4,2,2,2,3,48,54
73,"pneu","construction de radeau",8,4,4,4,4,4,48,54
73,"pneu","signal de secours (fumée)",8,4,3,3,4,3,48,54
73,"pneu","changer sa roue de secours",8,4,1,1,3,1,48,54
73,"pneu","haltérophilie",8,4,2,2,2,3,48,54
73,"pneu","gommage",8,4,1,4,2,4,48,54
73,"pneu","balançoire",8,4,3,2,2,2,48,54
73,"pneu","bouée de toboggans (avec de l'huile alors ...)",8,4,3,2,3,3,48,54
73,"pneu","lancer de poids",8,4,2,3,3,2,48,54
73,"pneu","courses de descente de pente (dangereux)",8,4,3,3,3,2,48,54
74,"bouteille","vase",8,4,2,2,2,2,25,33
74,"bouteille","décoration d'intérieur avec du sable dedans",8,4,4,3,2,2,25,33
74,"bouteille","lampe",8,4,4,2,2,2,25,33
74,"bouteille","germoir à graines",8,4,5,3,3,3,25,33
74,"bouteille","entonnoir en coupant le fond",8,4,3,3,2,3,25,33
74,"bouteille","flute /instrument musique",8,4,3,2,2,3,25,33
74,"couteau","outil pour ouvrir une enveloppe",8,4,2,2,4,2,25,33
74,"couteau","décoller un timbre",8,4,2,4,4,2,25,33
74,"couteau","outil pour ouvrir une porte",8,4,3,2,2,2,25,33
74,"couteau","renvoyeur de lumière du soleil/reflets",8,4,4,5,2,3,25,33
74,"couteau","outil pour bêcher",8,4,4,4,2,3,25,33
74,"couteau","porte-etiquette a planter dans le jardin",8,4,5,4,4,4,25,33
74,"pneu","balançoire",8,4,3,2,3,2,25,33
74,"pneu","table basse",8,4,2,3,3,3,25,33
74,"pneu","bac à fleurs",8,4,4,2,2,3,25,33
74,"pneu","bouée de bateau",8,4,2,2,3,2,25,33
74,"pneu","rocking chair",8,4,4,4,2,3,25,33
74,"pneu","outils pour ligoter les gens",8,4,3,4,2,4,25,33
75,"bouteille","entonnoir",8,4,3,3,2,3,39,46
75,"bouteille","abat jour",8,4,4,2,2,3,39,46
75,"bouteille","pot pour fleurs",8,4,3,2,2,3,39,46
75,"bouteille","flute",8,4,3,2,2,3,39,46
75,"bouteille","maracas",8,4,4,3,2,3,39,46
75,"bouteille","batte de baseball",8,4,3,3,2,3,39,46
75,"bouteille","attrape guêpes",8,4,3,3,3,2,39,46
75,"bouteille","longue vue",8,4,4,2,1,4,39,46
75,"couteau","scie",8,4,2,2,2,2,39,46
75,"couteau","sculpture en requin",8,4,2,2,3,3,39,46
75,"couteau","exposition pour décoration",8,4,4,3,2,2,39,46
75,"couteau","tailler le manche",8,4,2,1,3,1,39,46
75,"couteau","pirate",8,4,1,1,1,1,39,46
75,"pneu","balançoire
",8,4,3,2,3,2,39,46
75,"pneu","cale porte",8,4,3,4,4,4,39,46
75,"pneu","luge",8,4,5,4,2,4,39,46
75,"pneu","hamac",8,4,3,3,3,3,39,46
75,"pneu","jardinière",8,4,4,2,2,3,39,46
75,"pneu","bouée",8,4,2,2,3,2,39,46
76,"bouteille","faire de la plongée sous-marine",8,4,3,1,2,1,33,31
76,"bouteille","faire une mini-fusée",8,4,4,5,2,4,33,31
76,"bouteille","la lancer à la mer pour communiquer avec d'autres continents",8,4,3,3,2,2,33,31
76,"bouteille","instrument de percussion (musique)",8,4,4,3,2,3,33,31
76,"bouteille","faire pousser des plantes dedans",8,4,4,4,3,3,33,31
76,"bouteille","se servir de la réflexion du soleil pour faire du feu",8,4,4,4,5,4,33,31
76,"bouteille","tendre un piège en semant des morceaux de verre",8,4,5,2,2,3,33,31
76,"bouteille","s'en servir pour attraper des poissons ou des insectes",8,4,3,3,3,4,33,31
76,"couteau","sculpter des objets en bois",8,4,2,2,3,2,33,31
76,"couteau","creuser un trou",8,4,3,4,1,3,33,31
76,"couteau","graver des inscriptions sur des murs",8,4,2,2,2,2,33,31
76,"couteau","objet de décoration",8,4,4,3,2,2,33,31
76,"couteau","s'en servir comme tourne-vis",8,4,3,2,3,3,33,31
76,"pneu","descendre une pente en roulant dessus",8,4,3,3,4,3,33,31
76,"pneu","faire du hoola hoop",8,4,2,3,2,2,33,31
76,"pneu","rebondir dessus",8,4,3,3,3,3,33,31
76,"pneu","attraper des suspects en fuite",8,4,1,3,1,1,33,31
76,"pneu","assommer des gens",8,4,3,4,2,3,33,31
76,"pneu","matelas pour flotter dans une piscine",8,4,2,4,3,2,33,31
76,"pneu","amortir des chocs",8,4,2,2,3,2,33,31
76,"pneu","construire un radeau",8,4,4,4,2,4,33,31
76,"pneu","dormir dedans",8,4,4,4,4,3,33,31
76,"pneu","s'en servir d'armure",8,4,4,5,2,4,33,31
77,"bouteille","sex toy",8,4,5,3,3,4,45,111
77,"bouteille","contenant pour cacher des pierres précieuses",8,4,2,3,4,3,45,111
77,"bouteille","receptacle de lettres sans destinataire",8,4,2,2,2,3,45,111
77,"bouteille","object décoratif d'aquarium",8,4,3,4,2,3,45,111
77,"bouteille","alternative de quille pour jouer au bowling",8,4,3,3,3,3,45,111
77,"bouteille","ustensile à jeter contre un mur pour se défouler",8,4,2,4,2,2,45,111
77,"bouteille","arme de poing",8,4,2,2,2,2,45,111
77,"bouteille","faux pistolet",8,4,2,4,2,3,45,111
77,"bouteille","cage pour fourmis ou autre petits insectes",8,4,3,3,3,2,45,111
77,"bouteille","base d'un cocktail molotov",8,4,2,2,3,2,45,111
77,"couteau","arme",8,4,1,1,2,1,45,111
77,"couteau","flechette alternative",8,4,3,3,2,2,45,111
77,"couteau","fausse planche de surf pour Barbie",8,4,4,3,1,4,45,111
77,"couteau","hélice d'hélicoptère à fabriquer pour jouet",8,4,4,4,2,5,45,111
77,"couteau","Quand planté dans du sable ou de la terre ça peut devenir un pylône d'électricité",8,4,4,5,2,5,45,111
77,"couteau","sex toy pour sadomasochiste",8,4,5,3,2,4,45,111
77,"pneu","personnage de film",8,4,3,1,1,1,45,111
77,"pneu","collier pour géant",8,4,4,1,2,4,45,111
77,"pneu","berceau de bébé",8,4,5,4,2,4,45,111
77,"pneu","piscine pour enfant",8,4,4,4,4,4,45,111
77,"pneu","trampoline étrange",8,4,3,3,2,3,45,111
77,"pneu","matériau de combustion non écologique",8,4,2,2,3,2,45,111
77,"pneu","jouet pour s'amuser en plein air",8,4,3,3,2,2,45,111
77,"pneu","base pour dessiner un visage quand il est posé sur du sable",8,4,4,5,2,3,45,111
77,"pneu","pièce d'une sculpture à fabriquer",8,4,4,4,3,3,45,111
77,"pneu","arme pour écraser de petits animaux",8,4,2,3,3,3,45,111
77,"pneu","projectile",8,4,2,3,2,3,45,111
77,"pneu","cachette pour animal ou enfant",8,4,4,4,3,2,45,111
77,"pneu","matériau de construction d'une maison",8,4,4,4,3,3,45,111
78,"bouteille","vase",8,4,3,2,2,2,95,147
78,"bouteille","instrument de musique",8,4,3,2,2,3,95,147
78,"bouteille","poids lester",8,4,3,4,4,3,95,147
78,"bouteille","diffuseur de lumière",8,4,4,3,2,2,95,147
78,"bouteille","loupe",8,4,4,3,2,4,95,147
78,"bouteille","rouleau",8,4,5,5,3,3,95,147
78,"couteau","tourne vise",8,4,3,2,3,3,95,147
78,"couteau","décapsuleur",8,4,2,2,3,2,95,147
78,"couteau","antenne radio",8,4,4,3,3,3,95,147
78,"couteau","cale porte",8,4,3,4,3,4,95,147
78,"pneu","siege",8,4,3,3,3,2,95,147
78,"pneu","table basse",8,4,3,3,2,3,95,147
78,"pneu","altere",8,4,2,2,2,2,95,147
78,"pneu","lance de disque",8,4,3,2,1,3,95,147
78,"pneu","cadre photo",8,4,5,3,2,4,95,147
78,"pneu","ceinture",8,4,5,4,4,4,95,147
78,"pneu","chapeau",8,4,4,4,2,4,95,147
80,"bouteille","récipient",8,4,1,2,1,1,76,47
80,"bouteille","vase",8,4,3,2,2,2,76,47
80,"bouteille","tuyau",8,4,2,4,3,4,76,47
80,"bouteille","fond comme cendrier",8,4,3,4,3,2,76,47
80,"bouteille","collier de bouchons",8,4,4,4,4,3,76,47
80,"bouteille","arrosoir",8,4,1,3,2,2,76,47
80,"couteau","manger",8,4,1,1,1,1,76,47
80,"couteau","aiguiser un autre couteau",8,4,2,1,4,2,76,47
80,"couteau","objet de décoration",8,4,3,3,2,2,76,47
80,"pneu","voiture",8,4,1,1,1,1,76,47
80,"pneu","balançoire",8,4,3,2,2,2,76,47
80,"pneu","jeu pour enfant",8,4,3,4,2,2,76,47
80,"pneu","glisser en skateboard",8,4,4,1,2,4,76,47
80,"pneu","recyclage",8,4,4,2,4,1,76,47
80,"pneu","décoration",8,4,4,3,1,2,76,47
80,"pneu","assise en pouf",8,4,2,3,2,2,76,47
80,"pneu","cale objet",8,4,3,4,4,3,76,47
80,"pneu","pieds de table basse",8,4,3,4,2,3,76,47
81,"bouteille","Sert à l'origine à avoir un liquide à l'intérieur",8,4,1,1,1,1,80,96
81,"bouteille","servir de vase",8,4,2,2,2,2,80,96
81,"bouteille","présentation pour un bateau",8,4,3,3,2,2,80,96
81,"bouteille","pour envoyer un message à la mer",8,4,2,2,2,2,80,96
81,"bouteille","peut servir d'instrument couple avec une soufflerie (helmotz)",8,4,3,3,2,4,80,96
81,"bouteille","peut servir de décoration",8,4,4,2,2,2,80,96
81,"bouteille","peut servir d'arme",8,4,1,2,2,2,80,96
81,"bouteille","peut servir à créer des lunettes pour déformer la vision ",8,4,5,4,1,5,80,96
81,"couteau","sert à cuisiner (à la base)",8,4,1,1,1,1,80,96
81,"couteau","ou à tuer des gens (à la base)",8,4,1,1,2,1,80,96
81,"couteau","pour sculpter des objets",8,4,2,2,3,2,80,96
81,"couteau","peut être utiliser comme un tournevis",8,4,2,2,3,2,80,96
81,"couteau","peut servir de flechette a lancer",8,4,3,3,2,2,80,96
81,"couteau","peut servir à ouvrir une cannette pour la boire à l'australienne",8,4,2,2,3,2,80,96
81,"couteau","peut servir à dégonfler les pneus d'une voiture",8,4,3,1,4,2,80,96
81,"couteau","peut servir à couper des branches",8,4,1,2,3,1,80,96
81,"couteau","peut servir à cauteriser une plaie",8,4,5,3,2,3,80,96
81,"pneu","agripper le sol pour une voiture",8,4,1,1,2,1,80,96
81,"pneu","de balançoire avec une corde",8,4,3,2,2,2,80,96
81,"pneu","de support pour la musculation",8,4,2,3,3,3,80,96
81,"pneu","d'exercice pour la boxe",8,4,2,3,3,3,80,96
81,"pneu","peut être utiliser en tant que bouée si le pneu est emballé dans du cellophane",8,4,2,2,3,2,80,96
81,"pneu","peut servir de protection pour un circuit",8,4,2,2,3,2,80,96
81,"pneu","peut se mettre en protection autour de quelqu'un créant ainsi un bumper",8,4,2,3,3,3,80,96
81,"pneu","si découper peut servir pour créer un lance pierre géant",8,4,5,2,3,4,80,96
82,"bouteille","remplir d'eau /liquide",8,4,1,1,1,1,24,11
82,"bouteille","faire un piège à insecte",8,4,3,3,3,2,24,11
82,"bouteille","un moule à gateau cylindrique",8,4,5,4,3,3,24,11
82,"bouteille","un entonnoir",8,4,3,3,2,3,24,11
82,"bouteille","utiliser comme gros bigoudis",8,4,4,4,5,4,24,11
82,"couteau","couper",8,4,1,1,1,1,24,11
82,"couteau","utiliser pour attacher les cheveux comme une baguette chinoise",8,4,5,3,3,4,24,11
82,"couteau","en décoration d'intérieur collés au mur",8,4,4,3,2,2,24,11
82,"couteau","jouer au lancer de couteau",8,4,3,3,2,2,24,11
82,"pneu","le faire rouler en musculation",8,4,2,2,2,2,24,11
82,"pneu","sur la voiture /velo",8,4,1,1,1,1,24,11
82,"pneu","faire du oula hop",8,4,2,3,2,2,24,11
82,"pneu","en faire une balançoire",8,4,3,2,2,2,24,11
82,"pneu","une bouée pour la mer",8,4,2,2,4,2,24,11
82,"pneu","un jouet pour chien (saute dedans)",8,4,3,3,3,3,24,11
82,"pneu","s'en servir comme luge ",8,4,4,4,3,4,24,11
83,"bouteille","portoir à bougie",8,4,5,2,2,2,27,34
83,"bouteille","haltère",8,4,4,4,2,3,27,34
83,"bouteille","lampe",8,4,4,2,2,2,27,34
83,"bouteille","bocal pour mettre des aliments",8,4,2,4,2,2,27,34
83,"couteau","aiguille d'une horloge",8,4,4,4,2,4,27,34
83,"couteau","fléchette dans un jeu",8,4,3,3,2,2,27,34
83,"couteau","rasoir",8,4,4,3,2,2,27,34
83,"couteau","pied de table",8,4,3,3,2,4,27,34
83,"pneu","faire du sport",8,4,2,3,3,2,27,34
83,"pneu","une table basse",8,4,3,3,2,3,27,34
83,"pneu","un objet de deco",8,4,3,3,2,2,27,34
83,"pneu","un fauteil",8,4,2,3,3,2,27,34
83,"pneu","une horloge",8,4,4,4,3,4,27,34
84,"bouteille","boire",8,4,1,1,1,1,53,67
84,"bouteille","faire pousser des plantes en serre",8,4,4,4,3,3,53,67
84,"bouteille","conserver un liquide longtemps",8,4,1,1,2,1,53,67
84,"bouteille","uriner",8,4,3,2,4,2,53,67
84,"bouteille","verser un liquide",8,4,1,1,1,1,53,67
84,"bouteille","jeter à la mer avec un message",8,4,3,3,2,2,53,67
84,"couteau","couper",8,4,1,1,1,1,53,67
84,"couteau","opérer quelqu'un",8,4,4,1,3,2,53,67
84,"couteau","tailler ou sculpter du bois",8,4,2,2,3,2,53,67
84,"couteau","tuer",8,4,1,1,2,1,53,67
84,"couteau","aiguiser",8,4,2,1,4,1,53,67
84,"couteau","ouvrir des coquillages ou des boites",8,4,2,1,3,2,53,67
84,"couteau","fixer quelque chose",8,4,2,4,3,4,53,67
84,"couteau","tatouer",8,4,4,2,3,3,53,67
84,"pneu","rouler",8,4,1,1,1,1,53,67
84,"pneu","lancer",8,4,3,3,1,2,53,67
84,"pneu","brûler",8,4,2,2,4,2,53,67
84,"pneu","se protéger",8,4,2,2,3,2,53,67
84,"pneu","s'assoir",8,4,3,3,4,2,53,67
85,"bouteille","mur de bouteille",8,4,4,3,3,4,89,91
85,"bouteille","verrière",8,4,4,3,3,2,89,91
85,"bouteille","patin à roulette",8,4,5,4,1,4,89,91
85,"bouteille","télescope",8,4,4,3,1,4,89,91
85,"bouteille","instrument de musique (percussion OU instrument à vent)",8,4,4,3,2,3,89,91
85,"bouteille","jardinière",8,4,4,4,3,3,89,91
85,"bouteille","nid à insecte",8,4,3,3,3,2,89,91
85,"couteau","trône",8,4,1,2,1,3,89,91
85,"couteau","lustre",8,4,4,4,2,3,89,91
85,"couteau","échelle",8,4,3,4,1,4,89,91
85,"couteau","xylophone",8,4,4,5,2,3,89,91
85,"couteau","tournevis",8,4,3,2,3,3,89,91
85,"couteau","toile de gravure",8,4,2,2,3,2,89,91
85,"pneu","balançoire",8,4,3,2,2,2,89,91
85,"pneu","film",8,4,1,1,1,4,89,91
