participant ID,object,use_number,use,rater_1,rater_2,rater_3,rater_4,rater_5,rater_6,rater_7,rater_8,rater_9,rater_10,rater_11,rater_12,rater_13,rater_14,rater_15,rater_16,rater_17,rater_18,rater_19,rater_20,rater_21,rater_22,rater_23,rater_24,rater_25,rater_26,rater_27,rater_28,rater_29,rater_30,rater_31,rater_32,rater_33,rater_34,rater_35,rater_36,rater_37,rater_38,rater_39,rater_40,rater_41,rater_42,rater_43,rater_44,rater_45
1647,צמיג,3,למחזר ולהפוך לריצוף כמו במשחקיות ילדים,nan,4.0,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,1.0,nan,nan,nan
765,צמיג,1,כסא,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,4.0,nan,nan,nan
765,צמיג,2,להתגלגל בתוכו מגבעה,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,4.0,nan,nan,nan
765,צמיג,3,למנוע מרכב מלהתנגש בקיר,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan
1889,צמיג,1,נדנדה,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan
1889,צמיג,2,גומי,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,4.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,nan,nan,nan
1889,צמיג,3,צעצוע משחק,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,4.0,nan,nan,nan
1892,צמיג,1,שולחן,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,3.0,nan,nan,nan
1892,צמיג,2,משקולת כושר,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan
1892,צמיג,3,מסלול מכשולים,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan
1892,צמיג,4,נדנדה,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan
1892,צמיג,5,ריפוד לכסא,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan
1892,צמיג,6,מעיל,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan
717,צמיג,1,משקולת כושר,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan
717,צמיג,2,ספסל,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,2.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,4.0,nan,nan,nan
717,צמיג,3,להתגלגל בתוכו מגבעה,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,4.0,nan,nan,nan
717,צמיג,4,נדנדה,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan
717,צמיג,5,לשרוף במחאה,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan
717,צמיג,6,טרמפולינה,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan
717,צמיג,7,לחבר לסירה ולעשות ג'ט סקי,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,3.0,nan,nan,nan
1631,צמיג,1,כסא,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,4.0,nan,nan,nan
1631,צמיג,2,גלגל בריכה,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,4.0,nan,nan,nan
1631,צמיג,3,להתגלגל בתוכו מגבעה,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,4.0,nan,nan,nan
1631,צמיג,4,נדנדה,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan
1631,צמיג,5,לשרוף במחאה,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan
1631,צמיג,6,אביזר למכונית,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan
1631,צמיג,7,"לשחק איתו ""ים יבשה""",nan,4.0,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,4.0,nan,nan,nan
1631,צמיג,8,לבנות איתו מגדל,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,5.0,nan,nan,nan
1904,צמיג,1,כסא,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,4.0,nan,nan,nan
1904,צמיג,2,שולחן,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,3.0,nan,nan,nan
1904,צמיג,3,עציץ,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan
1904,צמיג,4,נדנדה,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan
1902,צמיג,1,משקולת כושר,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan
1902,צמיג,2,מיטה לחיית מחמד,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan
1902,צמיג,3,עציץ,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan
1902,צמיג,4,ערסל,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan
1902,צמיג,5,מחסום לכניסה,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,4.0,nan,nan,nan
1902,צמיג,6,מסגרת לתמונה,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,3.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan
1902,צמיג,7,משחק קלאס עם כמה גלגלים,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan
1903,צמיג,1,כסא,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,4.0,nan,nan,nan
1903,צמיג,2,"לשחק איתו ""ים יבשה""",nan,4.0,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,4.0,nan,nan,nan
1903,צמיג,3,גלגל הצלה,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan
1903,צמיג,4,סולם,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,3.0,nan,nan,nan
1903,צמיג,5,חוצץ,nan,4.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan
1903,צמיג,6,ללפף סביבו פרחים ולהפוך אותו לזר יפה,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,2.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan
1905,צמיג,1,מעצור לדלת,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,4.0,nan,nan,nan
1905,צמיג,2,הגבהה,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan
1905,צמיג,3,באולינג,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan
1906,צמיג,1,למחזר ולהפוך לריצוף כמו במשחקיות ילדים,nan,4.0,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,1.0,nan,nan,nan
1906,צמיג,2,לשרוף במחאה,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan
1906,צמיג,3,טרמפולינה,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan
1906,צמיג,4,גומי,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,4.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,nan,nan,nan
1906,צמיג,5,סוליית נעליים,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,3.0,nan,nan,nan
1598,צמיג,1,חפץ לקישוט,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,4.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,4.0,nan,nan,nan
1598,צמיג,2,טרמפולינה,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan
1598,צמיג,3,מעמד לחפצים,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,3.0,nan,nan,nan
1816,צמיג,1,כסא,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,4.0,nan,nan,nan
1816,צמיג,2,מיטה לחיית מחמד,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,2.0,nan,nan,nan
1816,צמיג,3,עציץ,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan
1816,צמיג,4,נדנדה,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan
1824,צמיג,1,כסא,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,4.0,nan,nan,nan
1824,צמיג,2,גלגל בריכה,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,4.0,nan,nan,nan
1824,צמיג,3,מסלול מכשולים,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan
1824,צמיג,4,שער לבית,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan
1824,צמיג,5,לשים עליו רגליים,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,3.0,nan,nan,nan
1824,צמיג,6,חישוק,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan
1824,צמיג,7,כלוב לחייה,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,3.0,nan,nan,nan
1824,צמיג,8,כרית,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan
1901,צמיג,1,כסא,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,4.0,nan,nan,nan
1901,צמיג,2,עציץ,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan
1901,צמיג,3,מסלול מכשולים,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan
1901,צמיג,4,לשרוף במחאה,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan
1901,צמיג,5,סולם,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,3.0,nan,nan,nan
1901,צמיג,6,מתקנים לגני שעשועים,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,5.0,nan,nan,nan
1901,צמיג,7,כרית,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan
1901,צמיג,8,אסלה,nan,3.0,nan,nan,nan,nan,nan,5.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,4.0,nan,nan,nan
1901,צמיג,9,מזון ליתושים,nan,5.0,nan,nan,nan,nan,nan,2.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan
1901,צמיג,10,מטרה לחץ וקשת,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan
250,צמיג,1,עציץ,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan
250,צמיג,2,נדנדה,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,5.0,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan
250,צמיג,3,אביזר למכונית,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan
250,צמיג,4,כלוב לחייה,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,3.0,nan,nan,nan
250,צמיג,5,לבנות איתו מגדל,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,5.0,nan,nan,nan
1686,צמיג,1,עציץ,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan
